[2024-02-19 15:55:19,089][root][INFO] - Experiment name: xgb_reg_da_w_action_no_day_norm_tune
[2024-02-19 16:32:34,953][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002825 seconds
[2024-02-19 16:32:34,953][hyperopt.tpe][INFO] - TPE using 128/128 trials with best loss 0.164115
[2024-02-19 16:32:35,070][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003136 seconds
[2024-02-19 16:32:35,070][hyperopt.tpe][INFO] - TPE using 129/129 trials with best loss 0.164115
[2024-02-19 16:32:35,111][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002949 seconds
[2024-02-19 16:32:35,115][hyperopt.tpe][INFO] - TPE using 130/130 trials with best loss 0.164115
[2024-02-19 16:32:35,189][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002967 seconds
[2024-02-19 16:32:35,189][hyperopt.tpe][INFO] - TPE using 131/131 trials with best loss 0.164115
[2024-02-19 16:32:35,298][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002829 seconds
[2024-02-19 16:32:35,299][hyperopt.tpe][INFO] - TPE using 132/132 trials with best loss 0.164115
[2024-02-19 16:32:35,396][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002880 seconds
[2024-02-19 16:32:35,396][hyperopt.tpe][INFO] - TPE using 133/133 trials with best loss 0.164115
[2024-02-19 16:32:35,512][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002840 seconds
[2024-02-19 16:32:35,513][hyperopt.tpe][INFO] - TPE using 134/134 trials with best loss 0.161906
[2024-02-19 16:32:35,622][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002849 seconds
[2024-02-19 16:32:35,622][hyperopt.tpe][INFO] - TPE using 135/135 trials with best loss 0.161906
[2024-02-19 16:32:35,740][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002856 seconds
[2024-02-19 16:32:35,740][hyperopt.tpe][INFO] - TPE using 136/136 trials with best loss 0.161906
[2024-02-19 16:32:35,781][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003031 seconds
[2024-02-19 16:32:35,781][hyperopt.tpe][INFO] - TPE using 137/137 trials with best loss 0.161906
[2024-02-19 16:32:35,838][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002963 seconds
[2024-02-19 16:32:35,838][hyperopt.tpe][INFO] - TPE using 138/138 trials with best loss 0.161906
[2024-02-19 16:32:35,946][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002789 seconds
[2024-02-19 16:32:35,946][hyperopt.tpe][INFO] - TPE using 139/139 trials with best loss 0.161906
[2024-02-19 16:32:36,021][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002931 seconds
[2024-02-19 16:32:36,021][hyperopt.tpe][INFO] - TPE using 140/140 trials with best loss 0.161906
[2024-02-19 16:32:36,130][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003038 seconds
[2024-02-19 16:32:36,130][hyperopt.tpe][INFO] - TPE using 141/141 trials with best loss 0.161906
[2024-02-19 16:32:36,221][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002902 seconds
[2024-02-19 16:32:36,221][hyperopt.tpe][INFO] - TPE using 142/142 trials with best loss 0.161906
[2024-02-19 16:32:36,330][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002877 seconds
[2024-02-19 16:32:36,330][hyperopt.tpe][INFO] - TPE using 143/143 trials with best loss 0.161906
[2024-02-19 16:32:36,437][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002832 seconds
[2024-02-19 16:32:36,438][hyperopt.tpe][INFO] - TPE using 144/144 trials with best loss 0.161906
[2024-02-19 16:32:36,496][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002807 seconds
[2024-02-19 16:32:36,496][hyperopt.tpe][INFO] - TPE using 145/145 trials with best loss 0.161906
[2024-02-19 16:32:36,616][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002970 seconds
[2024-02-19 16:32:36,616][hyperopt.tpe][INFO] - TPE using 146/146 trials with best loss 0.161906
[2024-02-19 16:32:36,734][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002978 seconds
[2024-02-19 16:32:36,734][hyperopt.tpe][INFO] - TPE using 147/147 trials with best loss 0.161906
[2024-02-19 16:32:36,854][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002838 seconds
[2024-02-19 16:32:36,854][hyperopt.tpe][INFO] - TPE using 148/148 trials with best loss 0.161906
[2024-02-19 16:32:36,968][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002996 seconds
[2024-02-19 16:32:36,968][hyperopt.tpe][INFO] - TPE using 149/149 trials with best loss 0.161906
[2024-02-19 16:32:37,077][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003002 seconds
[2024-02-19 16:32:37,077][hyperopt.tpe][INFO] - TPE using 150/150 trials with best loss 0.161906
[2024-02-19 16:32:37,215][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002813 seconds
[2024-02-19 16:32:37,215][hyperopt.tpe][INFO] - TPE using 151/151 trials with best loss 0.161906
[2024-02-19 16:32:37,327][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002854 seconds
[2024-02-19 16:32:37,327][hyperopt.tpe][INFO] - TPE using 152/152 trials with best loss 0.161906
[2024-02-19 16:32:37,438][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002857 seconds
[2024-02-19 16:32:37,438][hyperopt.tpe][INFO] - TPE using 153/153 trials with best loss 0.161906
[2024-02-19 16:32:37,545][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002808 seconds
[2024-02-19 16:32:37,546][hyperopt.tpe][INFO] - TPE using 154/154 trials with best loss 0.161906
[2024-02-19 16:32:37,657][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002919 seconds
[2024-02-19 16:32:37,657][hyperopt.tpe][INFO] - TPE using 155/155 trials with best loss 0.161906
[2024-02-19 16:32:37,768][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002821 seconds
[2024-02-19 16:32:37,768][hyperopt.tpe][INFO] - TPE using 156/156 trials with best loss 0.161906
[2024-02-19 16:32:37,810][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002817 seconds
[2024-02-19 16:32:37,810][hyperopt.tpe][INFO] - TPE using 157/157 trials with best loss 0.161906
[2024-02-19 16:32:37,919][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002844 seconds
[2024-02-19 16:32:37,919][hyperopt.tpe][INFO] - TPE using 158/158 trials with best loss 0.161906
[2024-02-19 16:32:37,999][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002832 seconds
[2024-02-19 16:32:37,999][hyperopt.tpe][INFO] - TPE using 159/159 trials with best loss 0.161906
[2024-02-19 16:32:38,108][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002823 seconds
[2024-02-19 16:32:38,109][hyperopt.tpe][INFO] - TPE using 160/160 trials with best loss 0.161906
[2024-02-19 16:32:38,206][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002837 seconds
[2024-02-19 16:32:38,207][hyperopt.tpe][INFO] - TPE using 161/161 trials with best loss 0.161906
[2024-02-19 16:32:38,316][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002811 seconds
[2024-02-19 16:32:38,316][hyperopt.tpe][INFO] - TPE using 162/162 trials with best loss 0.161906
[2024-02-19 16:32:38,433][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002982 seconds
[2024-02-19 16:32:38,433][hyperopt.tpe][INFO] - TPE using 163/163 trials with best loss 0.161906
[2024-02-19 16:32:38,542][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002946 seconds
[2024-02-19 16:32:38,542][hyperopt.tpe][INFO] - TPE using 164/164 trials with best loss 0.161906
[2024-02-19 16:32:38,605][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003056 seconds
[2024-02-19 16:32:38,605][hyperopt.tpe][INFO] - TPE using 165/165 trials with best loss 0.161906
[2024-02-19 16:32:38,646][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002869 seconds
[2024-02-19 16:32:38,646][hyperopt.tpe][INFO] - TPE using 166/166 trials with best loss 0.161906
[2024-02-19 16:32:38,722][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003010 seconds
[2024-02-19 16:32:38,722][hyperopt.tpe][INFO] - TPE using 167/167 trials with best loss 0.161906
[2024-02-19 16:32:38,837][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002840 seconds
[2024-02-19 16:32:38,837][hyperopt.tpe][INFO] - TPE using 168/168 trials with best loss 0.161906
[2024-02-19 16:32:38,953][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002799 seconds
[2024-02-19 16:32:38,953][hyperopt.tpe][INFO] - TPE using 169/169 trials with best loss 0.161906
[2024-02-19 16:32:39,045][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002997 seconds
[2024-02-19 16:32:39,045][hyperopt.tpe][INFO] - TPE using 170/170 trials with best loss 0.161906
[2024-02-19 16:32:39,154][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002818 seconds
[2024-02-19 16:32:39,154][hyperopt.tpe][INFO] - TPE using 171/171 trials with best loss 0.161906
[2024-02-19 16:32:39,264][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002822 seconds
[2024-02-19 16:32:39,264][hyperopt.tpe][INFO] - TPE using 172/172 trials with best loss 0.161906
[2024-02-19 16:32:39,373][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002996 seconds
[2024-02-19 16:32:39,373][hyperopt.tpe][INFO] - TPE using 173/173 trials with best loss 0.161906
[2024-02-19 16:32:39,431][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002867 seconds
[2024-02-19 16:32:39,431][hyperopt.tpe][INFO] - TPE using 174/174 trials with best loss 0.161906
[2024-02-19 16:32:39,472][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002936 seconds
[2024-02-19 16:32:39,472][hyperopt.tpe][INFO] - TPE using 175/175 trials with best loss 0.161906
[2024-02-19 16:32:39,582][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002989 seconds
[2024-02-19 16:32:39,582][hyperopt.tpe][INFO] - TPE using 176/176 trials with best loss 0.161906
[2024-02-19 16:32:39,657][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002860 seconds
[2024-02-19 16:32:39,658][hyperopt.tpe][INFO] - TPE using 177/177 trials with best loss 0.161906
[2024-02-19 16:32:39,767][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002965 seconds
[2024-02-19 16:32:39,767][hyperopt.tpe][INFO] - TPE using 178/178 trials with best loss 0.161906
[2024-02-19 16:32:39,863][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002840 seconds
[2024-02-19 16:32:39,864][hyperopt.tpe][INFO] - TPE using 179/179 trials with best loss 0.161906
[2024-02-19 16:32:39,973][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002856 seconds
[2024-02-19 16:32:39,973][hyperopt.tpe][INFO] - TPE using 180/180 trials with best loss 0.161906
[2024-02-19 16:32:40,083][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002857 seconds
[2024-02-19 16:32:40,083][hyperopt.tpe][INFO] - TPE using 181/181 trials with best loss 0.161906
[2024-02-19 16:32:40,141][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003024 seconds
[2024-02-19 16:32:40,142][hyperopt.tpe][INFO] - TPE using 182/182 trials with best loss 0.161906
[2024-02-19 16:32:40,257][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003061 seconds
[2024-02-19 16:32:40,257][hyperopt.tpe][INFO] - TPE using 183/183 trials with best loss 0.161906
[2024-02-19 16:32:40,300][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003017 seconds
[2024-02-19 16:32:40,300][hyperopt.tpe][INFO] - TPE using 184/184 trials with best loss 0.161906
[2024-02-19 16:32:40,415][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002960 seconds
[2024-02-19 16:32:40,415][hyperopt.tpe][INFO] - TPE using 185/185 trials with best loss 0.161906
[2024-02-19 16:32:40,493][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003017 seconds
[2024-02-19 16:32:40,493][hyperopt.tpe][INFO] - TPE using 186/186 trials with best loss 0.161906
[2024-02-19 16:32:40,611][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003018 seconds
[2024-02-19 16:32:40,611][hyperopt.tpe][INFO] - TPE using 187/187 trials with best loss 0.161906
[2024-02-19 16:32:40,706][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002937 seconds
[2024-02-19 16:32:40,706][hyperopt.tpe][INFO] - TPE using 188/188 trials with best loss 0.161906
[2024-02-19 16:32:40,819][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002928 seconds
[2024-02-19 16:32:40,819][hyperopt.tpe][INFO] - TPE using 189/189 trials with best loss 0.161906
[2024-02-19 16:32:40,930][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002980 seconds
[2024-02-19 16:32:40,930][hyperopt.tpe][INFO] - TPE using 190/190 trials with best loss 0.161906
[2024-02-19 16:32:40,991][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002959 seconds
[2024-02-19 16:32:40,991][hyperopt.tpe][INFO] - TPE using 191/191 trials with best loss 0.161906
[2024-02-19 16:32:41,103][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002832 seconds
[2024-02-19 16:32:41,103][hyperopt.tpe][INFO] - TPE using 192/192 trials with best loss 0.161906
[2024-02-19 16:32:41,144][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002900 seconds
[2024-02-19 16:32:41,144][hyperopt.tpe][INFO] - TPE using 193/193 trials with best loss 0.161906
[2024-02-19 16:32:41,252][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002839 seconds
[2024-02-19 16:32:41,252][hyperopt.tpe][INFO] - TPE using 194/194 trials with best loss 0.161906
[2024-02-19 16:32:41,328][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002947 seconds
[2024-02-19 16:32:41,328][hyperopt.tpe][INFO] - TPE using 195/195 trials with best loss 0.161906
[2024-02-19 16:32:41,437][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002800 seconds
[2024-02-19 16:32:41,438][hyperopt.tpe][INFO] - TPE using 196/196 trials with best loss 0.161906
[2024-02-19 16:32:41,531][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002817 seconds
[2024-02-19 16:32:41,531][hyperopt.tpe][INFO] - TPE using 197/197 trials with best loss 0.161906
[2024-02-19 16:32:41,641][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002811 seconds
[2024-02-19 16:32:41,641][hyperopt.tpe][INFO] - TPE using 198/198 trials with best loss 0.161906
[2024-02-19 16:32:41,751][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002848 seconds
[2024-02-19 16:32:41,752][hyperopt.tpe][INFO] - TPE using 199/199 trials with best loss 0.161906
[2024-02-19 16:32:41,861][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002829 seconds
[2024-02-19 16:32:41,861][hyperopt.tpe][INFO] - TPE using 200/200 trials with best loss 0.161906
[2024-02-19 16:32:41,920][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002868 seconds
[2024-02-19 16:32:41,921][hyperopt.tpe][INFO] - TPE using 201/201 trials with best loss 0.161906
[2024-02-19 16:32:41,963][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002989 seconds
[2024-02-19 16:32:41,963][hyperopt.tpe][INFO] - TPE using 202/202 trials with best loss 0.161906
[2024-02-19 16:32:42,071][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002852 seconds
[2024-02-19 16:32:42,071][hyperopt.tpe][INFO] - TPE using 203/203 trials with best loss 0.161906
[2024-02-19 16:32:42,147][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002985 seconds
[2024-02-19 16:32:42,147][hyperopt.tpe][INFO] - TPE using 204/204 trials with best loss 0.161906
[2024-02-19 16:32:42,257][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002885 seconds
[2024-02-19 16:32:42,258][hyperopt.tpe][INFO] - TPE using 205/205 trials with best loss 0.161906
[2024-02-19 16:32:42,352][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002810 seconds
[2024-02-19 16:32:42,352][hyperopt.tpe][INFO] - TPE using 206/206 trials with best loss 0.161906
[2024-02-19 16:32:42,462][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002985 seconds
[2024-02-19 16:32:42,462][hyperopt.tpe][INFO] - TPE using 207/207 trials with best loss 0.161906
[2024-02-19 16:32:42,574][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002981 seconds
[2024-02-19 16:32:42,574][hyperopt.tpe][INFO] - TPE using 208/208 trials with best loss 0.161906
[2024-02-19 16:32:42,685][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002841 seconds
[2024-02-19 16:32:42,685][hyperopt.tpe][INFO] - TPE using 209/209 trials with best loss 0.161906
[2024-02-19 16:32:42,744][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002874 seconds
[2024-02-19 16:32:42,744][hyperopt.tpe][INFO] - TPE using 210/210 trials with best loss 0.161906
[2024-02-19 16:32:42,855][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002867 seconds
[2024-02-19 16:32:42,855][hyperopt.tpe][INFO] - TPE using 211/211 trials with best loss 0.161906
[2024-02-19 16:32:42,896][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002838 seconds
[2024-02-19 16:32:42,896][hyperopt.tpe][INFO] - TPE using 212/212 trials with best loss 0.161906
[2024-02-19 16:32:42,972][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003094 seconds
[2024-02-19 16:32:42,972][hyperopt.tpe][INFO] - TPE using 213/213 trials with best loss 0.161906
[2024-02-19 16:32:43,090][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003053 seconds
[2024-02-19 16:32:43,090][hyperopt.tpe][INFO] - TPE using 214/214 trials with best loss 0.161906
[2024-02-19 16:32:43,184][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002953 seconds
[2024-02-19 16:32:43,184][hyperopt.tpe][INFO] - TPE using 215/215 trials with best loss 0.161906
[2024-02-19 16:32:43,298][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002881 seconds
[2024-02-19 16:32:43,298][hyperopt.tpe][INFO] - TPE using 216/216 trials with best loss 0.161906
[2024-02-19 16:32:43,407][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002863 seconds
[2024-02-19 16:32:43,407][hyperopt.tpe][INFO] - TPE using 217/217 trials with best loss 0.161906
[2024-02-19 16:32:43,518][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002916 seconds
[2024-02-19 16:32:43,519][hyperopt.tpe][INFO] - TPE using 218/218 trials with best loss 0.161906
[2024-02-19 16:32:43,636][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002968 seconds
[2024-02-19 16:32:43,637][hyperopt.tpe][INFO] - TPE using 219/219 trials with best loss 0.161906
[2024-02-19 16:32:43,695][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002908 seconds
[2024-02-19 16:32:43,695][hyperopt.tpe][INFO] - TPE using 220/220 trials with best loss 0.161906
[2024-02-19 16:32:43,737][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002957 seconds
[2024-02-19 16:32:43,737][hyperopt.tpe][INFO] - TPE using 221/221 trials with best loss 0.161906
[2024-02-19 16:32:43,865][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.055177 seconds
[2024-02-19 16:32:43,865][hyperopt.tpe][INFO] - TPE using 222/222 trials with best loss 0.161906
[2024-02-19 16:32:43,979][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002825 seconds
[2024-02-19 16:32:43,979][hyperopt.tpe][INFO] - TPE using 223/223 trials with best loss 0.161906
[2024-02-19 16:32:44,075][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002987 seconds
[2024-02-19 16:32:44,075][hyperopt.tpe][INFO] - TPE using 224/224 trials with best loss 0.161906
[2024-02-19 16:32:44,186][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002985 seconds
[2024-02-19 16:32:44,186][hyperopt.tpe][INFO] - TPE using 225/225 trials with best loss 0.161906
[2024-02-19 16:32:44,297][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002882 seconds
[2024-02-19 16:32:44,297][hyperopt.tpe][INFO] - TPE using 226/226 trials with best loss 0.161906
[2024-02-19 16:32:44,423][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002823 seconds
[2024-02-19 16:32:44,424][hyperopt.tpe][INFO] - TPE using 227/227 trials with best loss 0.161906
[2024-02-19 16:32:44,483][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002970 seconds
[2024-02-19 16:32:44,483][hyperopt.tpe][INFO] - TPE using 228/228 trials with best loss 0.161906
[2024-02-19 16:32:44,593][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002971 seconds
[2024-02-19 16:32:44,594][hyperopt.tpe][INFO] - TPE using 229/229 trials with best loss 0.161906
[2024-02-19 16:32:44,639][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003015 seconds
[2024-02-19 16:32:44,639][hyperopt.tpe][INFO] - TPE using 230/230 trials with best loss 0.161906
[2024-02-19 16:32:44,750][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002952 seconds
[2024-02-19 16:32:44,751][hyperopt.tpe][INFO] - TPE using 231/231 trials with best loss 0.161906
[2024-02-19 16:32:44,826][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002904 seconds
[2024-02-19 16:32:44,826][hyperopt.tpe][INFO] - TPE using 232/232 trials with best loss 0.161906
[2024-02-19 16:32:44,937][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003003 seconds
[2024-02-19 16:32:44,937][hyperopt.tpe][INFO] - TPE using 233/233 trials with best loss 0.161906
[2024-02-19 16:32:45,043][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002921 seconds
[2024-02-19 16:32:45,044][hyperopt.tpe][INFO] - TPE using 234/234 trials with best loss 0.161906
[2024-02-19 16:32:45,139][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002900 seconds
[2024-02-19 16:32:45,139][hyperopt.tpe][INFO] - TPE using 235/235 trials with best loss 0.161906
[2024-02-19 16:32:45,233][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002815 seconds
[2024-02-19 16:32:45,233][hyperopt.tpe][INFO] - TPE using 236/236 trials with best loss 0.161906
[2024-02-19 16:32:45,340][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002906 seconds
[2024-02-19 16:32:45,340][hyperopt.tpe][INFO] - TPE using 237/237 trials with best loss 0.161906
[2024-02-19 16:32:45,434][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002937 seconds
[2024-02-19 16:32:45,435][hyperopt.tpe][INFO] - TPE using 238/238 trials with best loss 0.161906
[2024-02-19 16:32:45,529][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002825 seconds
[2024-02-19 16:32:45,529][hyperopt.tpe][INFO] - TPE using 239/239 trials with best loss 0.161906
[2024-02-19 16:32:45,623][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002855 seconds
[2024-02-19 16:32:45,623][hyperopt.tpe][INFO] - TPE using 240/240 trials with best loss 0.161906
[2024-02-19 16:32:45,726][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002855 seconds
[2024-02-19 16:32:45,727][hyperopt.tpe][INFO] - TPE using 241/241 trials with best loss 0.161906
[2024-02-19 16:32:45,822][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002805 seconds
[2024-02-19 16:32:45,822][hyperopt.tpe][INFO] - TPE using 242/242 trials with best loss 0.161906
[2024-02-19 16:32:45,922][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002862 seconds
[2024-02-19 16:32:45,922][hyperopt.tpe][INFO] - TPE using 243/243 trials with best loss 0.161906
[2024-02-19 16:32:46,017][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002821 seconds
[2024-02-19 16:32:46,017][hyperopt.tpe][INFO] - TPE using 244/244 trials with best loss 0.161906
[2024-02-19 16:32:46,111][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002807 seconds
[2024-02-19 16:32:46,112][hyperopt.tpe][INFO] - TPE using 245/245 trials with best loss 0.161906
[2024-02-19 16:32:46,207][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002935 seconds
[2024-02-19 16:32:46,207][hyperopt.tpe][INFO] - TPE using 246/246 trials with best loss 0.161906
[2024-02-19 16:32:46,305][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002811 seconds
[2024-02-19 16:32:46,305][hyperopt.tpe][INFO] - TPE using 247/247 trials with best loss 0.161906
[2024-02-19 16:32:46,400][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002815 seconds
[2024-02-19 16:32:46,400][hyperopt.tpe][INFO] - TPE using 248/248 trials with best loss 0.161906
[2024-02-19 16:32:46,493][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002895 seconds
[2024-02-19 16:32:46,493][hyperopt.tpe][INFO] - TPE using 249/249 trials with best loss 0.161906
[2024-02-19 16:32:46,551][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002814 seconds
[2024-02-19 16:32:46,551][hyperopt.tpe][INFO] - TPE using 250/250 trials with best loss 0.161906
[2024-02-19 16:32:46,593][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002992 seconds
[2024-02-19 16:32:46,594][hyperopt.tpe][INFO] - TPE using 251/251 trials with best loss 0.161906
[2024-02-19 16:32:46,687][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002842 seconds
[2024-02-19 16:32:46,687][hyperopt.tpe][INFO] - TPE using 252/252 trials with best loss 0.161906
[2024-02-19 16:32:46,765][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002966 seconds
[2024-02-19 16:32:46,765][hyperopt.tpe][INFO] - TPE using 253/253 trials with best loss 0.161906
[2024-02-19 16:32:46,859][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003020 seconds
[2024-02-19 16:32:46,859][hyperopt.tpe][INFO] - TPE using 254/254 trials with best loss 0.161906
[2024-02-19 16:32:46,920][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002825 seconds
[2024-02-19 16:32:46,920][hyperopt.tpe][INFO] - TPE using 255/255 trials with best loss 0.161906
[2024-02-19 16:32:46,963][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002897 seconds
[2024-02-19 16:32:46,963][hyperopt.tpe][INFO] - TPE using 256/256 trials with best loss 0.161906
[2024-02-19 16:32:47,041][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002800 seconds
[2024-02-19 16:32:47,041][hyperopt.tpe][INFO] - TPE using 257/257 trials with best loss 0.161906
[2024-02-19 16:32:47,147][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003014 seconds
[2024-02-19 16:32:47,147][hyperopt.tpe][INFO] - TPE using 258/258 trials with best loss 0.161906
[2024-02-19 16:32:47,252][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002948 seconds
[2024-02-19 16:32:47,252][hyperopt.tpe][INFO] - TPE using 259/259 trials with best loss 0.161906
[2024-02-19 16:32:47,358][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002823 seconds
[2024-02-19 16:32:47,358][hyperopt.tpe][INFO] - TPE using 260/260 trials with best loss 0.161906
[2024-02-19 16:32:47,463][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002950 seconds
[2024-02-19 16:32:47,463][hyperopt.tpe][INFO] - TPE using 261/261 trials with best loss 0.161906
