[2024-01-01 15:45:41,138][root][INFO] - Experiment name: xgb_regression_da_and_d2_elastic_net
[2024-01-01 15:45:58,226][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 15:45:58,226][hyperopt.tpe][INFO] - TPE using 243/243 trials with best loss 0.303341
[2024-01-01 15:45:58,272][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 15:45:58,272][hyperopt.tpe][INFO] - TPE using 244/244 trials with best loss 0.303341
[2024-01-01 15:45:58,318][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 15:45:58,319][hyperopt.tpe][INFO] - TPE using 245/245 trials with best loss 0.303341
[2024-01-01 15:45:58,365][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 15:45:58,365][hyperopt.tpe][INFO] - TPE using 246/246 trials with best loss 0.303341
[2024-01-01 15:45:58,411][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000556 seconds
[2024-01-01 15:45:58,411][hyperopt.tpe][INFO] - TPE using 247/247 trials with best loss 0.303341
[2024-01-01 15:45:58,459][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 15:45:58,459][hyperopt.tpe][INFO] - TPE using 248/248 trials with best loss 0.303341
[2024-01-01 15:45:58,505][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000565 seconds
[2024-01-01 15:45:58,506][hyperopt.tpe][INFO] - TPE using 249/249 trials with best loss 0.303341
[2024-01-01 15:45:58,552][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 15:45:58,552][hyperopt.tpe][INFO] - TPE using 250/250 trials with best loss 0.303341
[2024-01-01 15:45:58,599][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 15:45:58,599][hyperopt.tpe][INFO] - TPE using 251/251 trials with best loss 0.303341
[2024-01-01 15:45:58,646][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000586 seconds
[2024-01-01 15:45:58,646][hyperopt.tpe][INFO] - TPE using 252/252 trials with best loss 0.303341
[2024-01-01 15:45:58,692][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 15:45:58,693][hyperopt.tpe][INFO] - TPE using 253/253 trials with best loss 0.303341
[2024-01-01 15:45:58,740][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 15:45:58,740][hyperopt.tpe][INFO] - TPE using 254/254 trials with best loss 0.303341
[2024-01-01 15:45:58,788][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 15:45:58,788][hyperopt.tpe][INFO] - TPE using 255/255 trials with best loss 0.303341
[2024-01-01 15:45:58,841][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 15:45:58,842][hyperopt.tpe][INFO] - TPE using 256/256 trials with best loss 0.303341
[2024-01-01 15:45:58,899][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 15:45:58,899][hyperopt.tpe][INFO] - TPE using 257/257 trials with best loss 0.303341
[2024-01-01 15:45:58,945][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 15:45:58,946][hyperopt.tpe][INFO] - TPE using 258/258 trials with best loss 0.303341
[2024-01-01 15:45:58,995][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 15:45:58,996][hyperopt.tpe][INFO] - TPE using 259/259 trials with best loss 0.303341
[2024-01-01 15:45:59,044][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 15:45:59,044][hyperopt.tpe][INFO] - TPE using 260/260 trials with best loss 0.303341
[2024-01-01 15:45:59,097][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 15:45:59,097][hyperopt.tpe][INFO] - TPE using 261/261 trials with best loss 0.303341
[2024-01-01 15:45:59,148][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 15:45:59,148][hyperopt.tpe][INFO] - TPE using 262/262 trials with best loss 0.303341
[2024-01-01 15:45:59,204][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000554 seconds
[2024-01-01 15:45:59,204][hyperopt.tpe][INFO] - TPE using 263/263 trials with best loss 0.303341
[2024-01-01 15:45:59,252][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 15:45:59,252][hyperopt.tpe][INFO] - TPE using 264/264 trials with best loss 0.303341
[2024-01-01 15:45:59,298][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 15:45:59,298][hyperopt.tpe][INFO] - TPE using 265/265 trials with best loss 0.303341
[2024-01-01 15:45:59,347][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 15:45:59,348][hyperopt.tpe][INFO] - TPE using 266/266 trials with best loss 0.303341
[2024-01-01 15:45:59,394][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000557 seconds
[2024-01-01 15:45:59,394][hyperopt.tpe][INFO] - TPE using 267/267 trials with best loss 0.303341
[2024-01-01 15:45:59,440][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 15:45:59,441][hyperopt.tpe][INFO] - TPE using 268/268 trials with best loss 0.303341
[2024-01-01 15:45:59,489][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000646 seconds
[2024-01-01 15:45:59,490][hyperopt.tpe][INFO] - TPE using 269/269 trials with best loss 0.303341
[2024-01-01 15:45:59,537][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000559 seconds
[2024-01-01 15:45:59,537][hyperopt.tpe][INFO] - TPE using 270/270 trials with best loss 0.303341
[2024-01-01 15:45:59,583][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 15:45:59,584][hyperopt.tpe][INFO] - TPE using 271/271 trials with best loss 0.303341
[2024-01-01 15:45:59,630][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000582 seconds
[2024-01-01 15:45:59,630][hyperopt.tpe][INFO] - TPE using 272/272 trials with best loss 0.303341
[2024-01-01 15:45:59,676][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 15:45:59,677][hyperopt.tpe][INFO] - TPE using 273/273 trials with best loss 0.303341
[2024-01-01 15:45:59,723][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 15:45:59,723][hyperopt.tpe][INFO] - TPE using 274/274 trials with best loss 0.303341
[2024-01-01 15:45:59,769][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 15:45:59,769][hyperopt.tpe][INFO] - TPE using 275/275 trials with best loss 0.303341
[2024-01-01 15:45:59,816][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000584 seconds
[2024-01-01 15:45:59,816][hyperopt.tpe][INFO] - TPE using 276/276 trials with best loss 0.303341
[2024-01-01 15:45:59,862][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 15:45:59,863][hyperopt.tpe][INFO] - TPE using 277/277 trials with best loss 0.303341
[2024-01-01 15:45:59,909][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000556 seconds
[2024-01-01 15:45:59,909][hyperopt.tpe][INFO] - TPE using 278/278 trials with best loss 0.303341
[2024-01-01 15:45:59,955][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 15:45:59,956][hyperopt.tpe][INFO] - TPE using 279/279 trials with best loss 0.303341
[2024-01-01 15:46:00,002][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000580 seconds
[2024-01-01 15:46:00,002][hyperopt.tpe][INFO] - TPE using 280/280 trials with best loss 0.303341
[2024-01-01 15:46:00,048][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 15:46:00,049][hyperopt.tpe][INFO] - TPE using 281/281 trials with best loss 0.303341
[2024-01-01 15:46:00,095][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:46:00,095][hyperopt.tpe][INFO] - TPE using 282/282 trials with best loss 0.303341
[2024-01-01 15:46:00,141][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 15:46:00,142][hyperopt.tpe][INFO] - TPE using 283/283 trials with best loss 0.303341
[2024-01-01 15:46:00,188][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:46:00,188][hyperopt.tpe][INFO] - TPE using 284/284 trials with best loss 0.303341
[2024-01-01 15:46:00,234][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 15:46:00,235][hyperopt.tpe][INFO] - TPE using 285/285 trials with best loss 0.303341
[2024-01-01 15:46:00,281][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:46:00,281][hyperopt.tpe][INFO] - TPE using 286/286 trials with best loss 0.303341
[2024-01-01 15:46:00,328][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000558 seconds
[2024-01-01 15:46:00,328][hyperopt.tpe][INFO] - TPE using 287/287 trials with best loss 0.303341
[2024-01-01 15:46:00,376][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 15:46:00,377][hyperopt.tpe][INFO] - TPE using 288/288 trials with best loss 0.303341
[2024-01-01 15:46:00,424][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-01-01 15:46:00,425][hyperopt.tpe][INFO] - TPE using 289/289 trials with best loss 0.303341
[2024-01-01 15:46:00,473][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 15:46:00,474][hyperopt.tpe][INFO] - TPE using 290/290 trials with best loss 0.303341
[2024-01-01 15:46:00,521][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 15:46:00,521][hyperopt.tpe][INFO] - TPE using 291/291 trials with best loss 0.303341
[2024-01-01 15:46:00,567][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 15:46:00,568][hyperopt.tpe][INFO] - TPE using 292/292 trials with best loss 0.303341
[2024-01-01 15:46:00,614][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 15:46:00,615][hyperopt.tpe][INFO] - TPE using 293/293 trials with best loss 0.303341
[2024-01-01 15:46:00,663][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 15:46:00,663][hyperopt.tpe][INFO] - TPE using 294/294 trials with best loss 0.303341
[2024-01-01 15:46:00,710][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 15:46:00,710][hyperopt.tpe][INFO] - TPE using 295/295 trials with best loss 0.303341
[2024-01-01 15:46:00,756][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 15:46:00,757][hyperopt.tpe][INFO] - TPE using 296/296 trials with best loss 0.303341
[2024-01-01 15:46:00,803][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 15:46:00,804][hyperopt.tpe][INFO] - TPE using 297/297 trials with best loss 0.303341
[2024-01-01 15:46:00,850][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 15:46:00,850][hyperopt.tpe][INFO] - TPE using 298/298 trials with best loss 0.303341
[2024-01-01 15:46:00,897][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 15:46:00,897][hyperopt.tpe][INFO] - TPE using 299/299 trials with best loss 0.303341
[2024-01-01 15:46:00,943][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 15:46:00,944][hyperopt.tpe][INFO] - TPE using 300/300 trials with best loss 0.303341
[2024-01-01 15:46:00,990][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 15:46:00,990][hyperopt.tpe][INFO] - TPE using 301/301 trials with best loss 0.303341
[2024-01-01 15:46:01,036][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 15:46:01,037][hyperopt.tpe][INFO] - TPE using 302/302 trials with best loss 0.303341
[2024-01-01 15:46:01,083][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000559 seconds
[2024-01-01 15:46:01,084][hyperopt.tpe][INFO] - TPE using 303/303 trials with best loss 0.303341
[2024-01-01 15:46:01,130][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000579 seconds
[2024-01-01 15:46:01,130][hyperopt.tpe][INFO] - TPE using 304/304 trials with best loss 0.303341
[2024-01-01 15:46:01,176][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 15:46:01,177][hyperopt.tpe][INFO] - TPE using 305/305 trials with best loss 0.303341
[2024-01-01 15:46:01,223][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000557 seconds
[2024-01-01 15:46:01,224][hyperopt.tpe][INFO] - TPE using 306/306 trials with best loss 0.303341
[2024-01-01 15:46:01,270][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 15:46:01,270][hyperopt.tpe][INFO] - TPE using 307/307 trials with best loss 0.303341
[2024-01-01 15:46:01,317][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 15:46:01,317][hyperopt.tpe][INFO] - TPE using 308/308 trials with best loss 0.303341
[2024-01-01 15:46:01,363][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:46:01,364][hyperopt.tpe][INFO] - TPE using 309/309 trials with best loss 0.303341
[2024-01-01 15:46:01,410][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000582 seconds
[2024-01-01 15:46:01,411][hyperopt.tpe][INFO] - TPE using 310/310 trials with best loss 0.303341
[2024-01-01 15:46:01,457][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 15:46:01,457][hyperopt.tpe][INFO] - TPE using 311/311 trials with best loss 0.303341
[2024-01-01 15:46:01,512][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:46:01,512][hyperopt.tpe][INFO] - TPE using 312/312 trials with best loss 0.303341
[2024-01-01 15:46:01,564][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000559 seconds
[2024-01-01 15:46:01,564][hyperopt.tpe][INFO] - TPE using 313/313 trials with best loss 0.303341
[2024-01-01 15:46:01,614][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 15:46:01,614][hyperopt.tpe][INFO] - TPE using 314/314 trials with best loss 0.303341
[2024-01-01 15:46:01,663][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 15:46:01,664][hyperopt.tpe][INFO] - TPE using 315/315 trials with best loss 0.303341
[2024-01-01 15:46:01,715][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 15:46:01,715][hyperopt.tpe][INFO] - TPE using 316/316 trials with best loss 0.303341
[2024-01-01 15:46:01,764][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 15:46:01,764][hyperopt.tpe][INFO] - TPE using 317/317 trials with best loss 0.303341
[2024-01-01 15:46:01,811][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000558 seconds
[2024-01-01 15:46:01,811][hyperopt.tpe][INFO] - TPE using 318/318 trials with best loss 0.303341
[2024-01-01 15:46:01,859][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 15:46:01,859][hyperopt.tpe][INFO] - TPE using 319/319 trials with best loss 0.303341
[2024-01-01 15:46:01,906][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 15:46:01,906][hyperopt.tpe][INFO] - TPE using 320/320 trials with best loss 0.303341
[2024-01-01 15:46:01,962][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 15:46:01,963][hyperopt.tpe][INFO] - TPE using 321/321 trials with best loss 0.303341
[2024-01-01 15:46:02,014][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-01-01 15:46:02,015][hyperopt.tpe][INFO] - TPE using 322/322 trials with best loss 0.303341
[2024-01-01 15:46:02,068][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 15:46:02,068][hyperopt.tpe][INFO] - TPE using 323/323 trials with best loss 0.303341
[2024-01-01 15:46:02,115][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000582 seconds
[2024-01-01 15:46:02,115][hyperopt.tpe][INFO] - TPE using 324/324 trials with best loss 0.303341
[2024-01-01 15:46:02,166][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:46:02,166][hyperopt.tpe][INFO] - TPE using 325/325 trials with best loss 0.303341
[2024-01-01 15:46:02,223][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 15:46:02,224][hyperopt.tpe][INFO] - TPE using 326/326 trials with best loss 0.303341
[2024-01-01 15:46:02,282][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 15:46:02,283][hyperopt.tpe][INFO] - TPE using 327/327 trials with best loss 0.303341
[2024-01-01 15:46:02,334][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 15:46:02,335][hyperopt.tpe][INFO] - TPE using 328/328 trials with best loss 0.303341
[2024-01-01 15:46:02,388][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 15:46:02,389][hyperopt.tpe][INFO] - TPE using 329/329 trials with best loss 0.303341
[2024-01-01 15:46:02,435][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 15:46:02,435][hyperopt.tpe][INFO] - TPE using 330/330 trials with best loss 0.303341
[2024-01-01 15:46:02,484][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000565 seconds
[2024-01-01 15:46:02,484][hyperopt.tpe][INFO] - TPE using 331/331 trials with best loss 0.303341
[2024-01-01 15:46:02,541][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 15:46:02,541][hyperopt.tpe][INFO] - TPE using 332/332 trials with best loss 0.303341
[2024-01-01 15:46:02,591][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 15:46:02,592][hyperopt.tpe][INFO] - TPE using 333/333 trials with best loss 0.303341
[2024-01-01 15:46:02,638][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 15:46:02,639][hyperopt.tpe][INFO] - TPE using 334/334 trials with best loss 0.303341
[2024-01-01 15:46:02,685][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 15:46:02,686][hyperopt.tpe][INFO] - TPE using 335/335 trials with best loss 0.303341
[2024-01-01 15:46:02,732][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:46:02,733][hyperopt.tpe][INFO] - TPE using 336/336 trials with best loss 0.303341
[2024-01-01 15:46:02,779][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-01-01 15:46:02,780][hyperopt.tpe][INFO] - TPE using 337/337 trials with best loss 0.303341
[2024-01-01 15:46:02,826][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 15:46:02,827][hyperopt.tpe][INFO] - TPE using 338/338 trials with best loss 0.303341
[2024-01-01 15:46:02,874][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-01-01 15:46:02,874][hyperopt.tpe][INFO] - TPE using 339/339 trials with best loss 0.303341
[2024-01-01 15:46:02,922][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000589 seconds
[2024-01-01 15:46:02,922][hyperopt.tpe][INFO] - TPE using 340/340 trials with best loss 0.303341
[2024-01-01 15:46:02,969][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 15:46:02,970][hyperopt.tpe][INFO] - TPE using 341/341 trials with best loss 0.303341
[2024-01-01 15:46:03,017][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 15:46:03,017][hyperopt.tpe][INFO] - TPE using 342/342 trials with best loss 0.303341
[2024-01-01 15:46:03,065][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 15:46:03,065][hyperopt.tpe][INFO] - TPE using 343/343 trials with best loss 0.303341
[2024-01-01 15:46:03,112][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 15:46:03,113][hyperopt.tpe][INFO] - TPE using 344/344 trials with best loss 0.303341
[2024-01-01 15:46:03,160][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 15:46:03,160][hyperopt.tpe][INFO] - TPE using 345/345 trials with best loss 0.303341
[2024-01-01 15:46:03,207][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 15:46:03,208][hyperopt.tpe][INFO] - TPE using 346/346 trials with best loss 0.303341
[2024-01-01 15:46:03,255][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 15:46:03,255][hyperopt.tpe][INFO] - TPE using 347/347 trials with best loss 0.303341
[2024-01-01 15:46:03,304][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 15:46:03,304][hyperopt.tpe][INFO] - TPE using 348/348 trials with best loss 0.303341
[2024-01-01 15:46:03,351][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 15:46:03,352][hyperopt.tpe][INFO] - TPE using 349/349 trials with best loss 0.303341
[2024-01-01 15:46:03,399][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 15:46:03,400][hyperopt.tpe][INFO] - TPE using 350/350 trials with best loss 0.303341
[2024-01-01 15:46:03,449][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 15:46:03,450][hyperopt.tpe][INFO] - TPE using 351/351 trials with best loss 0.303341
[2024-01-01 15:46:03,500][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 15:46:03,501][hyperopt.tpe][INFO] - TPE using 352/352 trials with best loss 0.303341
[2024-01-01 15:46:03,547][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 15:46:03,548][hyperopt.tpe][INFO] - TPE using 353/353 trials with best loss 0.303341
[2024-01-01 15:46:03,606][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000579 seconds
[2024-01-01 15:46:03,606][hyperopt.tpe][INFO] - TPE using 354/354 trials with best loss 0.303341
[2024-01-01 15:46:03,661][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 15:46:03,661][hyperopt.tpe][INFO] - TPE using 355/355 trials with best loss 0.303341
[2024-01-01 15:46:03,708][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 15:46:03,708][hyperopt.tpe][INFO] - TPE using 356/356 trials with best loss 0.303341
[2024-01-01 15:46:03,755][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 15:46:03,756][hyperopt.tpe][INFO] - TPE using 357/357 trials with best loss 0.303341
[2024-01-01 15:46:03,803][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 15:46:03,803][hyperopt.tpe][INFO] - TPE using 358/358 trials with best loss 0.303341
[2024-01-01 15:46:03,850][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 15:46:03,850][hyperopt.tpe][INFO] - TPE using 359/359 trials with best loss 0.303341
[2024-01-01 15:46:03,898][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 15:46:03,898][hyperopt.tpe][INFO] - TPE using 360/360 trials with best loss 0.303341
[2024-01-01 15:46:03,945][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000585 seconds
[2024-01-01 15:46:03,945][hyperopt.tpe][INFO] - TPE using 361/361 trials with best loss 0.303341
[2024-01-01 15:46:03,992][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 15:46:03,992][hyperopt.tpe][INFO] - TPE using 362/362 trials with best loss 0.303341
[2024-01-01 15:46:04,039][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000558 seconds
[2024-01-01 15:46:04,040][hyperopt.tpe][INFO] - TPE using 363/363 trials with best loss 0.303341
[2024-01-01 15:46:04,086][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000585 seconds
[2024-01-01 15:46:04,087][hyperopt.tpe][INFO] - TPE using 364/364 trials with best loss 0.303341
[2024-01-01 15:46:04,134][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 15:46:04,134][hyperopt.tpe][INFO] - TPE using 365/365 trials with best loss 0.303341
[2024-01-01 15:46:04,181][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 15:46:04,181][hyperopt.tpe][INFO] - TPE using 366/366 trials with best loss 0.303341
[2024-01-01 15:46:04,228][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 15:46:04,228][hyperopt.tpe][INFO] - TPE using 367/367 trials with best loss 0.303341
[2024-01-01 15:46:04,275][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000580 seconds
[2024-01-01 15:46:04,275][hyperopt.tpe][INFO] - TPE using 368/368 trials with best loss 0.303341
[2024-01-01 15:46:04,322][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000579 seconds
[2024-01-01 15:46:04,322][hyperopt.tpe][INFO] - TPE using 369/369 trials with best loss 0.303341
[2024-01-01 15:46:04,369][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000565 seconds
[2024-01-01 15:46:04,370][hyperopt.tpe][INFO] - TPE using 370/370 trials with best loss 0.303341
[2024-01-01 15:46:04,416][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 15:46:04,417][hyperopt.tpe][INFO] - TPE using 371/371 trials with best loss 0.303341
[2024-01-01 15:46:04,464][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000584 seconds
[2024-01-01 15:46:04,464][hyperopt.tpe][INFO] - TPE using 372/372 trials with best loss 0.303341
[2024-01-01 15:46:04,511][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 15:46:04,511][hyperopt.tpe][INFO] - TPE using 373/373 trials with best loss 0.303341
[2024-01-01 15:46:04,558][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 15:46:04,558][hyperopt.tpe][INFO] - TPE using 374/374 trials with best loss 0.303341
[2024-01-01 15:46:04,605][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 15:46:04,605][hyperopt.tpe][INFO] - TPE using 375/375 trials with best loss 0.303341
[2024-01-01 15:46:04,654][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 15:46:04,654][hyperopt.tpe][INFO] - TPE using 376/376 trials with best loss 0.303341
