[2024-01-23 11:00:14,656][root][INFO] - Experiment name: xgb_regression_da_and_d1_hyperopt_tune_with_elastic_net
[2024-01-23 11:00:45,593][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002228 seconds
[2024-01-23 11:00:45,594][hyperopt.tpe][INFO] - TPE using 253/253 trials with best loss 0.263824
[2024-01-23 11:00:45,716][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002264 seconds
[2024-01-23 11:00:45,717][hyperopt.tpe][INFO] - TPE using 254/254 trials with best loss 0.263824
[2024-01-23 11:00:45,839][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002241 seconds
[2024-01-23 11:00:45,839][hyperopt.tpe][INFO] - TPE using 255/255 trials with best loss 0.263824
[2024-01-23 11:00:45,962][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002231 seconds
[2024-01-23 11:00:45,962][hyperopt.tpe][INFO] - TPE using 256/256 trials with best loss 0.263824
[2024-01-23 11:00:46,085][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002258 seconds
[2024-01-23 11:00:46,085][hyperopt.tpe][INFO] - TPE using 257/257 trials with best loss 0.263824
[2024-01-23 11:00:46,207][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002166 seconds
[2024-01-23 11:00:46,207][hyperopt.tpe][INFO] - TPE using 258/258 trials with best loss 0.263824
[2024-01-23 11:00:46,330][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002256 seconds
[2024-01-23 11:00:46,331][hyperopt.tpe][INFO] - TPE using 259/259 trials with best loss 0.263824
[2024-01-23 11:00:46,455][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002243 seconds
[2024-01-23 11:00:46,455][hyperopt.tpe][INFO] - TPE using 260/260 trials with best loss 0.263824
[2024-01-23 11:00:46,580][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002292 seconds
[2024-01-23 11:00:46,580][hyperopt.tpe][INFO] - TPE using 261/261 trials with best loss 0.263824
[2024-01-23 11:00:46,704][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002300 seconds
[2024-01-23 11:00:46,704][hyperopt.tpe][INFO] - TPE using 262/262 trials with best loss 0.263824
[2024-01-23 11:00:46,802][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002273 seconds
[2024-01-23 11:00:46,802][hyperopt.tpe][INFO] - TPE using 263/263 trials with best loss 0.263824
[2024-01-23 11:00:46,899][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002249 seconds
[2024-01-23 11:00:46,900][hyperopt.tpe][INFO] - TPE using 264/264 trials with best loss 0.263824
[2024-01-23 11:00:47,000][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002470 seconds
[2024-01-23 11:00:47,001][hyperopt.tpe][INFO] - TPE using 265/265 trials with best loss 0.263824
[2024-01-23 11:00:47,098][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002241 seconds
[2024-01-23 11:00:47,098][hyperopt.tpe][INFO] - TPE using 266/266 trials with best loss 0.263824
[2024-01-23 11:00:47,196][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002312 seconds
[2024-01-23 11:00:47,196][hyperopt.tpe][INFO] - TPE using 267/267 trials with best loss 0.263824
[2024-01-23 11:00:47,294][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002245 seconds
[2024-01-23 11:00:47,295][hyperopt.tpe][INFO] - TPE using 268/268 trials with best loss 0.263824
[2024-01-23 11:00:47,391][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002234 seconds
[2024-01-23 11:00:47,391][hyperopt.tpe][INFO] - TPE using 269/269 trials with best loss 0.263824
[2024-01-23 11:00:47,490][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002248 seconds
[2024-01-23 11:00:47,490][hyperopt.tpe][INFO] - TPE using 270/270 trials with best loss 0.263824
[2024-01-23 11:00:47,588][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002235 seconds
[2024-01-23 11:00:47,588][hyperopt.tpe][INFO] - TPE using 271/271 trials with best loss 0.263824
[2024-01-23 11:00:47,686][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002235 seconds
[2024-01-23 11:00:47,687][hyperopt.tpe][INFO] - TPE using 272/272 trials with best loss 0.263824
[2024-01-23 11:00:47,786][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002259 seconds
[2024-01-23 11:00:47,786][hyperopt.tpe][INFO] - TPE using 273/273 trials with best loss 0.263824
[2024-01-23 11:00:47,884][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002245 seconds
[2024-01-23 11:00:47,885][hyperopt.tpe][INFO] - TPE using 274/274 trials with best loss 0.263824
[2024-01-23 11:00:47,983][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002241 seconds
[2024-01-23 11:00:47,984][hyperopt.tpe][INFO] - TPE using 275/275 trials with best loss 0.263824
[2024-01-23 11:00:48,120][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002239 seconds
[2024-01-23 11:00:48,120][hyperopt.tpe][INFO] - TPE using 276/276 trials with best loss 0.263824
[2024-01-23 11:00:48,254][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002173 seconds
[2024-01-23 11:00:48,254][hyperopt.tpe][INFO] - TPE using 277/277 trials with best loss 0.263824
[2024-01-23 11:00:48,387][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002152 seconds
[2024-01-23 11:00:48,387][hyperopt.tpe][INFO] - TPE using 278/278 trials with best loss 0.263824
[2024-01-23 11:00:48,520][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002147 seconds
[2024-01-23 11:00:48,520][hyperopt.tpe][INFO] - TPE using 279/279 trials with best loss 0.263824
[2024-01-23 11:00:48,653][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002118 seconds
[2024-01-23 11:00:48,653][hyperopt.tpe][INFO] - TPE using 280/280 trials with best loss 0.263824
[2024-01-23 11:00:48,799][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002255 seconds
[2024-01-23 11:00:48,799][hyperopt.tpe][INFO] - TPE using 281/281 trials with best loss 0.263824
[2024-01-23 11:00:48,950][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002260 seconds
[2024-01-23 11:00:48,950][hyperopt.tpe][INFO] - TPE using 282/282 trials with best loss 0.263824
[2024-01-23 11:00:49,099][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002267 seconds
[2024-01-23 11:00:49,100][hyperopt.tpe][INFO] - TPE using 283/283 trials with best loss 0.263824
[2024-01-23 11:00:49,225][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002333 seconds
[2024-01-23 11:00:49,225][hyperopt.tpe][INFO] - TPE using 284/284 trials with best loss 0.263824
[2024-01-23 11:00:49,351][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002248 seconds
[2024-01-23 11:00:49,351][hyperopt.tpe][INFO] - TPE using 285/285 trials with best loss 0.263824
[2024-01-23 11:00:49,477][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002271 seconds
[2024-01-23 11:00:49,478][hyperopt.tpe][INFO] - TPE using 286/286 trials with best loss 0.263824
[2024-01-23 11:00:49,605][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002285 seconds
[2024-01-23 11:00:49,605][hyperopt.tpe][INFO] - TPE using 287/287 trials with best loss 0.263824
[2024-01-23 11:00:49,734][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002254 seconds
[2024-01-23 11:00:49,735][hyperopt.tpe][INFO] - TPE using 288/288 trials with best loss 0.263824
[2024-01-23 11:00:49,833][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002230 seconds
[2024-01-23 11:00:49,833][hyperopt.tpe][INFO] - TPE using 289/289 trials with best loss 0.263824
[2024-01-23 11:00:49,932][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002252 seconds
[2024-01-23 11:00:49,932][hyperopt.tpe][INFO] - TPE using 290/290 trials with best loss 0.263824
[2024-01-23 11:00:50,031][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002270 seconds
[2024-01-23 11:00:50,032][hyperopt.tpe][INFO] - TPE using 291/291 trials with best loss 0.263824
[2024-01-23 11:00:50,197][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002266 seconds
[2024-01-23 11:00:50,197][hyperopt.tpe][INFO] - TPE using 292/292 trials with best loss 0.263824
[2024-01-23 11:00:50,373][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002262 seconds
[2024-01-23 11:00:50,374][hyperopt.tpe][INFO] - TPE using 293/293 trials with best loss 0.263824
[2024-01-23 11:00:50,541][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002250 seconds
[2024-01-23 11:00:50,542][hyperopt.tpe][INFO] - TPE using 294/294 trials with best loss 0.263824
[2024-01-23 11:00:50,634][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002350 seconds
[2024-01-23 11:00:50,635][hyperopt.tpe][INFO] - TPE using 295/295 trials with best loss 0.263824
[2024-01-23 11:00:50,715][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002250 seconds
[2024-01-23 11:00:50,715][hyperopt.tpe][INFO] - TPE using 296/296 trials with best loss 0.263824
[2024-01-23 11:00:50,796][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002257 seconds
[2024-01-23 11:00:50,796][hyperopt.tpe][INFO] - TPE using 297/297 trials with best loss 0.263824
[2024-01-23 11:00:50,876][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002359 seconds
[2024-01-23 11:00:50,877][hyperopt.tpe][INFO] - TPE using 298/298 trials with best loss 0.263824
[2024-01-23 11:00:50,973][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002243 seconds
[2024-01-23 11:00:50,973][hyperopt.tpe][INFO] - TPE using 299/299 trials with best loss 0.263824
[2024-01-23 11:00:51,057][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002257 seconds
[2024-01-23 11:00:51,057][hyperopt.tpe][INFO] - TPE using 300/300 trials with best loss 0.263824
[2024-01-23 11:00:51,143][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002270 seconds
[2024-01-23 11:00:51,143][hyperopt.tpe][INFO] - TPE using 301/301 trials with best loss 0.263824
[2024-01-23 11:00:51,225][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002262 seconds
[2024-01-23 11:00:51,225][hyperopt.tpe][INFO] - TPE using 302/302 trials with best loss 0.263824
[2024-01-23 11:00:51,317][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002276 seconds
[2024-01-23 11:00:51,318][hyperopt.tpe][INFO] - TPE using 303/303 trials with best loss 0.263824
[2024-01-23 11:00:51,403][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002274 seconds
[2024-01-23 11:00:51,403][hyperopt.tpe][INFO] - TPE using 304/304 trials with best loss 0.263824
[2024-01-23 11:00:51,497][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002324 seconds
[2024-01-23 11:00:51,497][hyperopt.tpe][INFO] - TPE using 305/305 trials with best loss 0.263824
[2024-01-23 11:00:51,590][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002238 seconds
[2024-01-23 11:00:51,590][hyperopt.tpe][INFO] - TPE using 306/306 trials with best loss 0.263824
[2024-01-23 11:00:51,683][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002251 seconds
[2024-01-23 11:00:51,683][hyperopt.tpe][INFO] - TPE using 307/307 trials with best loss 0.263824
[2024-01-23 11:00:51,785][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002240 seconds
[2024-01-23 11:00:51,785][hyperopt.tpe][INFO] - TPE using 308/308 trials with best loss 0.263824
[2024-01-23 11:00:51,887][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002264 seconds
[2024-01-23 11:00:51,888][hyperopt.tpe][INFO] - TPE using 309/309 trials with best loss 0.263824
[2024-01-23 11:00:51,983][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002267 seconds
[2024-01-23 11:00:51,983][hyperopt.tpe][INFO] - TPE using 310/310 trials with best loss 0.263824
[2024-01-23 11:00:52,077][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002250 seconds
[2024-01-23 11:00:52,077][hyperopt.tpe][INFO] - TPE using 311/311 trials with best loss 0.263824
[2024-01-23 11:00:52,151][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002244 seconds
[2024-01-23 11:00:52,151][hyperopt.tpe][INFO] - TPE using 312/312 trials with best loss 0.263824
[2024-01-23 11:00:52,225][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002248 seconds
[2024-01-23 11:00:52,225][hyperopt.tpe][INFO] - TPE using 313/313 trials with best loss 0.263824
[2024-01-23 11:00:52,277][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002244 seconds
[2024-01-23 11:00:52,278][hyperopt.tpe][INFO] - TPE using 314/314 trials with best loss 0.263824
[2024-01-23 11:00:52,330][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002271 seconds
[2024-01-23 11:00:52,330][hyperopt.tpe][INFO] - TPE using 315/315 trials with best loss 0.263824
[2024-01-23 11:00:52,383][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002338 seconds
[2024-01-23 11:00:52,383][hyperopt.tpe][INFO] - TPE using 316/316 trials with best loss 0.263824
[2024-01-23 11:00:52,436][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002254 seconds
[2024-01-23 11:00:52,436][hyperopt.tpe][INFO] - TPE using 317/317 trials with best loss 0.263824
[2024-01-23 11:00:52,490][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002256 seconds
[2024-01-23 11:00:52,490][hyperopt.tpe][INFO] - TPE using 318/318 trials with best loss 0.263824
[2024-01-23 11:00:52,543][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002251 seconds
[2024-01-23 11:00:52,543][hyperopt.tpe][INFO] - TPE using 319/319 trials with best loss 0.263824
[2024-01-23 11:00:52,596][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002252 seconds
[2024-01-23 11:00:52,596][hyperopt.tpe][INFO] - TPE using 320/320 trials with best loss 0.263824
[2024-01-23 11:00:52,648][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002254 seconds
[2024-01-23 11:00:52,648][hyperopt.tpe][INFO] - TPE using 321/321 trials with best loss 0.263824
[2024-01-23 11:00:52,706][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002337 seconds
[2024-01-23 11:00:52,706][hyperopt.tpe][INFO] - TPE using 322/322 trials with best loss 0.263824
[2024-01-23 11:00:52,764][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002230 seconds
[2024-01-23 11:00:52,764][hyperopt.tpe][INFO] - TPE using 323/323 trials with best loss 0.263824
[2024-01-23 11:00:52,822][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002249 seconds
[2024-01-23 11:00:52,823][hyperopt.tpe][INFO] - TPE using 324/324 trials with best loss 0.263824
[2024-01-23 11:00:52,880][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002237 seconds
[2024-01-23 11:00:52,881][hyperopt.tpe][INFO] - TPE using 325/325 trials with best loss 0.263824
[2024-01-23 11:00:53,049][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002313 seconds
[2024-01-23 11:00:53,049][hyperopt.tpe][INFO] - TPE using 326/326 trials with best loss 0.263824
[2024-01-23 11:00:53,264][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002253 seconds
[2024-01-23 11:00:53,265][hyperopt.tpe][INFO] - TPE using 327/327 trials with best loss 0.263824
[2024-01-23 11:00:53,475][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002271 seconds
[2024-01-23 11:00:53,476][hyperopt.tpe][INFO] - TPE using 328/328 trials with best loss 0.263824
[2024-01-23 11:00:53,614][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002244 seconds
[2024-01-23 11:00:53,614][hyperopt.tpe][INFO] - TPE using 329/329 trials with best loss 0.263824
[2024-01-23 11:00:53,753][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002247 seconds
[2024-01-23 11:00:53,753][hyperopt.tpe][INFO] - TPE using 330/330 trials with best loss 0.263824
[2024-01-23 11:00:53,891][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002256 seconds
[2024-01-23 11:00:53,891][hyperopt.tpe][INFO] - TPE using 331/331 trials with best loss 0.263824
[2024-01-23 11:00:54,029][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002257 seconds
[2024-01-23 11:00:54,030][hyperopt.tpe][INFO] - TPE using 332/332 trials with best loss 0.263824
[2024-01-23 11:00:54,167][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002273 seconds
[2024-01-23 11:00:54,168][hyperopt.tpe][INFO] - TPE using 333/333 trials with best loss 0.263824
[2024-01-23 11:00:54,307][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002275 seconds
[2024-01-23 11:00:54,308][hyperopt.tpe][INFO] - TPE using 334/334 trials with best loss 0.263824
[2024-01-23 11:00:54,447][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002249 seconds
[2024-01-23 11:00:54,447][hyperopt.tpe][INFO] - TPE using 335/335 trials with best loss 0.263824
[2024-01-23 11:00:54,586][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002242 seconds
[2024-01-23 11:00:54,587][hyperopt.tpe][INFO] - TPE using 336/336 trials with best loss 0.263824
[2024-01-23 11:00:54,638][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002242 seconds
[2024-01-23 11:00:54,639][hyperopt.tpe][INFO] - TPE using 337/337 trials with best loss 0.263824
[2024-01-23 11:00:54,691][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002238 seconds
[2024-01-23 11:00:54,691][hyperopt.tpe][INFO] - TPE using 338/338 trials with best loss 0.263824
[2024-01-23 11:00:54,744][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002264 seconds
[2024-01-23 11:00:54,744][hyperopt.tpe][INFO] - TPE using 339/339 trials with best loss 0.263824
[2024-01-23 11:00:54,872][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002296 seconds
[2024-01-23 11:00:54,872][hyperopt.tpe][INFO] - TPE using 340/340 trials with best loss 0.263824
[2024-01-23 11:00:54,999][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002250 seconds
[2024-01-23 11:00:54,999][hyperopt.tpe][INFO] - TPE using 341/341 trials with best loss 0.263824
[2024-01-23 11:00:55,125][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002246 seconds
[2024-01-23 11:00:55,126][hyperopt.tpe][INFO] - TPE using 342/342 trials with best loss 0.263824
[2024-01-23 11:00:55,252][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002249 seconds
[2024-01-23 11:00:55,252][hyperopt.tpe][INFO] - TPE using 343/343 trials with best loss 0.263824
[2024-01-23 11:00:55,377][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002260 seconds
[2024-01-23 11:00:55,378][hyperopt.tpe][INFO] - TPE using 344/344 trials with best loss 0.263824
[2024-01-23 11:00:55,504][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002296 seconds
[2024-01-23 11:00:55,504][hyperopt.tpe][INFO] - TPE using 345/345 trials with best loss 0.263824
[2024-01-23 11:00:55,628][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002256 seconds
[2024-01-23 11:00:55,629][hyperopt.tpe][INFO] - TPE using 346/346 trials with best loss 0.263824
[2024-01-23 11:00:55,751][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002188 seconds
[2024-01-23 11:00:55,752][hyperopt.tpe][INFO] - TPE using 347/347 trials with best loss 0.263824
[2024-01-23 11:00:55,875][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002225 seconds
[2024-01-23 11:00:55,875][hyperopt.tpe][INFO] - TPE using 348/348 trials with best loss 0.263824
[2024-01-23 11:00:55,961][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002250 seconds
[2024-01-23 11:00:55,961][hyperopt.tpe][INFO] - TPE using 349/349 trials with best loss 0.263824
[2024-01-23 11:00:56,094][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002200 seconds
[2024-01-23 11:00:56,094][hyperopt.tpe][INFO] - TPE using 350/350 trials with best loss 0.263824
[2024-01-23 11:00:56,181][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002237 seconds
[2024-01-23 11:00:56,182][hyperopt.tpe][INFO] - TPE using 351/351 trials with best loss 0.263824
[2024-01-23 11:00:56,266][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002163 seconds
[2024-01-23 11:00:56,266][hyperopt.tpe][INFO] - TPE using 352/352 trials with best loss 0.263824
[2024-01-23 11:00:56,357][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002241 seconds
[2024-01-23 11:00:56,358][hyperopt.tpe][INFO] - TPE using 353/353 trials with best loss 0.263824
[2024-01-23 11:00:56,449][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002162 seconds
[2024-01-23 11:00:56,449][hyperopt.tpe][INFO] - TPE using 354/354 trials with best loss 0.263824
[2024-01-23 11:00:56,539][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002246 seconds
[2024-01-23 11:00:56,540][hyperopt.tpe][INFO] - TPE using 355/355 trials with best loss 0.263824
[2024-01-23 11:00:56,601][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002156 seconds
[2024-01-23 11:00:56,601][hyperopt.tpe][INFO] - TPE using 356/356 trials with best loss 0.263824
[2024-01-23 11:00:56,659][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002251 seconds
[2024-01-23 11:00:56,660][hyperopt.tpe][INFO] - TPE using 357/357 trials with best loss 0.263824
[2024-01-23 11:00:56,717][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002155 seconds
[2024-01-23 11:00:56,717][hyperopt.tpe][INFO] - TPE using 358/358 trials with best loss 0.263824
[2024-01-23 11:00:56,771][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002130 seconds
[2024-01-23 11:00:56,772][hyperopt.tpe][INFO] - TPE using 359/359 trials with best loss 0.263824
[2024-01-23 11:00:56,828][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002249 seconds
[2024-01-23 11:00:56,829][hyperopt.tpe][INFO] - TPE using 360/360 trials with best loss 0.263824
[2024-01-23 11:00:56,883][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002149 seconds
[2024-01-23 11:00:56,884][hyperopt.tpe][INFO] - TPE using 361/361 trials with best loss 0.263824
[2024-01-23 11:00:56,938][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002135 seconds
[2024-01-23 11:00:56,939][hyperopt.tpe][INFO] - TPE using 362/362 trials with best loss 0.263824
[2024-01-23 11:00:56,993][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002357 seconds
[2024-01-23 11:00:56,993][hyperopt.tpe][INFO] - TPE using 363/363 trials with best loss 0.263824
[2024-01-23 11:00:57,048][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002164 seconds
[2024-01-23 11:00:57,048][hyperopt.tpe][INFO] - TPE using 364/364 trials with best loss 0.263824
[2024-01-23 11:00:57,106][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002155 seconds
[2024-01-23 11:00:57,107][hyperopt.tpe][INFO] - TPE using 365/365 trials with best loss 0.263824
[2024-01-23 11:00:57,165][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002264 seconds
[2024-01-23 11:00:57,166][hyperopt.tpe][INFO] - TPE using 366/366 trials with best loss 0.263824
[2024-01-23 11:00:57,339][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002277 seconds
[2024-01-23 11:00:57,339][hyperopt.tpe][INFO] - TPE using 367/367 trials with best loss 0.263824
[2024-01-23 11:00:57,512][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002308 seconds
[2024-01-23 11:00:57,513][hyperopt.tpe][INFO] - TPE using 368/368 trials with best loss 0.263824
[2024-01-23 11:00:57,769][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.057913 seconds
[2024-01-23 11:00:57,769][hyperopt.tpe][INFO] - TPE using 369/369 trials with best loss 0.263824
[2024-01-23 11:00:57,973][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002252 seconds
[2024-01-23 11:00:57,974][hyperopt.tpe][INFO] - TPE using 370/370 trials with best loss 0.263824
[2024-01-23 11:00:58,133][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002256 seconds
[2024-01-23 11:00:58,133][hyperopt.tpe][INFO] - TPE using 371/371 trials with best loss 0.263824
[2024-01-23 11:00:58,287][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002261 seconds
[2024-01-23 11:00:58,287][hyperopt.tpe][INFO] - TPE using 372/372 trials with best loss 0.263824
[2024-01-23 11:00:58,440][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002281 seconds
[2024-01-23 11:00:58,441][hyperopt.tpe][INFO] - TPE using 373/373 trials with best loss 0.263824
[2024-01-23 11:00:58,594][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002260 seconds
[2024-01-23 11:00:58,595][hyperopt.tpe][INFO] - TPE using 374/374 trials with best loss 0.263824
[2024-01-23 11:00:58,712][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002280 seconds
[2024-01-23 11:00:58,712][hyperopt.tpe][INFO] - TPE using 375/375 trials with best loss 0.263824
[2024-01-23 11:00:58,828][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002247 seconds
[2024-01-23 11:00:58,828][hyperopt.tpe][INFO] - TPE using 376/376 trials with best loss 0.263824
[2024-01-23 11:00:58,954][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002260 seconds
[2024-01-23 11:00:58,954][hyperopt.tpe][INFO] - TPE using 377/377 trials with best loss 0.263824
[2024-01-23 11:00:59,080][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002277 seconds
[2024-01-23 11:00:59,080][hyperopt.tpe][INFO] - TPE using 378/378 trials with best loss 0.263824
[2024-01-23 11:00:59,206][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002284 seconds
[2024-01-23 11:00:59,206][hyperopt.tpe][INFO] - TPE using 379/379 trials with best loss 0.263824
[2024-01-23 11:00:59,332][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002283 seconds
[2024-01-23 11:00:59,332][hyperopt.tpe][INFO] - TPE using 380/380 trials with best loss 0.263824
[2024-01-23 11:00:59,458][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002278 seconds
[2024-01-23 11:00:59,458][hyperopt.tpe][INFO] - TPE using 381/381 trials with best loss 0.263824
[2024-01-23 11:00:59,583][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002279 seconds
[2024-01-23 11:00:59,583][hyperopt.tpe][INFO] - TPE using 382/382 trials with best loss 0.263824
[2024-01-23 11:00:59,706][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002167 seconds
[2024-01-23 11:00:59,706][hyperopt.tpe][INFO] - TPE using 383/383 trials with best loss 0.263824
[2024-01-23 11:00:59,829][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002126 seconds
[2024-01-23 11:00:59,829][hyperopt.tpe][INFO] - TPE using 384/384 trials with best loss 0.263824
[2024-01-23 11:00:59,951][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002122 seconds
[2024-01-23 11:00:59,951][hyperopt.tpe][INFO] - TPE using 385/385 trials with best loss 0.263824
[2024-01-23 11:01:00,073][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002130 seconds
[2024-01-23 11:01:00,074][hyperopt.tpe][INFO] - TPE using 386/386 trials with best loss 0.263824
