[2024-01-02 15:06:55,422][root][INFO] - Experiment name: xgb_regression_da_only_hyperopt_tune_no_reg
[2024-01-02 15:07:16,869][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001715 seconds
[2024-01-02 15:07:16,869][hyperopt.tpe][INFO] - TPE using 133/133 trials with best loss 0.136246
[2024-01-02 15:07:16,963][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001708 seconds
[2024-01-02 15:07:16,964][hyperopt.tpe][INFO] - TPE using 134/134 trials with best loss 0.136246
[2024-01-02 15:07:17,108][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001739 seconds
[2024-01-02 15:07:17,108][hyperopt.tpe][INFO] - TPE using 135/135 trials with best loss 0.136246
[2024-01-02 15:07:17,242][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001720 seconds
[2024-01-02 15:07:17,242][hyperopt.tpe][INFO] - TPE using 136/136 trials with best loss 0.136246
[2024-01-02 15:07:17,341][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001728 seconds
[2024-01-02 15:07:17,341][hyperopt.tpe][INFO] - TPE using 137/137 trials with best loss 0.136246
[2024-01-02 15:07:17,503][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001722 seconds
[2024-01-02 15:07:17,504][hyperopt.tpe][INFO] - TPE using 138/138 trials with best loss 0.136246
[2024-01-02 15:07:17,661][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001729 seconds
[2024-01-02 15:07:17,662][hyperopt.tpe][INFO] - TPE using 139/139 trials with best loss 0.136246
[2024-01-02 15:07:17,706][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001708 seconds
[2024-01-02 15:07:17,706][hyperopt.tpe][INFO] - TPE using 140/140 trials with best loss 0.136246
[2024-01-02 15:07:17,852][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001735 seconds
[2024-01-02 15:07:17,852][hyperopt.tpe][INFO] - TPE using 141/141 trials with best loss 0.136246
[2024-01-02 15:07:17,963][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001718 seconds
[2024-01-02 15:07:17,963][hyperopt.tpe][INFO] - TPE using 142/142 trials with best loss 0.136246
[2024-01-02 15:07:18,106][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001735 seconds
[2024-01-02 15:07:18,107][hyperopt.tpe][INFO] - TPE using 143/143 trials with best loss 0.136246
[2024-01-02 15:07:18,241][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001716 seconds
[2024-01-02 15:07:18,241][hyperopt.tpe][INFO] - TPE using 144/144 trials with best loss 0.136246
[2024-01-02 15:07:18,326][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001742 seconds
[2024-01-02 15:07:18,326][hyperopt.tpe][INFO] - TPE using 145/145 trials with best loss 0.136246
[2024-01-02 15:07:18,479][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001730 seconds
[2024-01-02 15:07:18,480][hyperopt.tpe][INFO] - TPE using 146/146 trials with best loss 0.136246
[2024-01-02 15:07:18,633][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001751 seconds
[2024-01-02 15:07:18,633][hyperopt.tpe][INFO] - TPE using 147/147 trials with best loss 0.136246
[2024-01-02 15:07:18,786][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001743 seconds
[2024-01-02 15:07:18,787][hyperopt.tpe][INFO] - TPE using 148/148 trials with best loss 0.136246
[2024-01-02 15:07:18,940][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001744 seconds
[2024-01-02 15:07:18,940][hyperopt.tpe][INFO] - TPE using 149/149 trials with best loss 0.136246
[2024-01-02 15:07:19,093][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001737 seconds
[2024-01-02 15:07:19,093][hyperopt.tpe][INFO] - TPE using 150/150 trials with best loss 0.136246
[2024-01-02 15:07:19,246][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001755 seconds
[2024-01-02 15:07:19,247][hyperopt.tpe][INFO] - TPE using 151/151 trials with best loss 0.136246
[2024-01-02 15:07:19,400][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001746 seconds
[2024-01-02 15:07:19,400][hyperopt.tpe][INFO] - TPE using 152/152 trials with best loss 0.136246
[2024-01-02 15:07:19,553][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001749 seconds
[2024-01-02 15:07:19,553][hyperopt.tpe][INFO] - TPE using 153/153 trials with best loss 0.136246
[2024-01-02 15:07:19,707][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001744 seconds
[2024-01-02 15:07:19,707][hyperopt.tpe][INFO] - TPE using 154/154 trials with best loss 0.136246
[2024-01-02 15:07:19,861][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001759 seconds
[2024-01-02 15:07:19,861][hyperopt.tpe][INFO] - TPE using 155/155 trials with best loss 0.136246
[2024-01-02 15:07:20,014][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001745 seconds
[2024-01-02 15:07:20,014][hyperopt.tpe][INFO] - TPE using 156/156 trials with best loss 0.136246
[2024-01-02 15:07:20,177][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001738 seconds
[2024-01-02 15:07:20,177][hyperopt.tpe][INFO] - TPE using 157/157 trials with best loss 0.136246
[2024-01-02 15:07:20,330][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001748 seconds
[2024-01-02 15:07:20,330][hyperopt.tpe][INFO] - TPE using 158/158 trials with best loss 0.136246
[2024-01-02 15:07:20,374][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001737 seconds
[2024-01-02 15:07:20,374][hyperopt.tpe][INFO] - TPE using 159/159 trials with best loss 0.136246
[2024-01-02 15:07:20,504][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001736 seconds
[2024-01-02 15:07:20,504][hyperopt.tpe][INFO] - TPE using 160/160 trials with best loss 0.136246
[2024-01-02 15:07:20,708][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001757 seconds
[2024-01-02 15:07:20,708][hyperopt.tpe][INFO] - TPE using 161/161 trials with best loss 0.136246
[2024-01-02 15:07:20,819][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001739 seconds
[2024-01-02 15:07:20,819][hyperopt.tpe][INFO] - TPE using 162/162 trials with best loss 0.136246
[2024-01-02 15:07:20,971][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001735 seconds
[2024-01-02 15:07:20,971][hyperopt.tpe][INFO] - TPE using 163/163 trials with best loss 0.136246
[2024-01-02 15:07:21,095][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001746 seconds
[2024-01-02 15:07:21,096][hyperopt.tpe][INFO] - TPE using 164/164 trials with best loss 0.136246
[2024-01-02 15:07:21,294][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.049865 seconds
[2024-01-02 15:07:21,294][hyperopt.tpe][INFO] - TPE using 165/165 trials with best loss 0.136246
[2024-01-02 15:07:21,359][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001755 seconds
[2024-01-02 15:07:21,359][hyperopt.tpe][INFO] - TPE using 166/166 trials with best loss 0.136246
[2024-01-02 15:07:21,517][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001768 seconds
[2024-01-02 15:07:21,517][hyperopt.tpe][INFO] - TPE using 167/167 trials with best loss 0.136246
[2024-01-02 15:07:21,574][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001752 seconds
[2024-01-02 15:07:21,574][hyperopt.tpe][INFO] - TPE using 168/168 trials with best loss 0.136246
[2024-01-02 15:07:21,732][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001773 seconds
[2024-01-02 15:07:21,732][hyperopt.tpe][INFO] - TPE using 169/169 trials with best loss 0.136246
[2024-01-02 15:07:21,829][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001764 seconds
[2024-01-02 15:07:21,829][hyperopt.tpe][INFO] - TPE using 170/170 trials with best loss 0.136246
[2024-01-02 15:07:21,974][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001833 seconds
[2024-01-02 15:07:21,976][hyperopt.tpe][INFO] - TPE using 171/171 trials with best loss 0.136246
[2024-01-02 15:07:22,129][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001782 seconds
[2024-01-02 15:07:22,139][hyperopt.tpe][INFO] - TPE using 172/172 trials with best loss 0.136246
[2024-01-02 15:07:22,310][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001786 seconds
[2024-01-02 15:07:22,310][hyperopt.tpe][INFO] - TPE using 173/173 trials with best loss 0.136246
[2024-01-02 15:07:22,464][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001780 seconds
[2024-01-02 15:07:22,464][hyperopt.tpe][INFO] - TPE using 174/174 trials with best loss 0.136246
[2024-01-02 15:07:22,512][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001918 seconds
[2024-01-02 15:07:22,512][hyperopt.tpe][INFO] - TPE using 175/175 trials with best loss 0.136246
[2024-01-02 15:07:22,579][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001782 seconds
[2024-01-02 15:07:22,579][hyperopt.tpe][INFO] - TPE using 176/176 trials with best loss 0.136246
[2024-01-02 15:07:22,766][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001835 seconds
[2024-01-02 15:07:22,766][hyperopt.tpe][INFO] - TPE using 177/177 trials with best loss 0.136246
[2024-01-02 15:07:22,923][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001765 seconds
[2024-01-02 15:07:22,923][hyperopt.tpe][INFO] - TPE using 178/178 trials with best loss 0.136246
[2024-01-02 15:07:23,026][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001786 seconds
[2024-01-02 15:07:23,026][hyperopt.tpe][INFO] - TPE using 179/179 trials with best loss 0.136246
[2024-01-02 15:07:23,153][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001768 seconds
[2024-01-02 15:07:23,153][hyperopt.tpe][INFO] - TPE using 180/180 trials with best loss 0.136246
[2024-01-02 15:07:23,313][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001789 seconds
[2024-01-02 15:07:23,313][hyperopt.tpe][INFO] - TPE using 181/181 trials with best loss 0.136246
[2024-01-02 15:07:23,467][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001768 seconds
[2024-01-02 15:07:23,468][hyperopt.tpe][INFO] - TPE using 182/182 trials with best loss 0.136246
[2024-01-02 15:07:23,621][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001840 seconds
[2024-01-02 15:07:23,622][hyperopt.tpe][INFO] - TPE using 183/183 trials with best loss 0.136246
[2024-01-02 15:07:23,686][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001768 seconds
[2024-01-02 15:07:23,686][hyperopt.tpe][INFO] - TPE using 184/184 trials with best loss 0.136246
[2024-01-02 15:07:23,833][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001784 seconds
[2024-01-02 15:07:23,833][hyperopt.tpe][INFO] - TPE using 185/185 trials with best loss 0.136246
[2024-01-02 15:07:24,019][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001795 seconds
[2024-01-02 15:07:24,019][hyperopt.tpe][INFO] - TPE using 186/186 trials with best loss 0.136246
[2024-01-02 15:07:24,070][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-02 15:07:24,070][hyperopt.tpe][INFO] - TPE using 187/187 trials with best loss 0.136246
[2024-01-02 15:07:24,211][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-02 15:07:24,211][hyperopt.tpe][INFO] - TPE using 188/188 trials with best loss 0.136246
[2024-01-02 15:07:24,324][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001859 seconds
[2024-01-02 15:07:24,324][hyperopt.tpe][INFO] - TPE using 189/189 trials with best loss 0.136246
[2024-01-02 15:07:24,456][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001770 seconds
[2024-01-02 15:07:24,456][hyperopt.tpe][INFO] - TPE using 190/190 trials with best loss 0.136246
[2024-01-02 15:07:24,642][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001793 seconds
[2024-01-02 15:07:24,643][hyperopt.tpe][INFO] - TPE using 191/191 trials with best loss 0.136246
[2024-01-02 15:07:24,797][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001785 seconds
[2024-01-02 15:07:24,797][hyperopt.tpe][INFO] - TPE using 192/192 trials with best loss 0.136246
[2024-01-02 15:07:24,861][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001779 seconds
[2024-01-02 15:07:24,862][hyperopt.tpe][INFO] - TPE using 193/193 trials with best loss 0.136246
[2024-01-02 15:07:25,019][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001783 seconds
[2024-01-02 15:07:25,019][hyperopt.tpe][INFO] - TPE using 194/194 trials with best loss 0.136246
[2024-01-02 15:07:25,161][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001837 seconds
[2024-01-02 15:07:25,161][hyperopt.tpe][INFO] - TPE using 195/195 trials with best loss 0.136246
[2024-01-02 15:07:25,210][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001790 seconds
[2024-01-02 15:07:25,210][hyperopt.tpe][INFO] - TPE using 196/196 trials with best loss 0.136246
[2024-01-02 15:07:25,414][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001780 seconds
[2024-01-02 15:07:25,414][hyperopt.tpe][INFO] - TPE using 197/197 trials with best loss 0.136246
[2024-01-02 15:07:25,519][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001764 seconds
[2024-01-02 15:07:25,519][hyperopt.tpe][INFO] - TPE using 198/198 trials with best loss 0.136246
[2024-01-02 15:07:25,676][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001779 seconds
[2024-01-02 15:07:25,677][hyperopt.tpe][INFO] - TPE using 199/199 trials with best loss 0.136246
[2024-01-02 15:07:25,817][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001771 seconds
[2024-01-02 15:07:25,817][hyperopt.tpe][INFO] - TPE using 200/200 trials with best loss 0.136246
[2024-01-02 15:07:25,893][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001847 seconds
[2024-01-02 15:07:25,893][hyperopt.tpe][INFO] - TPE using 201/201 trials with best loss 0.136246
[2024-01-02 15:07:26,018][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001764 seconds
[2024-01-02 15:07:26,018][hyperopt.tpe][INFO] - TPE using 202/202 trials with best loss 0.136246
[2024-01-02 15:07:26,180][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001778 seconds
[2024-01-02 15:07:26,181][hyperopt.tpe][INFO] - TPE using 203/203 trials with best loss 0.136246
[2024-01-02 15:07:26,319][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001792 seconds
[2024-01-02 15:07:26,319][hyperopt.tpe][INFO] - TPE using 204/204 trials with best loss 0.136246
[2024-01-02 15:07:26,376][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001789 seconds
[2024-01-02 15:07:26,376][hyperopt.tpe][INFO] - TPE using 205/205 trials with best loss 0.136246
[2024-01-02 15:07:26,540][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001784 seconds
[2024-01-02 15:07:26,540][hyperopt.tpe][INFO] - TPE using 206/206 trials with best loss 0.136246
[2024-01-02 15:07:26,652][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001858 seconds
[2024-01-02 15:07:26,652][hyperopt.tpe][INFO] - TPE using 207/207 trials with best loss 0.136246
[2024-01-02 15:07:26,802][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001776 seconds
[2024-01-02 15:07:26,802][hyperopt.tpe][INFO] - TPE using 208/208 trials with best loss 0.136246
[2024-01-02 15:07:26,934][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001815 seconds
[2024-01-02 15:07:26,935][hyperopt.tpe][INFO] - TPE using 209/209 trials with best loss 0.136246
[2024-01-02 15:07:27,101][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001770 seconds
[2024-01-02 15:07:27,103][hyperopt.tpe][INFO] - TPE using 210/210 trials with best loss 0.136246
[2024-01-02 15:07:27,167][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001767 seconds
[2024-01-02 15:07:27,167][hyperopt.tpe][INFO] - TPE using 211/211 trials with best loss 0.136246
[2024-01-02 15:07:27,355][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001745 seconds
[2024-01-02 15:07:27,377][hyperopt.tpe][INFO] - TPE using 212/212 trials with best loss 0.136246
[2024-01-02 15:07:27,512][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001823 seconds
[2024-01-02 15:07:27,514][hyperopt.tpe][INFO] - TPE using 213/213 trials with best loss 0.136246
[2024-01-02 15:07:27,573][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001755 seconds
[2024-01-02 15:07:27,573][hyperopt.tpe][INFO] - TPE using 214/214 trials with best loss 0.136246
[2024-01-02 15:07:27,736][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001763 seconds
[2024-01-02 15:07:27,741][hyperopt.tpe][INFO] - TPE using 215/215 trials with best loss 0.136246
[2024-01-02 15:07:27,843][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001767 seconds
[2024-01-02 15:07:27,850][hyperopt.tpe][INFO] - TPE using 216/216 trials with best loss 0.136246
[2024-01-02 15:07:28,003][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001763 seconds
[2024-01-02 15:07:28,011][hyperopt.tpe][INFO] - TPE using 217/217 trials with best loss 0.136246
[2024-01-02 15:07:28,177][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001752 seconds
[2024-01-02 15:07:28,178][hyperopt.tpe][INFO] - TPE using 218/218 trials with best loss 0.136246
[2024-01-02 15:07:28,335][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001834 seconds
[2024-01-02 15:07:28,335][hyperopt.tpe][INFO] - TPE using 219/219 trials with best loss 0.136246
[2024-01-02 15:07:28,399][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001765 seconds
[2024-01-02 15:07:28,400][hyperopt.tpe][INFO] - TPE using 220/220 trials with best loss 0.136246
[2024-01-02 15:07:28,587][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001763 seconds
[2024-01-02 15:07:28,588][hyperopt.tpe][INFO] - TPE using 221/221 trials with best loss 0.136246
[2024-01-02 15:07:28,719][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001766 seconds
[2024-01-02 15:07:28,720][hyperopt.tpe][INFO] - TPE using 222/222 trials with best loss 0.136246
[2024-01-02 15:07:28,906][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001770 seconds
[2024-01-02 15:07:28,907][hyperopt.tpe][INFO] - TPE using 223/223 trials with best loss 0.136246
[2024-01-02 15:07:28,957][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001760 seconds
[2024-01-02 15:07:28,958][hyperopt.tpe][INFO] - TPE using 224/224 trials with best loss 0.136246
[2024-01-02 15:07:29,113][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001836 seconds
[2024-01-02 15:07:29,113][hyperopt.tpe][INFO] - TPE using 225/225 trials with best loss 0.136246
[2024-01-02 15:07:29,221][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001790 seconds
[2024-01-02 15:07:29,221][hyperopt.tpe][INFO] - TPE using 226/226 trials with best loss 0.136246
[2024-01-02 15:07:29,355][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001797 seconds
[2024-01-02 15:07:29,361][hyperopt.tpe][INFO] - TPE using 227/227 trials with best loss 0.136246
[2024-01-02 15:07:29,550][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001771 seconds
[2024-01-02 15:07:29,550][hyperopt.tpe][INFO] - TPE using 228/228 trials with best loss 0.136246
[2024-01-02 15:07:29,615][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001791 seconds
[2024-01-02 15:07:29,615][hyperopt.tpe][INFO] - TPE using 229/229 trials with best loss 0.136246
[2024-01-02 15:07:29,803][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001779 seconds
[2024-01-02 15:07:29,803][hyperopt.tpe][INFO] - TPE using 230/230 trials with best loss 0.136246
[2024-01-02 15:07:29,850][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001846 seconds
[2024-01-02 15:07:29,851][hyperopt.tpe][INFO] - TPE using 231/231 trials with best loss 0.136246
[2024-01-02 15:07:30,008][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001777 seconds
[2024-01-02 15:07:30,008][hyperopt.tpe][INFO] - TPE using 232/232 trials with best loss 0.136246
[2024-01-02 15:07:30,173][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001808 seconds
[2024-01-02 15:07:30,173][hyperopt.tpe][INFO] - TPE using 233/233 trials with best loss 0.136246
[2024-01-02 15:07:30,288][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001774 seconds
[2024-01-02 15:07:30,288][hyperopt.tpe][INFO] - TPE using 234/234 trials with best loss 0.136246
[2024-01-02 15:07:30,436][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001791 seconds
[2024-01-02 15:07:30,436][hyperopt.tpe][INFO] - TPE using 235/235 trials with best loss 0.136246
[2024-01-02 15:07:30,567][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001787 seconds
[2024-01-02 15:07:30,568][hyperopt.tpe][INFO] - TPE using 236/236 trials with best loss 0.136246
[2024-01-02 15:07:30,720][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001861 seconds
[2024-01-02 15:07:30,720][hyperopt.tpe][INFO] - TPE using 237/237 trials with best loss 0.136246
[2024-01-02 15:07:30,785][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001791 seconds
[2024-01-02 15:07:30,785][hyperopt.tpe][INFO] - TPE using 238/238 trials with best loss 0.136246
[2024-01-02 15:07:30,953][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001787 seconds
[2024-01-02 15:07:30,953][hyperopt.tpe][INFO] - TPE using 239/239 trials with best loss 0.136246
[2024-01-02 15:07:31,096][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001784 seconds
[2024-01-02 15:07:31,096][hyperopt.tpe][INFO] - TPE using 240/240 trials with best loss 0.136246
[2024-01-02 15:07:31,147][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001783 seconds
[2024-01-02 15:07:31,147][hyperopt.tpe][INFO] - TPE using 241/241 trials with best loss 0.136246
[2024-01-02 15:07:31,301][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001773 seconds
[2024-01-02 15:07:31,302][hyperopt.tpe][INFO] - TPE using 242/242 trials with best loss 0.136246
[2024-01-02 15:07:31,416][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001851 seconds
[2024-01-02 15:07:31,417][hyperopt.tpe][INFO] - TPE using 243/243 trials with best loss 0.136246
[2024-01-02 15:07:31,565][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001768 seconds
[2024-01-02 15:07:31,566][hyperopt.tpe][INFO] - TPE using 244/244 trials with best loss 0.136246
[2024-01-02 15:07:31,735][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001770 seconds
[2024-01-02 15:07:31,736][hyperopt.tpe][INFO] - TPE using 245/245 trials with best loss 0.136246
[2024-01-02 15:07:31,925][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001801 seconds
[2024-01-02 15:07:31,925][hyperopt.tpe][INFO] - TPE using 246/246 trials with best loss 0.136246
[2024-01-02 15:07:31,990][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-02 15:07:31,990][hyperopt.tpe][INFO] - TPE using 247/247 trials with best loss 0.136246
[2024-01-02 15:07:32,142][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001782 seconds
[2024-01-02 15:07:32,143][hyperopt.tpe][INFO] - TPE using 248/248 trials with best loss 0.136246
[2024-01-02 15:07:32,273][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001841 seconds
[2024-01-02 15:07:32,273][hyperopt.tpe][INFO] - TPE using 249/249 trials with best loss 0.136246
[2024-01-02 15:07:32,331][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001779 seconds
[2024-01-02 15:07:32,331][hyperopt.tpe][INFO] - TPE using 250/250 trials with best loss 0.136246
[2024-01-02 15:07:32,507][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001794 seconds
[2024-01-02 15:07:32,507][hyperopt.tpe][INFO] - TPE using 251/251 trials with best loss 0.136246
[2024-01-02 15:07:32,695][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001774 seconds
[2024-01-02 15:07:32,695][hyperopt.tpe][INFO] - TPE using 252/252 trials with best loss 0.136246
[2024-01-02 15:07:32,805][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001795 seconds
[2024-01-02 15:07:32,805][hyperopt.tpe][INFO] - TPE using 253/253 trials with best loss 0.136246
[2024-01-02 15:07:32,933][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001793 seconds
[2024-01-02 15:07:32,933][hyperopt.tpe][INFO] - TPE using 254/254 trials with best loss 0.136246
[2024-01-02 15:07:33,123][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001843 seconds
[2024-01-02 15:07:33,123][hyperopt.tpe][INFO] - TPE using 255/255 trials with best loss 0.136246
[2024-01-02 15:07:33,188][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001770 seconds
[2024-01-02 15:07:33,188][hyperopt.tpe][INFO] - TPE using 256/256 trials with best loss 0.136246
[2024-01-02 15:07:33,363][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001794 seconds
[2024-01-02 15:07:33,363][hyperopt.tpe][INFO] - TPE using 257/257 trials with best loss 0.136246
[2024-01-02 15:07:33,518][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001786 seconds
[2024-01-02 15:07:33,518][hyperopt.tpe][INFO] - TPE using 258/258 trials with best loss 0.136246
[2024-01-02 15:07:33,672][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001791 seconds
[2024-01-02 15:07:33,673][hyperopt.tpe][INFO] - TPE using 259/259 trials with best loss 0.136246
[2024-01-02 15:07:33,827][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001795 seconds
[2024-01-02 15:07:33,828][hyperopt.tpe][INFO] - TPE using 260/260 trials with best loss 0.136246
[2024-01-02 15:07:33,982][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001843 seconds
[2024-01-02 15:07:33,983][hyperopt.tpe][INFO] - TPE using 261/261 trials with best loss 0.136246
[2024-01-02 15:07:34,137][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001779 seconds
[2024-01-02 15:07:34,138][hyperopt.tpe][INFO] - TPE using 262/262 trials with best loss 0.136246
[2024-01-02 15:07:34,292][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001787 seconds
[2024-01-02 15:07:34,293][hyperopt.tpe][INFO] - TPE using 263/263 trials with best loss 0.136246
[2024-01-02 15:07:34,448][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001790 seconds
[2024-01-02 15:07:34,451][hyperopt.tpe][INFO] - TPE using 264/264 trials with best loss 0.136246
[2024-01-02 15:07:34,605][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001786 seconds
[2024-01-02 15:07:34,606][hyperopt.tpe][INFO] - TPE using 265/265 trials with best loss 0.136246
[2024-01-02 15:07:34,761][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001792 seconds
[2024-01-02 15:07:34,762][hyperopt.tpe][INFO] - TPE using 266/266 trials with best loss 0.136246
