[2024-01-01 14:56:59,236][root][INFO] - Experiment name: xgb_regression_da_only_hyperopt_elastic_net
[2024-01-01 14:57:12,005][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 14:57:12,005][hyperopt.tpe][INFO] - TPE using 133/133 trials with best loss 0.357696
[2024-01-01 14:57:12,071][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 14:57:12,071][hyperopt.tpe][INFO] - TPE using 134/134 trials with best loss 0.357696
[2024-01-01 14:57:12,137][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 14:57:12,137][hyperopt.tpe][INFO] - TPE using 135/135 trials with best loss 0.357696
[2024-01-01 14:57:12,203][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 14:57:12,204][hyperopt.tpe][INFO] - TPE using 136/136 trials with best loss 0.357696
[2024-01-01 14:57:12,268][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 14:57:12,269][hyperopt.tpe][INFO] - TPE using 137/137 trials with best loss 0.357696
[2024-01-01 14:57:12,333][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000559 seconds
[2024-01-01 14:57:12,334][hyperopt.tpe][INFO] - TPE using 138/138 trials with best loss 0.357696
[2024-01-01 14:57:12,399][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 14:57:12,399][hyperopt.tpe][INFO] - TPE using 139/139 trials with best loss 0.357696
[2024-01-01 14:57:12,464][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 14:57:12,464][hyperopt.tpe][INFO] - TPE using 140/140 trials with best loss 0.357696
[2024-01-01 14:57:12,529][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 14:57:12,530][hyperopt.tpe][INFO] - TPE using 141/141 trials with best loss 0.357696
[2024-01-01 14:57:12,595][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 14:57:12,595][hyperopt.tpe][INFO] - TPE using 142/142 trials with best loss 0.357696
[2024-01-01 14:57:12,660][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 14:57:12,660][hyperopt.tpe][INFO] - TPE using 143/143 trials with best loss 0.357696
[2024-01-01 14:57:12,732][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000580 seconds
[2024-01-01 14:57:12,733][hyperopt.tpe][INFO] - TPE using 144/144 trials with best loss 0.357696
[2024-01-01 14:57:12,804][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000581 seconds
[2024-01-01 14:57:12,805][hyperopt.tpe][INFO] - TPE using 145/145 trials with best loss 0.357696
[2024-01-01 14:57:12,877][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 14:57:12,878][hyperopt.tpe][INFO] - TPE using 146/146 trials with best loss 0.357696
[2024-01-01 14:57:12,943][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000555 seconds
[2024-01-01 14:57:12,943][hyperopt.tpe][INFO] - TPE using 147/147 trials with best loss 0.357696
[2024-01-01 14:57:13,008][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000565 seconds
[2024-01-01 14:57:13,008][hyperopt.tpe][INFO] - TPE using 148/148 trials with best loss 0.357696
[2024-01-01 14:57:13,073][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 14:57:13,073][hyperopt.tpe][INFO] - TPE using 149/149 trials with best loss 0.357696
[2024-01-01 14:57:13,138][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 14:57:13,138][hyperopt.tpe][INFO] - TPE using 150/150 trials with best loss 0.357696
[2024-01-01 14:57:13,203][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 14:57:13,203][hyperopt.tpe][INFO] - TPE using 151/151 trials with best loss 0.357696
[2024-01-01 14:57:13,268][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 14:57:13,268][hyperopt.tpe][INFO] - TPE using 152/152 trials with best loss 0.357696
[2024-01-01 14:57:13,333][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000557 seconds
[2024-01-01 14:57:13,334][hyperopt.tpe][INFO] - TPE using 153/153 trials with best loss 0.357696
[2024-01-01 14:57:13,399][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 14:57:13,399][hyperopt.tpe][INFO] - TPE using 154/154 trials with best loss 0.357696
[2024-01-01 14:57:13,464][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 14:57:13,464][hyperopt.tpe][INFO] - TPE using 155/155 trials with best loss 0.357696
[2024-01-01 14:57:13,529][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 14:57:13,529][hyperopt.tpe][INFO] - TPE using 156/156 trials with best loss 0.357696
[2024-01-01 14:57:13,595][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 14:57:13,595][hyperopt.tpe][INFO] - TPE using 157/157 trials with best loss 0.357696
[2024-01-01 14:57:13,670][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 14:57:13,670][hyperopt.tpe][INFO] - TPE using 158/158 trials with best loss 0.357696
[2024-01-01 14:57:13,747][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 14:57:13,748][hyperopt.tpe][INFO] - TPE using 159/159 trials with best loss 0.357696
[2024-01-01 14:57:13,818][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 14:57:13,818][hyperopt.tpe][INFO] - TPE using 160/160 trials with best loss 0.357696
[2024-01-01 14:57:13,892][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 14:57:13,892][hyperopt.tpe][INFO] - TPE using 161/161 trials with best loss 0.357696
[2024-01-01 14:57:13,963][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 14:57:13,963][hyperopt.tpe][INFO] - TPE using 162/162 trials with best loss 0.357696
[2024-01-01 14:57:14,031][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 14:57:14,032][hyperopt.tpe][INFO] - TPE using 163/163 trials with best loss 0.357696
[2024-01-01 14:57:14,097][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 14:57:14,097][hyperopt.tpe][INFO] - TPE using 164/164 trials with best loss 0.357696
[2024-01-01 14:57:14,162][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 14:57:14,162][hyperopt.tpe][INFO] - TPE using 165/165 trials with best loss 0.357696
[2024-01-01 14:57:14,227][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 14:57:14,227][hyperopt.tpe][INFO] - TPE using 166/166 trials with best loss 0.357696
[2024-01-01 14:57:14,292][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 14:57:14,293][hyperopt.tpe][INFO] - TPE using 167/167 trials with best loss 0.357696
[2024-01-01 14:57:14,357][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 14:57:14,358][hyperopt.tpe][INFO] - TPE using 168/168 trials with best loss 0.357696
[2024-01-01 14:57:14,424][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-01-01 14:57:14,424][hyperopt.tpe][INFO] - TPE using 169/169 trials with best loss 0.357696
[2024-01-01 14:57:14,489][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 14:57:14,489][hyperopt.tpe][INFO] - TPE using 170/170 trials with best loss 0.357696
[2024-01-01 14:57:14,554][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 14:57:14,555][hyperopt.tpe][INFO] - TPE using 171/171 trials with best loss 0.357696
[2024-01-01 14:57:14,622][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 14:57:14,622][hyperopt.tpe][INFO] - TPE using 172/172 trials with best loss 0.357696
[2024-01-01 14:57:14,688][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000550 seconds
[2024-01-01 14:57:14,688][hyperopt.tpe][INFO] - TPE using 173/173 trials with best loss 0.357696
[2024-01-01 14:57:14,753][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000558 seconds
[2024-01-01 14:57:14,753][hyperopt.tpe][INFO] - TPE using 174/174 trials with best loss 0.357696
[2024-01-01 14:57:14,818][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 14:57:14,818][hyperopt.tpe][INFO] - TPE using 175/175 trials with best loss 0.357696
[2024-01-01 14:57:14,884][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000582 seconds
[2024-01-01 14:57:14,884][hyperopt.tpe][INFO] - TPE using 176/176 trials with best loss 0.357696
[2024-01-01 14:57:14,950][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 14:57:14,950][hyperopt.tpe][INFO] - TPE using 177/177 trials with best loss 0.357696
[2024-01-01 14:57:15,018][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000638 seconds
[2024-01-01 14:57:15,018][hyperopt.tpe][INFO] - TPE using 178/178 trials with best loss 0.357696
[2024-01-01 14:57:15,084][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000556 seconds
[2024-01-01 14:57:15,084][hyperopt.tpe][INFO] - TPE using 179/179 trials with best loss 0.357696
[2024-01-01 14:57:15,150][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000582 seconds
[2024-01-01 14:57:15,150][hyperopt.tpe][INFO] - TPE using 180/180 trials with best loss 0.357696
[2024-01-01 14:57:15,216][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000556 seconds
[2024-01-01 14:57:15,216][hyperopt.tpe][INFO] - TPE using 181/181 trials with best loss 0.357696
[2024-01-01 14:57:15,282][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 14:57:15,283][hyperopt.tpe][INFO] - TPE using 182/182 trials with best loss 0.357696
[2024-01-01 14:57:15,351][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000551 seconds
[2024-01-01 14:57:15,352][hyperopt.tpe][INFO] - TPE using 183/183 trials with best loss 0.357696
[2024-01-01 14:57:15,420][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 14:57:15,420][hyperopt.tpe][INFO] - TPE using 184/184 trials with best loss 0.357696
[2024-01-01 14:57:15,486][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 14:57:15,486][hyperopt.tpe][INFO] - TPE using 185/185 trials with best loss 0.357696
[2024-01-01 14:57:15,554][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000581 seconds
[2024-01-01 14:57:15,554][hyperopt.tpe][INFO] - TPE using 186/186 trials with best loss 0.357696
[2024-01-01 14:57:15,621][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000565 seconds
[2024-01-01 14:57:15,621][hyperopt.tpe][INFO] - TPE using 187/187 trials with best loss 0.357696
[2024-01-01 14:57:15,690][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 14:57:15,690][hyperopt.tpe][INFO] - TPE using 188/188 trials with best loss 0.357696
[2024-01-01 14:57:15,756][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 14:57:15,756][hyperopt.tpe][INFO] - TPE using 189/189 trials with best loss 0.357696
[2024-01-01 14:57:15,821][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 14:57:15,822][hyperopt.tpe][INFO] - TPE using 190/190 trials with best loss 0.357696
[2024-01-01 14:57:15,887][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000554 seconds
[2024-01-01 14:57:15,887][hyperopt.tpe][INFO] - TPE using 191/191 trials with best loss 0.357696
[2024-01-01 14:57:15,957][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000560 seconds
[2024-01-01 14:57:15,957][hyperopt.tpe][INFO] - TPE using 192/192 trials with best loss 0.357696
[2024-01-01 14:57:16,022][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-01-01 14:57:16,022][hyperopt.tpe][INFO] - TPE using 193/193 trials with best loss 0.357696
[2024-01-01 14:57:16,099][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000560 seconds
[2024-01-01 14:57:16,099][hyperopt.tpe][INFO] - TPE using 194/194 trials with best loss 0.357696
[2024-01-01 14:57:16,173][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 14:57:16,173][hyperopt.tpe][INFO] - TPE using 195/195 trials with best loss 0.357696
[2024-01-01 14:57:16,250][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 14:57:16,250][hyperopt.tpe][INFO] - TPE using 196/196 trials with best loss 0.357696
[2024-01-01 14:57:16,320][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 14:57:16,321][hyperopt.tpe][INFO] - TPE using 197/197 trials with best loss 0.357696
[2024-01-01 14:57:16,401][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 14:57:16,401][hyperopt.tpe][INFO] - TPE using 198/198 trials with best loss 0.357696
[2024-01-01 14:57:16,470][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000585 seconds
[2024-01-01 14:57:16,471][hyperopt.tpe][INFO] - TPE using 199/199 trials with best loss 0.357696
[2024-01-01 14:57:16,538][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 14:57:16,538][hyperopt.tpe][INFO] - TPE using 200/200 trials with best loss 0.357696
[2024-01-01 14:57:16,606][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 14:57:16,606][hyperopt.tpe][INFO] - TPE using 201/201 trials with best loss 0.357696
[2024-01-01 14:57:16,677][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000577 seconds
[2024-01-01 14:57:16,677][hyperopt.tpe][INFO] - TPE using 202/202 trials with best loss 0.357696
[2024-01-01 14:57:16,747][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000554 seconds
[2024-01-01 14:57:16,747][hyperopt.tpe][INFO] - TPE using 203/203 trials with best loss 0.357696
[2024-01-01 14:57:16,814][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 14:57:16,814][hyperopt.tpe][INFO] - TPE using 204/204 trials with best loss 0.357696
[2024-01-01 14:57:16,881][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 14:57:16,882][hyperopt.tpe][INFO] - TPE using 205/205 trials with best loss 0.357696
[2024-01-01 14:57:16,949][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000555 seconds
[2024-01-01 14:57:16,949][hyperopt.tpe][INFO] - TPE using 206/206 trials with best loss 0.357696
[2024-01-01 14:57:17,015][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 14:57:17,015][hyperopt.tpe][INFO] - TPE using 207/207 trials with best loss 0.357696
[2024-01-01 14:57:17,081][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 14:57:17,081][hyperopt.tpe][INFO] - TPE using 208/208 trials with best loss 0.357696
[2024-01-01 14:57:17,149][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 14:57:17,149][hyperopt.tpe][INFO] - TPE using 209/209 trials with best loss 0.357696
[2024-01-01 14:57:17,215][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 14:57:17,215][hyperopt.tpe][INFO] - TPE using 210/210 trials with best loss 0.357696
[2024-01-01 14:57:17,280][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 14:57:17,280][hyperopt.tpe][INFO] - TPE using 211/211 trials with best loss 0.357696
[2024-01-01 14:57:17,346][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 14:57:17,346][hyperopt.tpe][INFO] - TPE using 212/212 trials with best loss 0.357696
[2024-01-01 14:57:17,412][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 14:57:17,412][hyperopt.tpe][INFO] - TPE using 213/213 trials with best loss 0.357696
[2024-01-01 14:57:17,478][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 14:57:17,478][hyperopt.tpe][INFO] - TPE using 214/214 trials with best loss 0.357696
[2024-01-01 14:57:17,545][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000558 seconds
[2024-01-01 14:57:17,545][hyperopt.tpe][INFO] - TPE using 215/215 trials with best loss 0.357696
[2024-01-01 14:57:17,610][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000580 seconds
[2024-01-01 14:57:17,610][hyperopt.tpe][INFO] - TPE using 216/216 trials with best loss 0.357696
[2024-01-01 14:57:17,676][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000580 seconds
[2024-01-01 14:57:17,676][hyperopt.tpe][INFO] - TPE using 217/217 trials with best loss 0.357696
[2024-01-01 14:57:17,741][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 14:57:17,742][hyperopt.tpe][INFO] - TPE using 218/218 trials with best loss 0.357696
[2024-01-01 14:57:17,808][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000565 seconds
[2024-01-01 14:57:17,808][hyperopt.tpe][INFO] - TPE using 219/219 trials with best loss 0.357696
[2024-01-01 14:57:17,873][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000581 seconds
[2024-01-01 14:57:17,874][hyperopt.tpe][INFO] - TPE using 220/220 trials with best loss 0.357696
[2024-01-01 14:57:17,939][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 14:57:17,939][hyperopt.tpe][INFO] - TPE using 221/221 trials with best loss 0.357696
[2024-01-01 14:57:18,005][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 14:57:18,005][hyperopt.tpe][INFO] - TPE using 222/222 trials with best loss 0.357696
[2024-01-01 14:57:18,071][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000554 seconds
[2024-01-01 14:57:18,071][hyperopt.tpe][INFO] - TPE using 223/223 trials with best loss 0.357696
[2024-01-01 14:57:18,143][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 14:57:18,144][hyperopt.tpe][INFO] - TPE using 224/224 trials with best loss 0.357696
[2024-01-01 14:57:18,219][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000560 seconds
[2024-01-01 14:57:18,220][hyperopt.tpe][INFO] - TPE using 225/225 trials with best loss 0.357696
[2024-01-01 14:57:18,297][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 14:57:18,298][hyperopt.tpe][INFO] - TPE using 226/226 trials with best loss 0.357696
[2024-01-01 14:57:18,377][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000569 seconds
[2024-01-01 14:57:18,377][hyperopt.tpe][INFO] - TPE using 227/227 trials with best loss 0.357696
[2024-01-01 14:57:18,453][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 14:57:18,454][hyperopt.tpe][INFO] - TPE using 228/228 trials with best loss 0.357696
[2024-01-01 14:57:18,528][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 14:57:18,529][hyperopt.tpe][INFO] - TPE using 229/229 trials with best loss 0.357696
[2024-01-01 14:57:18,607][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 14:57:18,608][hyperopt.tpe][INFO] - TPE using 230/230 trials with best loss 0.357696
[2024-01-01 14:57:18,680][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000595 seconds
[2024-01-01 14:57:18,681][hyperopt.tpe][INFO] - TPE using 231/231 trials with best loss 0.357696
[2024-01-01 14:57:18,753][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000575 seconds
[2024-01-01 14:57:18,753][hyperopt.tpe][INFO] - TPE using 232/232 trials with best loss 0.357696
[2024-01-01 14:57:18,828][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000564 seconds
[2024-01-01 14:57:18,828][hyperopt.tpe][INFO] - TPE using 233/233 trials with best loss 0.357696
[2024-01-01 14:57:18,908][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000560 seconds
[2024-01-01 14:57:18,908][hyperopt.tpe][INFO] - TPE using 234/234 trials with best loss 0.357696
[2024-01-01 14:57:18,974][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 14:57:18,974][hyperopt.tpe][INFO] - TPE using 235/235 trials with best loss 0.357696
[2024-01-01 14:57:19,039][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000578 seconds
[2024-01-01 14:57:19,040][hyperopt.tpe][INFO] - TPE using 236/236 trials with best loss 0.357696
[2024-01-01 14:57:19,105][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 14:57:19,105][hyperopt.tpe][INFO] - TPE using 237/237 trials with best loss 0.357696
[2024-01-01 14:57:19,171][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000553 seconds
[2024-01-01 14:57:19,171][hyperopt.tpe][INFO] - TPE using 238/238 trials with best loss 0.357696
[2024-01-01 14:57:19,236][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 14:57:19,237][hyperopt.tpe][INFO] - TPE using 239/239 trials with best loss 0.357696
[2024-01-01 14:57:19,302][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 14:57:19,302][hyperopt.tpe][INFO] - TPE using 240/240 trials with best loss 0.357696
[2024-01-01 14:57:19,368][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 14:57:19,368][hyperopt.tpe][INFO] - TPE using 241/241 trials with best loss 0.357696
[2024-01-01 14:57:19,435][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000574 seconds
[2024-01-01 14:57:19,435][hyperopt.tpe][INFO] - TPE using 242/242 trials with best loss 0.357696
[2024-01-01 14:57:19,501][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000553 seconds
[2024-01-01 14:57:19,501][hyperopt.tpe][INFO] - TPE using 243/243 trials with best loss 0.357696
[2024-01-01 14:57:19,567][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000579 seconds
[2024-01-01 14:57:19,567][hyperopt.tpe][INFO] - TPE using 244/244 trials with best loss 0.357696
[2024-01-01 14:57:19,633][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000567 seconds
[2024-01-01 14:57:19,633][hyperopt.tpe][INFO] - TPE using 245/245 trials with best loss 0.357696
[2024-01-01 14:57:19,699][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000572 seconds
[2024-01-01 14:57:19,699][hyperopt.tpe][INFO] - TPE using 246/246 trials with best loss 0.357696
[2024-01-01 14:57:19,764][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000556 seconds
[2024-01-01 14:57:19,765][hyperopt.tpe][INFO] - TPE using 247/247 trials with best loss 0.357696
[2024-01-01 14:57:19,834][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000570 seconds
[2024-01-01 14:57:19,835][hyperopt.tpe][INFO] - TPE using 248/248 trials with best loss 0.357696
[2024-01-01 14:57:19,900][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000579 seconds
[2024-01-01 14:57:19,900][hyperopt.tpe][INFO] - TPE using 249/249 trials with best loss 0.357696
[2024-01-01 14:57:19,965][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 14:57:19,966][hyperopt.tpe][INFO] - TPE using 250/250 trials with best loss 0.357696
[2024-01-01 14:57:20,031][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000559 seconds
[2024-01-01 14:57:20,032][hyperopt.tpe][INFO] - TPE using 251/251 trials with best loss 0.357696
[2024-01-01 14:57:20,097][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000579 seconds
[2024-01-01 14:57:20,097][hyperopt.tpe][INFO] - TPE using 252/252 trials with best loss 0.357696
[2024-01-01 14:57:20,165][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000563 seconds
[2024-01-01 14:57:20,165][hyperopt.tpe][INFO] - TPE using 253/253 trials with best loss 0.357696
[2024-01-01 14:57:20,231][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 14:57:20,231][hyperopt.tpe][INFO] - TPE using 254/254 trials with best loss 0.357696
[2024-01-01 14:57:20,300][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-01-01 14:57:20,301][hyperopt.tpe][INFO] - TPE using 255/255 trials with best loss 0.357696
[2024-01-01 14:57:20,369][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000576 seconds
[2024-01-01 14:57:20,370][hyperopt.tpe][INFO] - TPE using 256/256 trials with best loss 0.357696
[2024-01-01 14:57:20,446][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000568 seconds
[2024-01-01 14:57:20,446][hyperopt.tpe][INFO] - TPE using 257/257 trials with best loss 0.357696
[2024-01-01 14:57:20,514][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000553 seconds
[2024-01-01 14:57:20,515][hyperopt.tpe][INFO] - TPE using 258/258 trials with best loss 0.357696
[2024-01-01 14:57:20,588][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000566 seconds
[2024-01-01 14:57:20,588][hyperopt.tpe][INFO] - TPE using 259/259 trials with best loss 0.357696
[2024-01-01 14:57:20,665][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-01-01 14:57:20,665][hyperopt.tpe][INFO] - TPE using 260/260 trials with best loss 0.357696
[2024-01-01 14:57:20,734][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000573 seconds
[2024-01-01 14:57:20,734][hyperopt.tpe][INFO] - TPE using 261/261 trials with best loss 0.357696
[2024-01-01 14:57:20,799][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 14:57:20,800][hyperopt.tpe][INFO] - TPE using 262/262 trials with best loss 0.357696
[2024-01-01 14:57:20,870][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000554 seconds
[2024-01-01 14:57:20,870][hyperopt.tpe][INFO] - TPE using 263/263 trials with best loss 0.357696
[2024-01-01 14:57:20,942][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000561 seconds
[2024-01-01 14:57:20,942][hyperopt.tpe][INFO] - TPE using 264/264 trials with best loss 0.357696
[2024-01-01 14:57:21,010][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000562 seconds
[2024-01-01 14:57:21,010][hyperopt.tpe][INFO] - TPE using 265/265 trials with best loss 0.357696
[2024-01-01 14:57:21,075][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.000571 seconds
[2024-01-01 14:57:21,076][hyperopt.tpe][INFO] - TPE using 266/266 trials with best loss 0.357696
