[2024-01-01 12:09:08,569][root][INFO] - Experiment name: xgb_regression_da_and_d2_only_hyperopt_tune_no_reg
[2024-01-01 12:09:27,395][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001957 seconds
[2024-01-01 12:09:27,395][hyperopt.tpe][INFO] - TPE using 133/133 trials with best loss 0.254745
[2024-01-01 12:09:27,553][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001748 seconds
[2024-01-01 12:09:27,554][hyperopt.tpe][INFO] - TPE using 134/134 trials with best loss 0.254745
[2024-01-01 12:09:27,714][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001773 seconds
[2024-01-01 12:09:27,714][hyperopt.tpe][INFO] - TPE using 135/135 trials with best loss 0.254745
[2024-01-01 12:09:27,858][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001766 seconds
[2024-01-01 12:09:27,859][hyperopt.tpe][INFO] - TPE using 136/136 trials with best loss 0.254745
[2024-01-01 12:09:27,989][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001764 seconds
[2024-01-01 12:09:27,989][hyperopt.tpe][INFO] - TPE using 137/137 trials with best loss 0.254745
[2024-01-01 12:09:28,121][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001758 seconds
[2024-01-01 12:09:28,121][hyperopt.tpe][INFO] - TPE using 138/138 trials with best loss 0.254745
[2024-01-01 12:09:28,257][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-01 12:09:28,257][hyperopt.tpe][INFO] - TPE using 139/139 trials with best loss 0.254745
[2024-01-01 12:09:28,415][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001759 seconds
[2024-01-01 12:09:28,415][hyperopt.tpe][INFO] - TPE using 140/140 trials with best loss 0.254745
[2024-01-01 12:09:28,549][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001807 seconds
[2024-01-01 12:09:28,549][hyperopt.tpe][INFO] - TPE using 141/141 trials with best loss 0.254745
[2024-01-01 12:09:28,741][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001766 seconds
[2024-01-01 12:09:28,741][hyperopt.tpe][INFO] - TPE using 142/142 trials with best loss 0.254745
[2024-01-01 12:09:28,850][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001796 seconds
[2024-01-01 12:09:28,850][hyperopt.tpe][INFO] - TPE using 143/143 trials with best loss 0.254745
[2024-01-01 12:09:28,957][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001878 seconds
[2024-01-01 12:09:28,958][hyperopt.tpe][INFO] - TPE using 144/144 trials with best loss 0.254745
[2024-01-01 12:09:29,112][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001786 seconds
[2024-01-01 12:09:29,112][hyperopt.tpe][INFO] - TPE using 145/145 trials with best loss 0.254745
[2024-01-01 12:09:29,257][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001763 seconds
[2024-01-01 12:09:29,257][hyperopt.tpe][INFO] - TPE using 146/146 trials with best loss 0.254745
[2024-01-01 12:09:29,401][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001806 seconds
[2024-01-01 12:09:29,401][hyperopt.tpe][INFO] - TPE using 147/147 trials with best loss 0.254745
[2024-01-01 12:09:29,546][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001777 seconds
[2024-01-01 12:09:29,546][hyperopt.tpe][INFO] - TPE using 148/148 trials with best loss 0.254745
[2024-01-01 12:09:29,691][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001790 seconds
[2024-01-01 12:09:29,691][hyperopt.tpe][INFO] - TPE using 149/149 trials with best loss 0.254745
[2024-01-01 12:09:29,836][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001783 seconds
[2024-01-01 12:09:29,836][hyperopt.tpe][INFO] - TPE using 150/150 trials with best loss 0.254745
[2024-01-01 12:09:29,981][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001794 seconds
[2024-01-01 12:09:29,981][hyperopt.tpe][INFO] - TPE using 151/151 trials with best loss 0.254745
[2024-01-01 12:09:30,125][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-01 12:09:30,126][hyperopt.tpe][INFO] - TPE using 152/152 trials with best loss 0.254745
[2024-01-01 12:09:30,259][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001804 seconds
[2024-01-01 12:09:30,259][hyperopt.tpe][INFO] - TPE using 153/153 trials with best loss 0.254745
[2024-01-01 12:09:30,385][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001818 seconds
[2024-01-01 12:09:30,385][hyperopt.tpe][INFO] - TPE using 154/154 trials with best loss 0.254745
[2024-01-01 12:09:30,505][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001803 seconds
[2024-01-01 12:09:30,505][hyperopt.tpe][INFO] - TPE using 155/155 trials with best loss 0.254745
[2024-01-01 12:09:30,625][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-01 12:09:30,625][hyperopt.tpe][INFO] - TPE using 156/156 trials with best loss 0.254745
[2024-01-01 12:09:30,735][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001817 seconds
[2024-01-01 12:09:30,735][hyperopt.tpe][INFO] - TPE using 157/157 trials with best loss 0.254745
[2024-01-01 12:09:30,843][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001790 seconds
[2024-01-01 12:09:30,843][hyperopt.tpe][INFO] - TPE using 158/158 trials with best loss 0.254745
[2024-01-01 12:09:30,930][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001803 seconds
[2024-01-01 12:09:30,930][hyperopt.tpe][INFO] - TPE using 159/159 trials with best loss 0.254745
[2024-01-01 12:09:31,055][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001770 seconds
[2024-01-01 12:09:31,055][hyperopt.tpe][INFO] - TPE using 160/160 trials with best loss 0.254745
[2024-01-01 12:09:31,148][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001805 seconds
[2024-01-01 12:09:31,148][hyperopt.tpe][INFO] - TPE using 161/161 trials with best loss 0.254745
[2024-01-01 12:09:31,264][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001765 seconds
[2024-01-01 12:09:31,264][hyperopt.tpe][INFO] - TPE using 162/162 trials with best loss 0.254745
[2024-01-01 12:09:31,369][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001791 seconds
[2024-01-01 12:09:31,369][hyperopt.tpe][INFO] - TPE using 163/163 trials with best loss 0.254745
[2024-01-01 12:09:31,540][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001755 seconds
[2024-01-01 12:09:31,540][hyperopt.tpe][INFO] - TPE using 164/164 trials with best loss 0.254745
[2024-01-01 12:09:31,662][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001785 seconds
[2024-01-01 12:09:31,662][hyperopt.tpe][INFO] - TPE using 165/165 trials with best loss 0.254745
[2024-01-01 12:09:31,748][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001783 seconds
[2024-01-01 12:09:31,749][hyperopt.tpe][INFO] - TPE using 166/166 trials with best loss 0.254745
[2024-01-01 12:09:31,874][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001771 seconds
[2024-01-01 12:09:31,875][hyperopt.tpe][INFO] - TPE using 167/167 trials with best loss 0.254745
[2024-01-01 12:09:32,013][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001779 seconds
[2024-01-01 12:09:32,013][hyperopt.tpe][INFO] - TPE using 168/168 trials with best loss 0.254745
[2024-01-01 12:09:32,104][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001804 seconds
[2024-01-01 12:09:32,105][hyperopt.tpe][INFO] - TPE using 169/169 trials with best loss 0.254745
[2024-01-01 12:09:32,251][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001772 seconds
[2024-01-01 12:09:32,251][hyperopt.tpe][INFO] - TPE using 170/170 trials with best loss 0.254745
[2024-01-01 12:09:32,356][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001805 seconds
[2024-01-01 12:09:32,356][hyperopt.tpe][INFO] - TPE using 171/171 trials with best loss 0.254745
[2024-01-01 12:09:32,464][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001777 seconds
[2024-01-01 12:09:32,464][hyperopt.tpe][INFO] - TPE using 172/172 trials with best loss 0.254745
[2024-01-01 12:09:32,590][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001791 seconds
[2024-01-01 12:09:32,590][hyperopt.tpe][INFO] - TPE using 173/173 trials with best loss 0.254745
[2024-01-01 12:09:32,678][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001785 seconds
[2024-01-01 12:09:32,678][hyperopt.tpe][INFO] - TPE using 174/174 trials with best loss 0.254745
[2024-01-01 12:09:32,801][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001779 seconds
[2024-01-01 12:09:32,802][hyperopt.tpe][INFO] - TPE using 175/175 trials with best loss 0.254745
[2024-01-01 12:09:32,918][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001785 seconds
[2024-01-01 12:09:32,918][hyperopt.tpe][INFO] - TPE using 176/176 trials with best loss 0.254745
[2024-01-01 12:09:33,053][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001790 seconds
[2024-01-01 12:09:33,053][hyperopt.tpe][INFO] - TPE using 177/177 trials with best loss 0.254745
[2024-01-01 12:09:33,168][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001782 seconds
[2024-01-01 12:09:33,168][hyperopt.tpe][INFO] - TPE using 178/178 trials with best loss 0.254745
[2024-01-01 12:09:33,272][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001803 seconds
[2024-01-01 12:09:33,272][hyperopt.tpe][INFO] - TPE using 179/179 trials with best loss 0.254745
[2024-01-01 12:09:33,417][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001776 seconds
[2024-01-01 12:09:33,417][hyperopt.tpe][INFO] - TPE using 180/180 trials with best loss 0.254745
[2024-01-01 12:09:33,522][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001795 seconds
[2024-01-01 12:09:33,522][hyperopt.tpe][INFO] - TPE using 181/181 trials with best loss 0.254745
[2024-01-01 12:09:33,609][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001782 seconds
[2024-01-01 12:09:33,610][hyperopt.tpe][INFO] - TPE using 182/182 trials with best loss 0.254745
[2024-01-01 12:09:33,717][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001823 seconds
[2024-01-01 12:09:33,718][hyperopt.tpe][INFO] - TPE using 183/183 trials with best loss 0.254745
[2024-01-01 12:09:33,873][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001784 seconds
[2024-01-01 12:09:33,873][hyperopt.tpe][INFO] - TPE using 184/184 trials with best loss 0.254745
[2024-01-01 12:09:33,999][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001774 seconds
[2024-01-01 12:09:33,999][hyperopt.tpe][INFO] - TPE using 185/185 trials with best loss 0.254745
[2024-01-01 12:09:34,178][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001785 seconds
[2024-01-01 12:09:34,179][hyperopt.tpe][INFO] - TPE using 186/186 trials with best loss 0.254745
[2024-01-01 12:09:34,312][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001776 seconds
[2024-01-01 12:09:34,312][hyperopt.tpe][INFO] - TPE using 187/187 trials with best loss 0.254745
[2024-01-01 12:09:34,423][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001756 seconds
[2024-01-01 12:09:34,424][hyperopt.tpe][INFO] - TPE using 188/188 trials with best loss 0.254745
[2024-01-01 12:09:34,537][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001782 seconds
[2024-01-01 12:09:34,537][hyperopt.tpe][INFO] - TPE using 189/189 trials with best loss 0.254745
[2024-01-01 12:09:34,665][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001795 seconds
[2024-01-01 12:09:34,665][hyperopt.tpe][INFO] - TPE using 190/190 trials with best loss 0.254745
[2024-01-01 12:09:34,791][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001777 seconds
[2024-01-01 12:09:34,791][hyperopt.tpe][INFO] - TPE using 191/191 trials with best loss 0.254745
[2024-01-01 12:09:34,918][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001763 seconds
[2024-01-01 12:09:34,918][hyperopt.tpe][INFO] - TPE using 192/192 trials with best loss 0.254745
[2024-01-01 12:09:35,056][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001776 seconds
[2024-01-01 12:09:35,057][hyperopt.tpe][INFO] - TPE using 193/193 trials with best loss 0.254745
[2024-01-01 12:09:35,178][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001755 seconds
[2024-01-01 12:09:35,178][hyperopt.tpe][INFO] - TPE using 194/194 trials with best loss 0.254745
[2024-01-01 12:09:35,286][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001809 seconds
[2024-01-01 12:09:35,286][hyperopt.tpe][INFO] - TPE using 195/195 trials with best loss 0.254745
[2024-01-01 12:09:35,414][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001761 seconds
[2024-01-01 12:09:35,415][hyperopt.tpe][INFO] - TPE using 196/196 trials with best loss 0.254745
[2024-01-01 12:09:35,478][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001866 seconds
[2024-01-01 12:09:35,478][hyperopt.tpe][INFO] - TPE using 197/197 trials with best loss 0.254745
[2024-01-01 12:09:35,524][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001797 seconds
[2024-01-01 12:09:35,524][hyperopt.tpe][INFO] - TPE using 198/198 trials with best loss 0.254745
[2024-01-01 12:09:35,587][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001763 seconds
[2024-01-01 12:09:35,587][hyperopt.tpe][INFO] - TPE using 199/199 trials with best loss 0.254745
[2024-01-01 12:09:35,648][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001750 seconds
[2024-01-01 12:09:35,648][hyperopt.tpe][INFO] - TPE using 200/200 trials with best loss 0.254745
[2024-01-01 12:09:35,701][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-01 12:09:35,701][hyperopt.tpe][INFO] - TPE using 201/201 trials with best loss 0.254745
[2024-01-01 12:09:35,777][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001745 seconds
[2024-01-01 12:09:35,777][hyperopt.tpe][INFO] - TPE using 202/202 trials with best loss 0.254745
[2024-01-01 12:09:35,840][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001750 seconds
[2024-01-01 12:09:35,840][hyperopt.tpe][INFO] - TPE using 203/203 trials with best loss 0.254745
[2024-01-01 12:09:35,903][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001752 seconds
[2024-01-01 12:09:35,903][hyperopt.tpe][INFO] - TPE using 204/204 trials with best loss 0.254745
[2024-01-01 12:09:35,965][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001755 seconds
[2024-01-01 12:09:35,965][hyperopt.tpe][INFO] - TPE using 205/205 trials with best loss 0.254745
[2024-01-01 12:09:36,027][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001762 seconds
[2024-01-01 12:09:36,027][hyperopt.tpe][INFO] - TPE using 206/206 trials with best loss 0.254745
[2024-01-01 12:09:36,073][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001770 seconds
[2024-01-01 12:09:36,073][hyperopt.tpe][INFO] - TPE using 207/207 trials with best loss 0.254745
[2024-01-01 12:09:36,134][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001744 seconds
[2024-01-01 12:09:36,134][hyperopt.tpe][INFO] - TPE using 208/208 trials with best loss 0.254745
[2024-01-01 12:09:36,186][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001755 seconds
[2024-01-01 12:09:36,187][hyperopt.tpe][INFO] - TPE using 209/209 trials with best loss 0.254745
[2024-01-01 12:09:36,259][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001766 seconds
[2024-01-01 12:09:36,259][hyperopt.tpe][INFO] - TPE using 210/210 trials with best loss 0.254745
[2024-01-01 12:09:36,322][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001763 seconds
[2024-01-01 12:09:36,322][hyperopt.tpe][INFO] - TPE using 211/211 trials with best loss 0.254745
[2024-01-01 12:09:36,384][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001756 seconds
[2024-01-01 12:09:36,384][hyperopt.tpe][INFO] - TPE using 212/212 trials with best loss 0.254745
[2024-01-01 12:09:36,447][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001768 seconds
[2024-01-01 12:09:36,447][hyperopt.tpe][INFO] - TPE using 213/213 trials with best loss 0.254745
[2024-01-01 12:09:36,510][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001753 seconds
[2024-01-01 12:09:36,510][hyperopt.tpe][INFO] - TPE using 214/214 trials with best loss 0.254745
[2024-01-01 12:09:36,556][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001769 seconds
[2024-01-01 12:09:36,556][hyperopt.tpe][INFO] - TPE using 215/215 trials with best loss 0.254745
[2024-01-01 12:09:36,619][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001752 seconds
[2024-01-01 12:09:36,619][hyperopt.tpe][INFO] - TPE using 216/216 trials with best loss 0.254745
[2024-01-01 12:09:36,671][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001761 seconds
[2024-01-01 12:09:36,672][hyperopt.tpe][INFO] - TPE using 217/217 trials with best loss 0.254745
[2024-01-01 12:09:36,733][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001759 seconds
[2024-01-01 12:09:36,733][hyperopt.tpe][INFO] - TPE using 218/218 trials with best loss 0.254745
[2024-01-01 12:09:36,804][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001771 seconds
[2024-01-01 12:09:36,804][hyperopt.tpe][INFO] - TPE using 219/219 trials with best loss 0.254745
[2024-01-01 12:09:36,867][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001760 seconds
[2024-01-01 12:09:36,867][hyperopt.tpe][INFO] - TPE using 220/220 trials with best loss 0.254745
[2024-01-01 12:09:36,929][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001774 seconds
[2024-01-01 12:09:36,929][hyperopt.tpe][INFO] - TPE using 221/221 trials with best loss 0.254745
[2024-01-01 12:09:36,992][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001760 seconds
[2024-01-01 12:09:36,992][hyperopt.tpe][INFO] - TPE using 222/222 trials with best loss 0.254745
[2024-01-01 12:09:37,038][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001804 seconds
[2024-01-01 12:09:37,038][hyperopt.tpe][INFO] - TPE using 223/223 trials with best loss 0.254745
[2024-01-01 12:09:37,100][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001774 seconds
[2024-01-01 12:09:37,100][hyperopt.tpe][INFO] - TPE using 224/224 trials with best loss 0.254745
[2024-01-01 12:09:37,153][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001800 seconds
[2024-01-01 12:09:37,153][hyperopt.tpe][INFO] - TPE using 225/225 trials with best loss 0.254745
[2024-01-01 12:09:37,206][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001776 seconds
[2024-01-01 12:09:37,207][hyperopt.tpe][INFO] - TPE using 226/226 trials with best loss 0.254745
[2024-01-01 12:09:37,281][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001915 seconds
[2024-01-01 12:09:37,281][hyperopt.tpe][INFO] - TPE using 227/227 trials with best loss 0.254745
[2024-01-01 12:09:37,336][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001769 seconds
[2024-01-01 12:09:37,336][hyperopt.tpe][INFO] - TPE using 228/228 trials with best loss 0.254745
[2024-01-01 12:09:37,492][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001777 seconds
[2024-01-01 12:09:37,492][hyperopt.tpe][INFO] - TPE using 229/229 trials with best loss 0.254745
[2024-01-01 12:09:37,544][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001780 seconds
[2024-01-01 12:09:37,544][hyperopt.tpe][INFO] - TPE using 230/230 trials with best loss 0.254745
[2024-01-01 12:09:37,590][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001792 seconds
[2024-01-01 12:09:37,591][hyperopt.tpe][INFO] - TPE using 231/231 trials with best loss 0.254745
[2024-01-01 12:09:37,643][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001774 seconds
[2024-01-01 12:09:37,643][hyperopt.tpe][INFO] - TPE using 232/232 trials with best loss 0.254745
[2024-01-01 12:09:37,707][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001760 seconds
[2024-01-01 12:09:37,707][hyperopt.tpe][INFO] - TPE using 233/233 trials with best loss 0.254745
[2024-01-01 12:09:37,863][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-01 12:09:37,863][hyperopt.tpe][INFO] - TPE using 234/234 trials with best loss 0.254745
[2024-01-01 12:09:37,939][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001763 seconds
[2024-01-01 12:09:37,940][hyperopt.tpe][INFO] - TPE using 235/235 trials with best loss 0.254745
[2024-01-01 12:09:37,993][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001785 seconds
[2024-01-01 12:09:37,993][hyperopt.tpe][INFO] - TPE using 236/236 trials with best loss 0.254745
[2024-01-01 12:09:38,055][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001779 seconds
[2024-01-01 12:09:38,055][hyperopt.tpe][INFO] - TPE using 237/237 trials with best loss 0.254745
[2024-01-01 12:09:38,110][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001765 seconds
[2024-01-01 12:09:38,110][hyperopt.tpe][INFO] - TPE using 238/238 trials with best loss 0.254745
[2024-01-01 12:09:38,156][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001770 seconds
[2024-01-01 12:09:38,156][hyperopt.tpe][INFO] - TPE using 239/239 trials with best loss 0.254745
[2024-01-01 12:09:38,324][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001784 seconds
[2024-01-01 12:09:38,324][hyperopt.tpe][INFO] - TPE using 240/240 trials with best loss 0.254745
[2024-01-01 12:09:38,388][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001753 seconds
[2024-01-01 12:09:38,388][hyperopt.tpe][INFO] - TPE using 241/241 trials with best loss 0.254745
[2024-01-01 12:09:38,436][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001764 seconds
[2024-01-01 12:09:38,436][hyperopt.tpe][INFO] - TPE using 242/242 trials with best loss 0.254745
[2024-01-01 12:09:38,498][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001775 seconds
[2024-01-01 12:09:38,498][hyperopt.tpe][INFO] - TPE using 243/243 trials with best loss 0.254745
[2024-01-01 12:09:38,560][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001764 seconds
[2024-01-01 12:09:38,560][hyperopt.tpe][INFO] - TPE using 244/244 trials with best loss 0.254745
[2024-01-01 12:09:38,622][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001760 seconds
[2024-01-01 12:09:38,622][hyperopt.tpe][INFO] - TPE using 245/245 trials with best loss 0.254745
[2024-01-01 12:09:38,811][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001779 seconds
[2024-01-01 12:09:38,812][hyperopt.tpe][INFO] - TPE using 246/246 trials with best loss 0.254745
[2024-01-01 12:09:38,875][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001777 seconds
[2024-01-01 12:09:38,875][hyperopt.tpe][INFO] - TPE using 247/247 trials with best loss 0.254745
[2024-01-01 12:09:38,921][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001775 seconds
[2024-01-01 12:09:38,922][hyperopt.tpe][INFO] - TPE using 248/248 trials with best loss 0.254745
[2024-01-01 12:09:38,983][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001809 seconds
[2024-01-01 12:09:38,983][hyperopt.tpe][INFO] - TPE using 249/249 trials with best loss 0.254745
[2024-01-01 12:09:39,033][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001779 seconds
[2024-01-01 12:09:39,033][hyperopt.tpe][INFO] - TPE using 250/250 trials with best loss 0.254745
[2024-01-01 12:09:39,091][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001808 seconds
[2024-01-01 12:09:39,091][hyperopt.tpe][INFO] - TPE using 251/251 trials with best loss 0.254745
[2024-01-01 12:09:39,259][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001788 seconds
[2024-01-01 12:09:39,259][hyperopt.tpe][INFO] - TPE using 252/252 trials with best loss 0.254745
[2024-01-01 12:09:39,323][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-01 12:09:39,323][hyperopt.tpe][INFO] - TPE using 253/253 trials with best loss 0.254745
[2024-01-01 12:09:39,375][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001770 seconds
[2024-01-01 12:09:39,376][hyperopt.tpe][INFO] - TPE using 254/254 trials with best loss 0.254745
[2024-01-01 12:09:39,437][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001792 seconds
[2024-01-01 12:09:39,437][hyperopt.tpe][INFO] - TPE using 255/255 trials with best loss 0.254745
[2024-01-01 12:09:39,518][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001770 seconds
[2024-01-01 12:09:39,519][hyperopt.tpe][INFO] - TPE using 256/256 trials with best loss 0.254745
[2024-01-01 12:09:39,565][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001799 seconds
[2024-01-01 12:09:39,565][hyperopt.tpe][INFO] - TPE using 257/257 trials with best loss 0.254745
[2024-01-01 12:09:39,628][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001753 seconds
[2024-01-01 12:09:39,629][hyperopt.tpe][INFO] - TPE using 258/258 trials with best loss 0.254745
[2024-01-01 12:09:39,692][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001775 seconds
[2024-01-01 12:09:39,693][hyperopt.tpe][INFO] - TPE using 259/259 trials with best loss 0.254745
[2024-01-01 12:09:39,756][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001746 seconds
[2024-01-01 12:09:39,756][hyperopt.tpe][INFO] - TPE using 260/260 trials with best loss 0.254745
[2024-01-01 12:09:39,819][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001781 seconds
[2024-01-01 12:09:39,820][hyperopt.tpe][INFO] - TPE using 261/261 trials with best loss 0.254745
[2024-01-01 12:09:39,883][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001757 seconds
[2024-01-01 12:09:39,883][hyperopt.tpe][INFO] - TPE using 262/262 trials with best loss 0.254745
[2024-01-01 12:09:39,947][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001771 seconds
[2024-01-01 12:09:39,947][hyperopt.tpe][INFO] - TPE using 263/263 trials with best loss 0.254745
[2024-01-01 12:09:40,010][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001758 seconds
[2024-01-01 12:09:40,011][hyperopt.tpe][INFO] - TPE using 264/264 trials with best loss 0.254745
[2024-01-01 12:09:40,074][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001774 seconds
[2024-01-01 12:09:40,074][hyperopt.tpe][INFO] - TPE using 265/265 trials with best loss 0.254745
[2024-01-01 12:09:40,138][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001742 seconds
[2024-01-01 12:09:40,138][hyperopt.tpe][INFO] - TPE using 266/266 trials with best loss 0.254745
