[2023-12-01 14:51:25,935][root][INFO] - Experiment name: xgb_regression_da_and_d1_hyperopt_tune_with_day
[2023-12-01 14:51:47,121][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002515 seconds
[2023-12-01 14:51:47,121][hyperopt.tpe][INFO] - TPE using 133/133 trials with best loss 0.263775
[2023-12-01 14:51:47,207][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002465 seconds
[2023-12-01 14:51:47,207][hyperopt.tpe][INFO] - TPE using 134/134 trials with best loss 0.263775
[2023-12-01 14:51:47,277][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002427 seconds
[2023-12-01 14:51:47,277][hyperopt.tpe][INFO] - TPE using 135/135 trials with best loss 0.263775
[2023-12-01 14:51:47,405][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002430 seconds
[2023-12-01 14:51:47,405][hyperopt.tpe][INFO] - TPE using 136/136 trials with best loss 0.263775
[2023-12-01 14:51:47,476][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002423 seconds
[2023-12-01 14:51:47,476][hyperopt.tpe][INFO] - TPE using 137/137 trials with best loss 0.263775
[2023-12-01 14:51:47,614][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002517 seconds
[2023-12-01 14:51:47,614][hyperopt.tpe][INFO] - TPE using 138/138 trials with best loss 0.263775
[2023-12-01 14:51:47,762][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002425 seconds
[2023-12-01 14:51:47,762][hyperopt.tpe][INFO] - TPE using 139/139 trials with best loss 0.263775
[2023-12-01 14:51:47,882][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002429 seconds
[2023-12-01 14:51:47,882][hyperopt.tpe][INFO] - TPE using 140/140 trials with best loss 0.263775
[2023-12-01 14:51:47,988][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002469 seconds
[2023-12-01 14:51:47,988][hyperopt.tpe][INFO] - TPE using 141/141 trials with best loss 0.263775
[2023-12-01 14:51:48,058][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002430 seconds
[2023-12-01 14:51:48,058][hyperopt.tpe][INFO] - TPE using 142/142 trials with best loss 0.263775
[2023-12-01 14:51:48,128][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002491 seconds
[2023-12-01 14:51:48,128][hyperopt.tpe][INFO] - TPE using 143/143 trials with best loss 0.263775
[2023-12-01 14:51:48,288][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-12-01 14:51:48,288][hyperopt.tpe][INFO] - TPE using 144/144 trials with best loss 0.263775
[2023-12-01 14:51:48,355][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002460 seconds
[2023-12-01 14:51:48,355][hyperopt.tpe][INFO] - TPE using 145/145 trials with best loss 0.263775
[2023-12-01 14:51:48,530][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002479 seconds
[2023-12-01 14:51:48,530][hyperopt.tpe][INFO] - TPE using 146/146 trials with best loss 0.263775
[2023-12-01 14:51:48,727][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002447 seconds
[2023-12-01 14:51:48,728][hyperopt.tpe][INFO] - TPE using 147/147 trials with best loss 0.263775
[2023-12-01 14:51:48,924][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002478 seconds
[2023-12-01 14:51:48,925][hyperopt.tpe][INFO] - TPE using 148/148 trials with best loss 0.263775
[2023-12-01 14:51:49,121][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002448 seconds
[2023-12-01 14:51:49,122][hyperopt.tpe][INFO] - TPE using 149/149 trials with best loss 0.263775
[2023-12-01 14:51:49,298][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002645 seconds
[2023-12-01 14:51:49,298][hyperopt.tpe][INFO] - TPE using 150/150 trials with best loss 0.263775
[2023-12-01 14:51:49,492][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002461 seconds
[2023-12-01 14:51:49,493][hyperopt.tpe][INFO] - TPE using 151/151 trials with best loss 0.263775
[2023-12-01 14:51:49,693][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002445 seconds
[2023-12-01 14:51:49,693][hyperopt.tpe][INFO] - TPE using 152/152 trials with best loss 0.263775
[2023-12-01 14:51:49,873][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002450 seconds
[2023-12-01 14:51:49,873][hyperopt.tpe][INFO] - TPE using 153/153 trials with best loss 0.261864
[2023-12-01 14:51:50,015][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002411 seconds
[2023-12-01 14:51:50,015][hyperopt.tpe][INFO] - TPE using 154/154 trials with best loss 0.261864
[2023-12-01 14:51:50,188][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002464 seconds
[2023-12-01 14:51:50,189][hyperopt.tpe][INFO] - TPE using 155/155 trials with best loss 0.261864
[2023-12-01 14:51:50,326][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002493 seconds
[2023-12-01 14:51:50,327][hyperopt.tpe][INFO] - TPE using 156/156 trials with best loss 0.261864
[2023-12-01 14:51:50,599][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002466 seconds
[2023-12-01 14:51:50,599][hyperopt.tpe][INFO] - TPE using 157/157 trials with best loss 0.261864
[2023-12-01 14:51:50,739][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002422 seconds
[2023-12-01 14:51:50,739][hyperopt.tpe][INFO] - TPE using 158/158 trials with best loss 0.261864
[2023-12-01 14:51:50,922][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002437 seconds
[2023-12-01 14:51:50,922][hyperopt.tpe][INFO] - TPE using 159/159 trials with best loss 0.261833
[2023-12-01 14:51:51,072][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002429 seconds
[2023-12-01 14:51:51,072][hyperopt.tpe][INFO] - TPE using 160/160 trials with best loss 0.261833
[2023-12-01 14:51:51,318][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002534 seconds
[2023-12-01 14:51:51,319][hyperopt.tpe][INFO] - TPE using 161/161 trials with best loss 0.261833
[2023-12-01 14:51:51,465][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002404 seconds
[2023-12-01 14:51:51,465][hyperopt.tpe][INFO] - TPE using 162/162 trials with best loss 0.261833
[2023-12-01 14:51:51,793][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002451 seconds
[2023-12-01 14:51:51,793][hyperopt.tpe][INFO] - TPE using 163/163 trials with best loss 0.261833
[2023-12-01 14:51:51,929][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002410 seconds
[2023-12-01 14:51:51,929][hyperopt.tpe][INFO] - TPE using 164/164 trials with best loss 0.261833
[2023-12-01 14:51:52,057][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002425 seconds
[2023-12-01 14:51:52,057][hyperopt.tpe][INFO] - TPE using 165/165 trials with best loss 0.261833
[2023-12-01 14:51:52,306][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002529 seconds
[2023-12-01 14:51:52,306][hyperopt.tpe][INFO] - TPE using 166/166 trials with best loss 0.261833
[2023-12-01 14:51:52,502][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002436 seconds
[2023-12-01 14:51:52,502][hyperopt.tpe][INFO] - TPE using 167/167 trials with best loss 0.261833
[2023-12-01 14:51:52,698][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002440 seconds
[2023-12-01 14:51:52,698][hyperopt.tpe][INFO] - TPE using 168/168 trials with best loss 0.261833
[2023-12-01 14:51:52,866][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002448 seconds
[2023-12-01 14:51:52,866][hyperopt.tpe][INFO] - TPE using 169/169 trials with best loss 0.261833
[2023-12-01 14:51:53,062][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002493 seconds
[2023-12-01 14:51:53,062][hyperopt.tpe][INFO] - TPE using 170/170 trials with best loss 0.261833
[2023-12-01 14:51:53,258][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002462 seconds
[2023-12-01 14:51:53,259][hyperopt.tpe][INFO] - TPE using 171/171 trials with best loss 0.261833
[2023-12-01 14:51:53,455][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002441 seconds
[2023-12-01 14:51:53,455][hyperopt.tpe][INFO] - TPE using 172/172 trials with best loss 0.261833
[2023-12-01 14:51:53,623][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002460 seconds
[2023-12-01 14:51:53,623][hyperopt.tpe][INFO] - TPE using 173/173 trials with best loss 0.261833
[2023-12-01 14:51:53,819][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002520 seconds
[2023-12-01 14:51:53,819][hyperopt.tpe][INFO] - TPE using 174/174 trials with best loss 0.261833
[2023-12-01 14:51:54,014][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002448 seconds
[2023-12-01 14:51:54,014][hyperopt.tpe][INFO] - TPE using 175/175 trials with best loss 0.261833
[2023-12-01 14:51:54,210][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002480 seconds
[2023-12-01 14:51:54,211][hyperopt.tpe][INFO] - TPE using 176/176 trials with best loss 0.261833
[2023-12-01 14:51:54,340][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002460 seconds
[2023-12-01 14:51:54,340][hyperopt.tpe][INFO] - TPE using 177/177 trials with best loss 0.261833
[2023-12-01 14:51:54,536][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002505 seconds
[2023-12-01 14:51:54,536][hyperopt.tpe][INFO] - TPE using 178/178 trials with best loss 0.261833
[2023-12-01 14:51:54,680][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:51:54,680][hyperopt.tpe][INFO] - TPE using 179/179 trials with best loss 0.261833
[2023-12-01 14:51:54,878][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002471 seconds
[2023-12-01 14:51:54,878][hyperopt.tpe][INFO] - TPE using 180/180 trials with best loss 0.260384
[2023-12-01 14:51:54,951][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002469 seconds
[2023-12-01 14:51:54,951][hyperopt.tpe][INFO] - TPE using 181/181 trials with best loss 0.260384
[2023-12-01 14:51:55,188][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002518 seconds
[2023-12-01 14:51:55,188][hyperopt.tpe][INFO] - TPE using 182/182 trials with best loss 0.260384
[2023-12-01 14:51:55,358][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002448 seconds
[2023-12-01 14:51:55,359][hyperopt.tpe][INFO] - TPE using 183/183 trials with best loss 0.260384
[2023-12-01 14:51:55,484][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002436 seconds
[2023-12-01 14:51:55,485][hyperopt.tpe][INFO] - TPE using 184/184 trials with best loss 0.260384
[2023-12-01 14:51:55,646][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002442 seconds
[2023-12-01 14:51:55,646][hyperopt.tpe][INFO] - TPE using 185/185 trials with best loss 0.260384
[2023-12-01 14:51:55,809][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002479 seconds
[2023-12-01 14:51:55,810][hyperopt.tpe][INFO] - TPE using 186/186 trials with best loss 0.260384
[2023-12-01 14:51:55,956][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002504 seconds
[2023-12-01 14:51:55,956][hyperopt.tpe][INFO] - TPE using 187/187 trials with best loss 0.260384
[2023-12-01 14:51:56,100][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002441 seconds
[2023-12-01 14:51:56,101][hyperopt.tpe][INFO] - TPE using 188/188 trials with best loss 0.260384
[2023-12-01 14:51:56,249][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002450 seconds
[2023-12-01 14:51:56,249][hyperopt.tpe][INFO] - TPE using 189/189 trials with best loss 0.260384
[2023-12-01 14:51:56,398][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:51:56,398][hyperopt.tpe][INFO] - TPE using 190/190 trials with best loss 0.260384
[2023-12-01 14:51:56,538][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002489 seconds
[2023-12-01 14:51:56,538][hyperopt.tpe][INFO] - TPE using 191/191 trials with best loss 0.260384
[2023-12-01 14:51:56,687][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002482 seconds
[2023-12-01 14:51:56,687][hyperopt.tpe][INFO] - TPE using 192/192 trials with best loss 0.260384
[2023-12-01 14:51:56,836][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:51:56,836][hyperopt.tpe][INFO] - TPE using 193/193 trials with best loss 0.260384
[2023-12-01 14:51:56,984][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002467 seconds
[2023-12-01 14:51:56,985][hyperopt.tpe][INFO] - TPE using 194/194 trials with best loss 0.260384
[2023-12-01 14:51:57,133][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002446 seconds
[2023-12-01 14:51:57,133][hyperopt.tpe][INFO] - TPE using 195/195 trials with best loss 0.260384
[2023-12-01 14:51:57,282][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:51:57,282][hyperopt.tpe][INFO] - TPE using 196/196 trials with best loss 0.260384
[2023-12-01 14:51:57,423][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:51:57,423][hyperopt.tpe][INFO] - TPE using 197/197 trials with best loss 0.260384
[2023-12-01 14:51:57,572][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002458 seconds
[2023-12-01 14:51:57,572][hyperopt.tpe][INFO] - TPE using 198/198 trials with best loss 0.260384
[2023-12-01 14:51:57,721][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002440 seconds
[2023-12-01 14:51:57,721][hyperopt.tpe][INFO] - TPE using 199/199 trials with best loss 0.260384
[2023-12-01 14:51:57,870][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002473 seconds
[2023-12-01 14:51:57,870][hyperopt.tpe][INFO] - TPE using 200/200 trials with best loss 0.260384
[2023-12-01 14:51:58,019][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002459 seconds
[2023-12-01 14:51:58,019][hyperopt.tpe][INFO] - TPE using 201/201 trials with best loss 0.260384
[2023-12-01 14:51:58,167][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002447 seconds
[2023-12-01 14:51:58,167][hyperopt.tpe][INFO] - TPE using 202/202 trials with best loss 0.260384
[2023-12-01 14:51:58,314][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002462 seconds
[2023-12-01 14:51:58,314][hyperopt.tpe][INFO] - TPE using 203/203 trials with best loss 0.260384
[2023-12-01 14:51:58,462][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002480 seconds
[2023-12-01 14:51:58,463][hyperopt.tpe][INFO] - TPE using 204/204 trials with best loss 0.260384
[2023-12-01 14:51:58,592][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002431 seconds
[2023-12-01 14:51:58,593][hyperopt.tpe][INFO] - TPE using 205/205 trials with best loss 0.260384
[2023-12-01 14:51:58,733][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:51:58,734][hyperopt.tpe][INFO] - TPE using 206/206 trials with best loss 0.260384
[2023-12-01 14:51:58,882][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002467 seconds
[2023-12-01 14:51:58,882][hyperopt.tpe][INFO] - TPE using 207/207 trials with best loss 0.260384
[2023-12-01 14:51:59,017][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002451 seconds
[2023-12-01 14:51:59,017][hyperopt.tpe][INFO] - TPE using 208/208 trials with best loss 0.260384
[2023-12-01 14:51:59,149][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-12-01 14:51:59,149][hyperopt.tpe][INFO] - TPE using 209/209 trials with best loss 0.260384
[2023-12-01 14:51:59,297][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:51:59,297][hyperopt.tpe][INFO] - TPE using 210/210 trials with best loss 0.260384
[2023-12-01 14:51:59,430][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002437 seconds
[2023-12-01 14:51:59,431][hyperopt.tpe][INFO] - TPE using 211/211 trials with best loss 0.260384
[2023-12-01 14:51:59,580][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002472 seconds
[2023-12-01 14:51:59,581][hyperopt.tpe][INFO] - TPE using 212/212 trials with best loss 0.260384
[2023-12-01 14:51:59,720][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002426 seconds
[2023-12-01 14:51:59,720][hyperopt.tpe][INFO] - TPE using 213/213 trials with best loss 0.260384
[2023-12-01 14:51:59,856][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002445 seconds
[2023-12-01 14:51:59,856][hyperopt.tpe][INFO] - TPE using 214/214 trials with best loss 0.260384
[2023-12-01 14:52:00,004][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002461 seconds
[2023-12-01 14:52:00,005][hyperopt.tpe][INFO] - TPE using 215/215 trials with best loss 0.260384
[2023-12-01 14:52:00,057][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002424 seconds
[2023-12-01 14:52:00,057][hyperopt.tpe][INFO] - TPE using 216/216 trials with best loss 0.260384
[2023-12-01 14:52:00,199][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-12-01 14:52:00,199][hyperopt.tpe][INFO] - TPE using 217/217 trials with best loss 0.260384
[2023-12-01 14:52:00,348][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002462 seconds
[2023-12-01 14:52:00,348][hyperopt.tpe][INFO] - TPE using 218/218 trials with best loss 0.260384
[2023-12-01 14:52:00,463][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002423 seconds
[2023-12-01 14:52:00,463][hyperopt.tpe][INFO] - TPE using 219/219 trials with best loss 0.260384
[2023-12-01 14:52:00,630][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002451 seconds
[2023-12-01 14:52:00,630][hyperopt.tpe][INFO] - TPE using 220/220 trials with best loss 0.260384
[2023-12-01 14:52:00,677][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002449 seconds
[2023-12-01 14:52:00,678][hyperopt.tpe][INFO] - TPE using 221/221 trials with best loss 0.260384
[2023-12-01 14:52:00,810][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002437 seconds
[2023-12-01 14:52:00,811][hyperopt.tpe][INFO] - TPE using 222/222 trials with best loss 0.260384
[2023-12-01 14:52:00,979][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002477 seconds
[2023-12-01 14:52:00,980][hyperopt.tpe][INFO] - TPE using 223/223 trials with best loss 0.260384
[2023-12-01 14:52:01,199][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.049163 seconds
[2023-12-01 14:52:01,200][hyperopt.tpe][INFO] - TPE using 224/224 trials with best loss 0.260384
[2023-12-01 14:52:01,318][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:52:01,319][hyperopt.tpe][INFO] - TPE using 225/225 trials with best loss 0.260384
[2023-12-01 14:52:01,426][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002424 seconds
[2023-12-01 14:52:01,427][hyperopt.tpe][INFO] - TPE using 226/226 trials with best loss 0.260384
[2023-12-01 14:52:01,482][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002423 seconds
[2023-12-01 14:52:01,482][hyperopt.tpe][INFO] - TPE using 227/227 trials with best loss 0.260384
[2023-12-01 14:52:01,612][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002426 seconds
[2023-12-01 14:52:01,612][hyperopt.tpe][INFO] - TPE using 228/228 trials with best loss 0.260384
[2023-12-01 14:52:01,767][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002482 seconds
[2023-12-01 14:52:01,767][hyperopt.tpe][INFO] - TPE using 229/229 trials with best loss 0.260384
[2023-12-01 14:52:01,902][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002439 seconds
[2023-12-01 14:52:01,903][hyperopt.tpe][INFO] - TPE using 230/230 trials with best loss 0.260384
[2023-12-01 14:52:02,037][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002437 seconds
[2023-12-01 14:52:02,038][hyperopt.tpe][INFO] - TPE using 231/231 trials with best loss 0.260384
[2023-12-01 14:52:02,146][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002418 seconds
[2023-12-01 14:52:02,146][hyperopt.tpe][INFO] - TPE using 232/232 trials with best loss 0.260384
[2023-12-01 14:52:02,199][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002414 seconds
[2023-12-01 14:52:02,199][hyperopt.tpe][INFO] - TPE using 233/233 trials with best loss 0.260384
[2023-12-01 14:52:02,333][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002414 seconds
[2023-12-01 14:52:02,334][hyperopt.tpe][INFO] - TPE using 234/234 trials with best loss 0.260384
[2023-12-01 14:52:02,482][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002459 seconds
[2023-12-01 14:52:02,482][hyperopt.tpe][INFO] - TPE using 235/235 trials with best loss 0.260384
[2023-12-01 14:52:02,664][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002453 seconds
[2023-12-01 14:52:02,665][hyperopt.tpe][INFO] - TPE using 236/236 trials with best loss 0.260384
[2023-12-01 14:52:02,773][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002404 seconds
[2023-12-01 14:52:02,773][hyperopt.tpe][INFO] - TPE using 237/237 trials with best loss 0.260384
[2023-12-01 14:52:02,912][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002423 seconds
[2023-12-01 14:52:02,912][hyperopt.tpe][INFO] - TPE using 238/238 trials with best loss 0.260384
[2023-12-01 14:52:02,969][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002540 seconds
[2023-12-01 14:52:02,969][hyperopt.tpe][INFO] - TPE using 239/239 trials with best loss 0.260384
[2023-12-01 14:52:03,099][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002459 seconds
[2023-12-01 14:52:03,100][hyperopt.tpe][INFO] - TPE using 240/240 trials with best loss 0.260384
[2023-12-01 14:52:03,242][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002448 seconds
[2023-12-01 14:52:03,242][hyperopt.tpe][INFO] - TPE using 241/241 trials with best loss 0.260384
[2023-12-01 14:52:03,376][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:52:03,377][hyperopt.tpe][INFO] - TPE using 242/242 trials with best loss 0.260384
[2023-12-01 14:52:03,488][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002631 seconds
[2023-12-01 14:52:03,489][hyperopt.tpe][INFO] - TPE using 243/243 trials with best loss 0.260384
[2023-12-01 14:52:03,668][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002572 seconds
[2023-12-01 14:52:03,668][hyperopt.tpe][INFO] - TPE using 244/244 trials with best loss 0.260384
[2023-12-01 14:52:03,721][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002436 seconds
[2023-12-01 14:52:03,722][hyperopt.tpe][INFO] - TPE using 245/245 trials with best loss 0.260384
[2023-12-01 14:52:03,870][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002474 seconds
[2023-12-01 14:52:03,870][hyperopt.tpe][INFO] - TPE using 246/246 trials with best loss 0.260384
[2023-12-01 14:52:04,024][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002430 seconds
[2023-12-01 14:52:04,024][hyperopt.tpe][INFO] - TPE using 247/247 trials with best loss 0.260384
[2023-12-01 14:52:04,164][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002472 seconds
[2023-12-01 14:52:04,164][hyperopt.tpe][INFO] - TPE using 248/248 trials with best loss 0.260384
[2023-12-01 14:52:04,316][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002478 seconds
[2023-12-01 14:52:04,316][hyperopt.tpe][INFO] - TPE using 249/249 trials with best loss 0.260384
[2023-12-01 14:52:04,492][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002421 seconds
[2023-12-01 14:52:04,492][hyperopt.tpe][INFO] - TPE using 250/250 trials with best loss 0.260384
[2023-12-01 14:52:04,539][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002446 seconds
[2023-12-01 14:52:04,540][hyperopt.tpe][INFO] - TPE using 251/251 trials with best loss 0.260384
[2023-12-01 14:52:04,684][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002429 seconds
[2023-12-01 14:52:04,684][hyperopt.tpe][INFO] - TPE using 252/252 trials with best loss 0.260384
[2023-12-01 14:52:04,853][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002458 seconds
[2023-12-01 14:52:04,853][hyperopt.tpe][INFO] - TPE using 253/253 trials with best loss 0.260384
[2023-12-01 14:52:04,974][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002437 seconds
[2023-12-01 14:52:04,975][hyperopt.tpe][INFO] - TPE using 254/254 trials with best loss 0.260384
[2023-12-01 14:52:05,132][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002460 seconds
[2023-12-01 14:52:05,132][hyperopt.tpe][INFO] - TPE using 255/255 trials with best loss 0.260384
[2023-12-01 14:52:05,300][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002485 seconds
[2023-12-01 14:52:05,301][hyperopt.tpe][INFO] - TPE using 256/256 trials with best loss 0.260384
[2023-12-01 14:52:05,361][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002436 seconds
[2023-12-01 14:52:05,361][hyperopt.tpe][INFO] - TPE using 257/257 trials with best loss 0.260384
[2023-12-01 14:52:05,510][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002474 seconds
[2023-12-01 14:52:05,510][hyperopt.tpe][INFO] - TPE using 258/258 trials with best loss 0.260384
[2023-12-01 14:52:05,685][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002538 seconds
[2023-12-01 14:52:05,685][hyperopt.tpe][INFO] - TPE using 259/259 trials with best loss 0.260384
[2023-12-01 14:52:05,854][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002461 seconds
[2023-12-01 14:52:05,855][hyperopt.tpe][INFO] - TPE using 260/260 trials with best loss 0.260384
[2023-12-01 14:52:06,003][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002467 seconds
[2023-12-01 14:52:06,004][hyperopt.tpe][INFO] - TPE using 261/261 trials with best loss 0.260384
[2023-12-01 14:52:06,152][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-12-01 14:52:06,152][hyperopt.tpe][INFO] - TPE using 262/262 trials with best loss 0.260384
[2023-12-01 14:52:06,325][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002535 seconds
[2023-12-01 14:52:06,326][hyperopt.tpe][INFO] - TPE using 263/263 trials with best loss 0.260384
[2023-12-01 14:52:06,499][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002466 seconds
[2023-12-01 14:52:06,499][hyperopt.tpe][INFO] - TPE using 264/264 trials with best loss 0.260384
[2023-12-01 14:52:06,673][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002460 seconds
[2023-12-01 14:52:06,673][hyperopt.tpe][INFO] - TPE using 265/265 trials with best loss 0.260384
[2023-12-01 14:52:06,846][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002452 seconds
[2023-12-01 14:52:06,847][hyperopt.tpe][INFO] - TPE using 266/266 trials with best loss 0.260384
