[2023-11-29 16:10:28,320][root][INFO] - Experiment name: xgb_regression_da_only_hyperopt_tune
[2023-11-29 16:12:01,680][hyperopt.tpe][INFO] - TPE using 237/237 trials with best loss 0.226306
[2023-11-29 16:12:02,192][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002328 seconds
[2023-11-29 16:12:02,193][hyperopt.tpe][INFO] - TPE using 238/238 trials with best loss 0.226306
[2023-11-29 16:12:03,093][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002516 seconds
[2023-11-29 16:12:03,094][hyperopt.tpe][INFO] - TPE using 239/239 trials with best loss 0.226306
[2023-11-29 16:12:03,803][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002338 seconds
[2023-11-29 16:12:03,804][hyperopt.tpe][INFO] - TPE using 240/240 trials with best loss 0.226306
[2023-11-29 16:12:03,845][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002313 seconds
[2023-11-29 16:12:03,846][hyperopt.tpe][INFO] - TPE using 241/241 trials with best loss 0.226306
[2023-11-29 16:12:03,921][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002392 seconds
[2023-11-29 16:12:03,921][hyperopt.tpe][INFO] - TPE using 242/242 trials with best loss 0.226306
[2023-11-29 16:12:04,085][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002327 seconds
[2023-11-29 16:12:04,086][hyperopt.tpe][INFO] - TPE using 243/243 trials with best loss 0.226306
[2023-11-29 16:12:04,857][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002309 seconds
[2023-11-29 16:12:04,858][hyperopt.tpe][INFO] - TPE using 244/244 trials with best loss 0.226306
[2023-11-29 16:12:05,526][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002330 seconds
[2023-11-29 16:12:05,529][hyperopt.tpe][INFO] - TPE using 245/245 trials with best loss 0.226306
[2023-11-29 16:12:05,829][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002329 seconds
[2023-11-29 16:12:05,842][hyperopt.tpe][INFO] - TPE using 246/246 trials with best loss 0.226306
[2023-11-29 16:12:06,328][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002316 seconds
[2023-11-29 16:12:06,331][hyperopt.tpe][INFO] - TPE using 247/247 trials with best loss 0.226306
[2023-11-29 16:12:06,397][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002389 seconds
[2023-11-29 16:12:06,398][hyperopt.tpe][INFO] - TPE using 248/248 trials with best loss 0.226306
[2023-11-29 16:12:07,136][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002347 seconds
[2023-11-29 16:12:07,138][hyperopt.tpe][INFO] - TPE using 249/249 trials with best loss 0.226306
[2023-11-29 16:12:07,211][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002312 seconds
[2023-11-29 16:12:07,212][hyperopt.tpe][INFO] - TPE using 250/250 trials with best loss 0.226306
[2023-11-29 16:12:07,286][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002326 seconds
[2023-11-29 16:12:07,286][hyperopt.tpe][INFO] - TPE using 251/251 trials with best loss 0.226306
[2023-11-29 16:12:08,096][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002321 seconds
[2023-11-29 16:12:08,096][hyperopt.tpe][INFO] - TPE using 252/252 trials with best loss 0.226306
[2023-11-29 16:12:08,752][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002310 seconds
[2023-11-29 16:12:08,752][hyperopt.tpe][INFO] - TPE using 253/253 trials with best loss 0.226306
[2023-11-29 16:12:09,543][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002382 seconds
[2023-11-29 16:12:09,543][hyperopt.tpe][INFO] - TPE using 254/254 trials with best loss 0.226306
[2023-11-29 16:12:09,592][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002304 seconds
[2023-11-29 16:12:09,593][hyperopt.tpe][INFO] - TPE using 255/255 trials with best loss 0.226306
[2023-11-29 16:12:10,108][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002317 seconds
[2023-11-29 16:12:10,108][hyperopt.tpe][INFO] - TPE using 256/256 trials with best loss 0.226306
[2023-11-29 16:12:10,279][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002320 seconds
[2023-11-29 16:12:10,279][hyperopt.tpe][INFO] - TPE using 257/257 trials with best loss 0.226306
[2023-11-29 16:12:11,101][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002326 seconds
[2023-11-29 16:12:11,101][hyperopt.tpe][INFO] - TPE using 258/258 trials with best loss 0.226306
[2023-11-29 16:12:11,905][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002333 seconds
[2023-11-29 16:12:11,905][hyperopt.tpe][INFO] - TPE using 259/259 trials with best loss 0.226306
[2023-11-29 16:12:12,718][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002419 seconds
[2023-11-29 16:12:12,719][hyperopt.tpe][INFO] - TPE using 260/260 trials with best loss 0.226306
[2023-11-29 16:12:13,535][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002336 seconds
[2023-11-29 16:12:13,536][hyperopt.tpe][INFO] - TPE using 261/261 trials with best loss 0.226306
[2023-11-29 16:12:14,350][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002317 seconds
[2023-11-29 16:12:14,350][hyperopt.tpe][INFO] - TPE using 262/262 trials with best loss 0.226306
[2023-11-29 16:12:15,171][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002337 seconds
[2023-11-29 16:12:15,172][hyperopt.tpe][INFO] - TPE using 263/263 trials with best loss 0.226306
[2023-11-29 16:12:15,979][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002325 seconds
[2023-11-29 16:12:15,980][hyperopt.tpe][INFO] - TPE using 264/264 trials with best loss 0.226306
[2023-11-29 16:12:16,785][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002313 seconds
[2023-11-29 16:12:16,786][hyperopt.tpe][INFO] - TPE using 265/265 trials with best loss 0.226306
[2023-11-29 16:12:17,591][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002388 seconds
[2023-11-29 16:12:17,592][hyperopt.tpe][INFO] - TPE using 266/266 trials with best loss 0.226306
[2023-11-29 16:12:18,403][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002327 seconds
[2023-11-29 16:12:18,411][hyperopt.tpe][INFO] - TPE using 267/267 trials with best loss 0.226306
[2023-11-29 16:12:19,226][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002331 seconds
[2023-11-29 16:12:19,229][hyperopt.tpe][INFO] - TPE using 268/268 trials with best loss 0.226306
[2023-11-29 16:12:20,051][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002327 seconds
[2023-11-29 16:12:20,051][hyperopt.tpe][INFO] - TPE using 269/269 trials with best loss 0.226306
[2023-11-29 16:12:20,873][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002329 seconds
[2023-11-29 16:12:20,873][hyperopt.tpe][INFO] - TPE using 270/270 trials with best loss 0.226306
[2023-11-29 16:12:21,627][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002321 seconds
[2023-11-29 16:12:21,627][hyperopt.tpe][INFO] - TPE using 271/271 trials with best loss 0.226306
[2023-11-29 16:12:22,356][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002378 seconds
[2023-11-29 16:12:22,357][hyperopt.tpe][INFO] - TPE using 272/272 trials with best loss 0.226306
[2023-11-29 16:12:23,165][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002316 seconds
[2023-11-29 16:12:23,166][hyperopt.tpe][INFO] - TPE using 273/273 trials with best loss 0.226306
[2023-11-29 16:12:23,968][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002319 seconds
[2023-11-29 16:12:23,969][hyperopt.tpe][INFO] - TPE using 274/274 trials with best loss 0.226306
[2023-11-29 16:12:24,702][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002334 seconds
[2023-11-29 16:12:24,703][hyperopt.tpe][INFO] - TPE using 275/275 trials with best loss 0.226306
[2023-11-29 16:12:24,864][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002320 seconds
[2023-11-29 16:12:24,864][hyperopt.tpe][INFO] - TPE using 276/276 trials with best loss 0.226306
[2023-11-29 16:12:24,938][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002306 seconds
[2023-11-29 16:12:24,938][hyperopt.tpe][INFO] - TPE using 277/277 trials with best loss 0.226306
[2023-11-29 16:12:25,707][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002365 seconds
[2023-11-29 16:12:25,708][hyperopt.tpe][INFO] - TPE using 278/278 trials with best loss 0.226306
[2023-11-29 16:12:26,548][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002353 seconds
[2023-11-29 16:12:26,548][hyperopt.tpe][INFO] - TPE using 279/279 trials with best loss 0.226306
[2023-11-29 16:12:27,214][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002300 seconds
[2023-11-29 16:12:27,214][hyperopt.tpe][INFO] - TPE using 280/280 trials with best loss 0.226306
[2023-11-29 16:12:27,518][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002330 seconds
[2023-11-29 16:12:27,519][hyperopt.tpe][INFO] - TPE using 281/281 trials with best loss 0.226306
[2023-11-29 16:12:28,319][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002331 seconds
[2023-11-29 16:12:28,320][hyperopt.tpe][INFO] - TPE using 282/282 trials with best loss 0.226306
[2023-11-29 16:12:28,378][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002317 seconds
[2023-11-29 16:12:28,378][hyperopt.tpe][INFO] - TPE using 283/283 trials with best loss 0.226306
[2023-11-29 16:12:29,183][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002390 seconds
[2023-11-29 16:12:29,183][hyperopt.tpe][INFO] - TPE using 284/284 trials with best loss 0.226306
[2023-11-29 16:12:29,986][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002394 seconds
[2023-11-29 16:12:29,986][hyperopt.tpe][INFO] - TPE using 285/285 trials with best loss 0.226306
[2023-11-29 16:12:30,121][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002316 seconds
[2023-11-29 16:12:30,122][hyperopt.tpe][INFO] - TPE using 286/286 trials with best loss 0.226306
[2023-11-29 16:12:30,287][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002325 seconds
[2023-11-29 16:12:30,287][hyperopt.tpe][INFO] - TPE using 287/287 trials with best loss 0.226306
[2023-11-29 16:12:30,366][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002327 seconds
[2023-11-29 16:12:30,366][hyperopt.tpe][INFO] - TPE using 288/288 trials with best loss 0.226306
[2023-11-29 16:12:31,185][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002337 seconds
[2023-11-29 16:12:31,185][hyperopt.tpe][INFO] - TPE using 289/289 trials with best loss 0.226306
[2023-11-29 16:12:31,848][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002376 seconds
[2023-11-29 16:12:31,848][hyperopt.tpe][INFO] - TPE using 290/290 trials with best loss 0.226306
[2023-11-29 16:12:31,898][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002324 seconds
[2023-11-29 16:12:31,898][hyperopt.tpe][INFO] - TPE using 291/291 trials with best loss 0.226306
[2023-11-29 16:12:32,716][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002336 seconds
[2023-11-29 16:12:32,716][hyperopt.tpe][INFO] - TPE using 292/292 trials with best loss 0.226306
[2023-11-29 16:12:32,891][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002333 seconds
[2023-11-29 16:12:32,891][hyperopt.tpe][INFO] - TPE using 293/293 trials with best loss 0.226306
[2023-11-29 16:12:33,618][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002319 seconds
[2023-11-29 16:12:33,619][hyperopt.tpe][INFO] - TPE using 294/294 trials with best loss 0.226306
[2023-11-29 16:12:34,314][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002305 seconds
[2023-11-29 16:12:34,314][hyperopt.tpe][INFO] - TPE using 295/295 trials with best loss 0.226306
[2023-11-29 16:12:34,476][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002404 seconds
[2023-11-29 16:12:34,476][hyperopt.tpe][INFO] - TPE using 296/296 trials with best loss 0.226306
[2023-11-29 16:12:35,165][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002331 seconds
[2023-11-29 16:12:35,165][hyperopt.tpe][INFO] - TPE using 297/297 trials with best loss 0.226306
[2023-11-29 16:12:35,198][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002350 seconds
[2023-11-29 16:12:35,198][hyperopt.tpe][INFO] - TPE using 298/298 trials with best loss 0.226306
[2023-11-29 16:12:36,005][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002324 seconds
[2023-11-29 16:12:36,006][hyperopt.tpe][INFO] - TPE using 299/299 trials with best loss 0.226306
[2023-11-29 16:12:36,669][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002330 seconds
[2023-11-29 16:12:36,669][hyperopt.tpe][INFO] - TPE using 300/300 trials with best loss 0.226306
[2023-11-29 16:12:37,470][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002326 seconds
[2023-11-29 16:12:37,470][hyperopt.tpe][INFO] - TPE using 301/301 trials with best loss 0.226306
[2023-11-29 16:12:37,577][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002375 seconds
[2023-11-29 16:12:37,577][hyperopt.tpe][INFO] - TPE using 302/302 trials with best loss 0.226306
[2023-11-29 16:12:38,096][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002337 seconds
[2023-11-29 16:12:38,096][hyperopt.tpe][INFO] - TPE using 303/303 trials with best loss 0.226306
[2023-11-29 16:12:38,907][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002318 seconds
[2023-11-29 16:12:38,907][hyperopt.tpe][INFO] - TPE using 304/304 trials with best loss 0.226306
[2023-11-29 16:12:39,620][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002327 seconds
[2023-11-29 16:12:39,620][hyperopt.tpe][INFO] - TPE using 305/305 trials with best loss 0.226306
[2023-11-29 16:12:40,288][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002330 seconds
[2023-11-29 16:12:40,288][hyperopt.tpe][INFO] - TPE using 306/306 trials with best loss 0.226306
[2023-11-29 16:12:40,330][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002319 seconds
[2023-11-29 16:12:40,330][hyperopt.tpe][INFO] - TPE using 307/307 trials with best loss 0.226306
[2023-11-29 16:12:40,407][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002408 seconds
[2023-11-29 16:12:40,407][hyperopt.tpe][INFO] - TPE using 308/308 trials with best loss 0.226306
[2023-11-29 16:12:41,183][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002330 seconds
[2023-11-29 16:12:41,183][hyperopt.tpe][INFO] - TPE using 309/309 trials with best loss 0.226306
[2023-11-29 16:12:41,310][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002328 seconds
[2023-11-29 16:12:41,310][hyperopt.tpe][INFO] - TPE using 310/310 trials with best loss 0.226306
[2023-11-29 16:12:41,607][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002328 seconds
[2023-11-29 16:12:41,608][hyperopt.tpe][INFO] - TPE using 311/311 trials with best loss 0.226306
[2023-11-29 16:12:42,417][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002323 seconds
[2023-11-29 16:12:42,417][hyperopt.tpe][INFO] - TPE using 312/312 trials with best loss 0.226306
[2023-11-29 16:12:43,159][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002326 seconds
[2023-11-29 16:12:43,159][hyperopt.tpe][INFO] - TPE using 313/313 trials with best loss 0.226306
[2023-11-29 16:12:43,673][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002398 seconds
[2023-11-29 16:12:43,680][hyperopt.tpe][INFO] - TPE using 314/314 trials with best loss 0.226306
[2023-11-29 16:12:43,795][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.051460 seconds
[2023-11-29 16:12:43,796][hyperopt.tpe][INFO] - TPE using 315/315 trials with best loss 0.226306
[2023-11-29 16:12:44,511][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002337 seconds
[2023-11-29 16:12:44,511][hyperopt.tpe][INFO] - TPE using 316/316 trials with best loss 0.226306
[2023-11-29 16:12:44,667][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002337 seconds
[2023-11-29 16:12:44,667][hyperopt.tpe][INFO] - TPE using 317/317 trials with best loss 0.226306
[2023-11-29 16:12:44,722][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002313 seconds
[2023-11-29 16:12:44,722][hyperopt.tpe][INFO] - TPE using 318/318 trials with best loss 0.226306
[2023-11-29 16:12:45,541][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002336 seconds
[2023-11-29 16:12:45,541][hyperopt.tpe][INFO] - TPE using 319/319 trials with best loss 0.226306
[2023-11-29 16:12:46,244][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002392 seconds
[2023-11-29 16:12:46,245][hyperopt.tpe][INFO] - TPE using 320/320 trials with best loss 0.226306
[2023-11-29 16:12:46,522][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002357 seconds
[2023-11-29 16:12:46,523][hyperopt.tpe][INFO] - TPE using 321/321 trials with best loss 0.226306
[2023-11-29 16:12:47,365][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002319 seconds
[2023-11-29 16:12:47,365][hyperopt.tpe][INFO] - TPE using 322/322 trials with best loss 0.226306
[2023-11-29 16:12:47,432][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002356 seconds
[2023-11-29 16:12:47,433][hyperopt.tpe][INFO] - TPE using 323/323 trials with best loss 0.226306
[2023-11-29 16:12:47,916][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002342 seconds
[2023-11-29 16:12:47,917][hyperopt.tpe][INFO] - TPE using 324/324 trials with best loss 0.226306
[2023-11-29 16:12:48,725][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002323 seconds
[2023-11-29 16:12:48,725][hyperopt.tpe][INFO] - TPE using 325/325 trials with best loss 0.226306
[2023-11-29 16:12:48,797][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002389 seconds
[2023-11-29 16:12:48,797][hyperopt.tpe][INFO] - TPE using 326/326 trials with best loss 0.226306
[2023-11-29 16:12:49,507][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002332 seconds
[2023-11-29 16:12:49,507][hyperopt.tpe][INFO] - TPE using 327/327 trials with best loss 0.226306
[2023-11-29 16:12:49,583][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002347 seconds
[2023-11-29 16:12:49,583][hyperopt.tpe][INFO] - TPE using 328/328 trials with best loss 0.226306
[2023-11-29 16:12:50,387][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002330 seconds
[2023-11-29 16:12:50,387][hyperopt.tpe][INFO] - TPE using 329/329 trials with best loss 0.226306
[2023-11-29 16:12:51,050][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002338 seconds
[2023-11-29 16:12:51,051][hyperopt.tpe][INFO] - TPE using 330/330 trials with best loss 0.226306
[2023-11-29 16:12:51,118][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002330 seconds
[2023-11-29 16:12:51,118][hyperopt.tpe][INFO] - TPE using 331/331 trials with best loss 0.226306
[2023-11-29 16:12:51,438][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002404 seconds
[2023-11-29 16:12:51,439][hyperopt.tpe][INFO] - TPE using 332/332 trials with best loss 0.226306
[2023-11-29 16:12:52,256][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002335 seconds
[2023-11-29 16:12:52,256][hyperopt.tpe][INFO] - TPE using 333/333 trials with best loss 0.226306
[2023-11-29 16:12:52,386][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002316 seconds
[2023-11-29 16:12:52,386][hyperopt.tpe][INFO] - TPE using 334/334 trials with best loss 0.226306
[2023-11-29 16:12:53,196][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002355 seconds
[2023-11-29 16:12:53,196][hyperopt.tpe][INFO] - TPE using 335/335 trials with best loss 0.226306
[2023-11-29 16:12:53,951][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002360 seconds
[2023-11-29 16:12:53,952][hyperopt.tpe][INFO] - TPE using 336/336 trials with best loss 0.226306
[2023-11-29 16:12:54,111][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002319 seconds
[2023-11-29 16:12:54,112][hyperopt.tpe][INFO] - TPE using 337/337 trials with best loss 0.226306
[2023-11-29 16:12:54,784][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002385 seconds
[2023-11-29 16:12:54,784][hyperopt.tpe][INFO] - TPE using 338/338 trials with best loss 0.226306
[2023-11-29 16:12:54,818][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002326 seconds
[2023-11-29 16:12:54,818][hyperopt.tpe][INFO] - TPE using 339/339 trials with best loss 0.226306
[2023-11-29 16:12:55,594][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002335 seconds
[2023-11-29 16:12:55,594][hyperopt.tpe][INFO] - TPE using 340/340 trials with best loss 0.226306
[2023-11-29 16:12:56,251][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002316 seconds
[2023-11-29 16:12:56,252][hyperopt.tpe][INFO] - TPE using 341/341 trials with best loss 0.226306
[2023-11-29 16:12:56,361][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002335 seconds
[2023-11-29 16:12:56,361][hyperopt.tpe][INFO] - TPE using 342/342 trials with best loss 0.226306
[2023-11-29 16:12:57,173][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-11-29 16:12:57,173][hyperopt.tpe][INFO] - TPE using 343/343 trials with best loss 0.226306
[2023-11-29 16:12:57,644][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002393 seconds
[2023-11-29 16:12:57,644][hyperopt.tpe][INFO] - TPE using 344/344 trials with best loss 0.226306
[2023-11-29 16:12:58,465][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002332 seconds
[2023-11-29 16:12:58,466][hyperopt.tpe][INFO] - TPE using 345/345 trials with best loss 0.226306
[2023-11-29 16:12:59,203][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002318 seconds
[2023-11-29 16:12:59,203][hyperopt.tpe][INFO] - TPE using 346/346 trials with best loss 0.226306
[2023-11-29 16:12:59,245][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002326 seconds
[2023-11-29 16:12:59,246][hyperopt.tpe][INFO] - TPE using 347/347 trials with best loss 0.226306
[2023-11-29 16:12:59,320][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002350 seconds
[2023-11-29 16:12:59,321][hyperopt.tpe][INFO] - TPE using 348/348 trials with best loss 0.226306
[2023-11-29 16:13:00,088][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-11-29 16:13:00,088][hyperopt.tpe][INFO] - TPE using 349/349 trials with best loss 0.226306
[2023-11-29 16:13:00,328][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002440 seconds
[2023-11-29 16:13:00,329][hyperopt.tpe][INFO] - TPE using 350/350 trials with best loss 0.226306
[2023-11-29 16:13:00,994][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002338 seconds
[2023-11-29 16:13:00,995][hyperopt.tpe][INFO] - TPE using 351/351 trials with best loss 0.226306
[2023-11-29 16:13:01,289][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002322 seconds
[2023-11-29 16:13:01,290][hyperopt.tpe][INFO] - TPE using 352/352 trials with best loss 0.226306
[2023-11-29 16:13:02,094][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002326 seconds
[2023-11-29 16:13:02,094][hyperopt.tpe][INFO] - TPE using 353/353 trials with best loss 0.226306
[2023-11-29 16:13:02,588][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002317 seconds
[2023-11-29 16:13:02,588][hyperopt.tpe][INFO] - TPE using 354/354 trials with best loss 0.226306
[2023-11-29 16:13:03,359][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002311 seconds
[2023-11-29 16:13:03,359][hyperopt.tpe][INFO] - TPE using 355/355 trials with best loss 0.226306
[2023-11-29 16:13:03,426][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002392 seconds
[2023-11-29 16:13:03,427][hyperopt.tpe][INFO] - TPE using 356/356 trials with best loss 0.226306
[2023-11-29 16:13:03,584][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002332 seconds
[2023-11-29 16:13:03,584][hyperopt.tpe][INFO] - TPE using 357/357 trials with best loss 0.226306
[2023-11-29 16:13:03,639][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002329 seconds
[2023-11-29 16:13:03,639][hyperopt.tpe][INFO] - TPE using 358/358 trials with best loss 0.226306
[2023-11-29 16:13:04,419][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002313 seconds
[2023-11-29 16:13:04,419][hyperopt.tpe][INFO] - TPE using 359/359 trials with best loss 0.226306
[2023-11-29 16:13:05,243][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002339 seconds
[2023-11-29 16:13:05,243][hyperopt.tpe][INFO] - TPE using 360/360 trials with best loss 0.226306
[2023-11-29 16:13:05,908][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002314 seconds
[2023-11-29 16:13:05,908][hyperopt.tpe][INFO] - TPE using 361/361 trials with best loss 0.226306
[2023-11-29 16:13:06,201][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002384 seconds
[2023-11-29 16:13:06,202][hyperopt.tpe][INFO] - TPE using 362/362 trials with best loss 0.226306
[2023-11-29 16:13:07,006][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002313 seconds
[2023-11-29 16:13:07,006][hyperopt.tpe][INFO] - TPE using 363/363 trials with best loss 0.226306
[2023-11-29 16:13:07,074][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002294 seconds
[2023-11-29 16:13:07,074][hyperopt.tpe][INFO] - TPE using 364/364 trials with best loss 0.226306
[2023-11-29 16:13:07,548][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002340 seconds
[2023-11-29 16:13:07,549][hyperopt.tpe][INFO] - TPE using 365/365 trials with best loss 0.226306
[2023-11-29 16:13:07,707][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002353 seconds
[2023-11-29 16:13:07,707][hyperopt.tpe][INFO] - TPE using 366/366 trials with best loss 0.226306
[2023-11-29 16:13:07,886][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002318 seconds
[2023-11-29 16:13:07,887][hyperopt.tpe][INFO] - TPE using 367/367 trials with best loss 0.226306
[2023-11-29 16:13:08,566][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002394 seconds
[2023-11-29 16:13:08,566][hyperopt.tpe][INFO] - TPE using 368/368 trials with best loss 0.226306
[2023-11-29 16:13:08,645][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002320 seconds
[2023-11-29 16:13:08,645][hyperopt.tpe][INFO] - TPE using 369/369 trials with best loss 0.226306
[2023-11-29 16:13:09,450][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002314 seconds
[2023-11-29 16:13:09,451][hyperopt.tpe][INFO] - TPE using 370/370 trials with best loss 0.226306
[2023-11-29 16:13:09,518][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002323 seconds
