[2023-11-29 09:32:33,576][root][INFO] - Experiment name: xgb_regression_da_only_hyperopt_tune``
[2023-11-29 09:33:41,753][hyperopt.tpe][INFO] - TPE using 255/255 trials with best loss -0.170108
[2023-11-29 09:33:41,799][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001726 seconds
[2023-11-29 09:33:41,800][hyperopt.tpe][INFO] - TPE using 256/256 trials with best loss -0.170108
[2023-11-29 09:33:42,197][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001685 seconds
[2023-11-29 09:33:42,197][hyperopt.tpe][INFO] - TPE using 257/257 trials with best loss -0.170108
[2023-11-29 09:33:42,595][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001702 seconds
[2023-11-29 09:33:42,595][hyperopt.tpe][INFO] - TPE using 258/258 trials with best loss -0.170108
[2023-11-29 09:33:42,993][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001815 seconds
[2023-11-29 09:33:42,993][hyperopt.tpe][INFO] - TPE using 259/259 trials with best loss -0.170108
[2023-11-29 09:33:43,390][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001770 seconds
[2023-11-29 09:33:43,390][hyperopt.tpe][INFO] - TPE using 260/260 trials with best loss -0.170108
[2023-11-29 09:33:43,788][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001739 seconds
[2023-11-29 09:33:43,788][hyperopt.tpe][INFO] - TPE using 261/261 trials with best loss -0.170108
[2023-11-29 09:33:44,185][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001714 seconds
[2023-11-29 09:33:44,185][hyperopt.tpe][INFO] - TPE using 262/262 trials with best loss -0.170108
[2023-11-29 09:33:44,583][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001699 seconds
[2023-11-29 09:33:44,583][hyperopt.tpe][INFO] - TPE using 263/263 trials with best loss -0.170108
[2023-11-29 09:33:44,982][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001753 seconds
[2023-11-29 09:33:44,982][hyperopt.tpe][INFO] - TPE using 264/264 trials with best loss -0.170108
[2023-11-29 09:33:45,380][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001710 seconds
[2023-11-29 09:33:45,380][hyperopt.tpe][INFO] - TPE using 265/265 trials with best loss -0.170108
[2023-11-29 09:33:45,778][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001882 seconds
[2023-11-29 09:33:45,778][hyperopt.tpe][INFO] - TPE using 266/266 trials with best loss -0.170108
[2023-11-29 09:33:46,177][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001746 seconds
[2023-11-29 09:33:46,178][hyperopt.tpe][INFO] - TPE using 267/267 trials with best loss -0.170108
[2023-11-29 09:33:46,577][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001720 seconds
[2023-11-29 09:33:46,577][hyperopt.tpe][INFO] - TPE using 268/268 trials with best loss -0.170108
[2023-11-29 09:33:46,974][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001738 seconds
[2023-11-29 09:33:46,975][hyperopt.tpe][INFO] - TPE using 269/269 trials with best loss -0.170108
[2023-11-29 09:33:47,371][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001705 seconds
[2023-11-29 09:33:47,371][hyperopt.tpe][INFO] - TPE using 270/270 trials with best loss -0.170108
[2023-11-29 09:33:47,768][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001670 seconds
[2023-11-29 09:33:47,769][hyperopt.tpe][INFO] - TPE using 271/271 trials with best loss -0.170108
[2023-11-29 09:33:48,225][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001741 seconds
[2023-11-29 09:33:48,225][hyperopt.tpe][INFO] - TPE using 272/272 trials with best loss -0.170108
[2023-11-29 09:33:48,787][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001754 seconds
[2023-11-29 09:33:48,787][hyperopt.tpe][INFO] - TPE using 273/273 trials with best loss -0.170108
[2023-11-29 09:33:49,155][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001674 seconds
[2023-11-29 09:33:49,155][hyperopt.tpe][INFO] - TPE using 274/274 trials with best loss -0.170108
[2023-11-29 09:33:49,554][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001666 seconds
[2023-11-29 09:33:49,555][hyperopt.tpe][INFO] - TPE using 275/275 trials with best loss -0.170108
[2023-11-29 09:33:49,780][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001698 seconds
[2023-11-29 09:33:49,780][hyperopt.tpe][INFO] - TPE using 276/276 trials with best loss -0.170108
[2023-11-29 09:33:49,842][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001669 seconds
[2023-11-29 09:33:49,843][hyperopt.tpe][INFO] - TPE using 277/277 trials with best loss -0.170108
[2023-11-29 09:33:50,229][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001760 seconds
[2023-11-29 09:33:50,229][hyperopt.tpe][INFO] - TPE using 278/278 trials with best loss -0.170108
[2023-11-29 09:33:50,646][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001728 seconds
[2023-11-29 09:33:50,647][hyperopt.tpe][INFO] - TPE using 279/279 trials with best loss -0.170108
[2023-11-29 09:33:51,045][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001683 seconds
[2023-11-29 09:33:51,045][hyperopt.tpe][INFO] - TPE using 280/280 trials with best loss -0.170108
[2023-11-29 09:33:51,439][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001683 seconds
[2023-11-29 09:33:51,439][hyperopt.tpe][INFO] - TPE using 281/281 trials with best loss -0.170108
[2023-11-29 09:33:51,563][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001746 seconds
[2023-11-29 09:33:51,563][hyperopt.tpe][INFO] - TPE using 282/282 trials with best loss -0.170108
[2023-11-29 09:33:51,936][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001807 seconds
[2023-11-29 09:33:51,936][hyperopt.tpe][INFO] - TPE using 283/283 trials with best loss -0.170108
[2023-11-29 09:33:52,184][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001844 seconds
[2023-11-29 09:33:52,184][hyperopt.tpe][INFO] - TPE using 284/284 trials with best loss -0.170108
[2023-11-29 09:33:52,231][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001720 seconds
[2023-11-29 09:33:52,232][hyperopt.tpe][INFO] - TPE using 285/285 trials with best loss -0.170108
[2023-11-29 09:33:52,629][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001864 seconds
[2023-11-29 09:33:52,630][hyperopt.tpe][INFO] - TPE using 286/286 trials with best loss -0.170108
[2023-11-29 09:33:52,686][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001718 seconds
[2023-11-29 09:33:52,686][hyperopt.tpe][INFO] - TPE using 287/287 trials with best loss -0.170108
[2023-11-29 09:33:53,063][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001685 seconds
[2023-11-29 09:33:53,064][hyperopt.tpe][INFO] - TPE using 288/288 trials with best loss -0.170108
[2023-11-29 09:33:53,175][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001774 seconds
[2023-11-29 09:33:53,175][hyperopt.tpe][INFO] - TPE using 289/289 trials with best loss -0.170108
[2023-11-29 09:33:53,566][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001734 seconds
[2023-11-29 09:33:53,567][hyperopt.tpe][INFO] - TPE using 290/290 trials with best loss -0.170108
[2023-11-29 09:33:54,119][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001735 seconds
[2023-11-29 09:33:54,119][hyperopt.tpe][INFO] - TPE using 291/291 trials with best loss -0.170108
[2023-11-29 09:33:54,167][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001729 seconds
[2023-11-29 09:33:54,167][hyperopt.tpe][INFO] - TPE using 292/292 trials with best loss -0.170108
[2023-11-29 09:33:54,398][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001693 seconds
[2023-11-29 09:33:54,398][hyperopt.tpe][INFO] - TPE using 293/293 trials with best loss -0.170108
[2023-11-29 09:33:54,789][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001678 seconds
[2023-11-29 09:33:54,790][hyperopt.tpe][INFO] - TPE using 294/294 trials with best loss -0.170108
[2023-11-29 09:33:54,853][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001808 seconds
[2023-11-29 09:33:54,853][hyperopt.tpe][INFO] - TPE using 295/295 trials with best loss -0.170108
[2023-11-29 09:33:54,959][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001732 seconds
[2023-11-29 09:33:54,960][hyperopt.tpe][INFO] - TPE using 296/296 trials with best loss -0.170108
[2023-11-29 09:33:55,322][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001705 seconds
[2023-11-29 09:33:55,323][hyperopt.tpe][INFO] - TPE using 297/297 trials with best loss -0.170108
[2023-11-29 09:33:55,711][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001787 seconds
[2023-11-29 09:33:55,712][hyperopt.tpe][INFO] - TPE using 298/298 trials with best loss -0.170108
[2023-11-29 09:33:56,108][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001772 seconds
[2023-11-29 09:33:56,108][hyperopt.tpe][INFO] - TPE using 299/299 trials with best loss -0.170108
[2023-11-29 09:33:56,162][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001728 seconds
[2023-11-29 09:33:56,163][hyperopt.tpe][INFO] - TPE using 300/300 trials with best loss -0.170108
[2023-11-29 09:33:56,554][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001739 seconds
[2023-11-29 09:33:56,555][hyperopt.tpe][INFO] - TPE using 301/301 trials with best loss -0.170108
[2023-11-29 09:33:56,799][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001744 seconds
[2023-11-29 09:33:56,799][hyperopt.tpe][INFO] - TPE using 302/302 trials with best loss -0.170108
[2023-11-29 09:33:57,182][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001693 seconds
[2023-11-29 09:33:57,182][hyperopt.tpe][INFO] - TPE using 303/303 trials with best loss -0.170108
[2023-11-29 09:33:57,245][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001698 seconds
[2023-11-29 09:33:57,245][hyperopt.tpe][INFO] - TPE using 304/304 trials with best loss -0.170108
[2023-11-29 09:33:57,350][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001823 seconds
[2023-11-29 09:33:57,351][hyperopt.tpe][INFO] - TPE using 305/305 trials with best loss -0.170108
[2023-11-29 09:33:57,766][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001768 seconds
[2023-11-29 09:33:57,766][hyperopt.tpe][INFO] - TPE using 306/306 trials with best loss -0.170108
[2023-11-29 09:33:58,147][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001693 seconds
[2023-11-29 09:33:58,147][hyperopt.tpe][INFO] - TPE using 307/307 trials with best loss -0.170108
[2023-11-29 09:33:58,194][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001744 seconds
[2023-11-29 09:33:58,195][hyperopt.tpe][INFO] - TPE using 308/308 trials with best loss -0.170108
[2023-11-29 09:33:58,834][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001823 seconds
[2023-11-29 09:33:58,834][hyperopt.tpe][INFO] - TPE using 309/309 trials with best loss -0.170108
[2023-11-29 09:33:59,214][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001688 seconds
[2023-11-29 09:33:59,214][hyperopt.tpe][INFO] - TPE using 310/310 trials with best loss -0.170108
[2023-11-29 09:33:59,459][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001717 seconds
[2023-11-29 09:33:59,459][hyperopt.tpe][INFO] - TPE using 311/311 trials with best loss -0.170108
[2023-11-29 09:33:59,860][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001698 seconds
[2023-11-29 09:33:59,860][hyperopt.tpe][INFO] - TPE using 312/312 trials with best loss -0.170108
[2023-11-29 09:33:59,901][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001734 seconds
[2023-11-29 09:33:59,902][hyperopt.tpe][INFO] - TPE using 313/313 trials with best loss -0.170108
[2023-11-29 09:34:00,289][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001857 seconds
[2023-11-29 09:34:00,289][hyperopt.tpe][INFO] - TPE using 314/314 trials with best loss -0.170108
[2023-11-29 09:34:00,336][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001692 seconds
[2023-11-29 09:34:00,337][hyperopt.tpe][INFO] - TPE using 315/315 trials with best loss -0.170108
[2023-11-29 09:34:00,732][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001690 seconds
[2023-11-29 09:34:00,732][hyperopt.tpe][INFO] - TPE using 316/316 trials with best loss -0.170108
[2023-11-29 09:34:01,120][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001685 seconds
[2023-11-29 09:34:01,121][hyperopt.tpe][INFO] - TPE using 317/317 trials with best loss -0.170108
[2023-11-29 09:34:01,652][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001828 seconds
[2023-11-29 09:34:01,652][hyperopt.tpe][INFO] - TPE using 318/318 trials with best loss -0.170108
[2023-11-29 09:34:02,034][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001768 seconds
[2023-11-29 09:34:02,035][hyperopt.tpe][INFO] - TPE using 319/319 trials with best loss -0.170108
[2023-11-29 09:34:02,299][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001745 seconds
[2023-11-29 09:34:02,299][hyperopt.tpe][INFO] - TPE using 320/320 trials with best loss -0.170108
[2023-11-29 09:34:02,455][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.054218 seconds
[2023-11-29 09:34:02,456][hyperopt.tpe][INFO] - TPE using 321/321 trials with best loss -0.170108
[2023-11-29 09:34:02,520][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001821 seconds
[2023-11-29 09:34:02,520][hyperopt.tpe][INFO] - TPE using 322/322 trials with best loss -0.170108
[2023-11-29 09:34:02,914][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001796 seconds
[2023-11-29 09:34:02,915][hyperopt.tpe][INFO] - TPE using 323/323 trials with best loss -0.170108
[2023-11-29 09:34:02,963][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001764 seconds
[2023-11-29 09:34:02,964][hyperopt.tpe][INFO] - TPE using 324/324 trials with best loss -0.170108
[2023-11-29 09:34:03,371][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001693 seconds
[2023-11-29 09:34:03,371][hyperopt.tpe][INFO] - TPE using 325/325 trials with best loss -0.170108
[2023-11-29 09:34:03,771][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001742 seconds
[2023-11-29 09:34:03,772][hyperopt.tpe][INFO] - TPE using 326/326 trials with best loss -0.170108
[2023-11-29 09:34:03,911][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001689 seconds
[2023-11-29 09:34:03,911][hyperopt.tpe][INFO] - TPE using 327/327 trials with best loss -0.170108
[2023-11-29 09:34:04,446][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001684 seconds
[2023-11-29 09:34:04,446][hyperopt.tpe][INFO] - TPE using 328/328 trials with best loss -0.170108
[2023-11-29 09:34:04,551][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001827 seconds
[2023-11-29 09:34:04,551][hyperopt.tpe][INFO] - TPE using 329/329 trials with best loss -0.170108
[2023-11-29 09:34:04,992][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001798 seconds
[2023-11-29 09:34:04,993][hyperopt.tpe][INFO] - TPE using 330/330 trials with best loss -0.170108
[2023-11-29 09:34:05,371][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001694 seconds
[2023-11-29 09:34:05,371][hyperopt.tpe][INFO] - TPE using 331/331 trials with best loss -0.170108
[2023-11-29 09:34:05,412][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001799 seconds
[2023-11-29 09:34:05,412][hyperopt.tpe][INFO] - TPE using 332/332 trials with best loss -0.170108
[2023-11-29 09:34:05,474][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001767 seconds
[2023-11-29 09:34:05,474][hyperopt.tpe][INFO] - TPE using 333/333 trials with best loss -0.170108
[2023-11-29 09:34:05,857][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001794 seconds
[2023-11-29 09:34:05,857][hyperopt.tpe][INFO] - TPE using 334/334 trials with best loss -0.170108
[2023-11-29 09:34:06,265][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001726 seconds
[2023-11-29 09:34:06,265][hyperopt.tpe][INFO] - TPE using 335/335 trials with best loss -0.170108
[2023-11-29 09:34:06,418][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001770 seconds
[2023-11-29 09:34:06,418][hyperopt.tpe][INFO] - TPE using 336/336 trials with best loss -0.170108
[2023-11-29 09:34:06,507][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001682 seconds
[2023-11-29 09:34:06,507][hyperopt.tpe][INFO] - TPE using 337/337 trials with best loss -0.170108
[2023-11-29 09:34:07,095][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001802 seconds
[2023-11-29 09:34:07,095][hyperopt.tpe][INFO] - TPE using 338/338 trials with best loss -0.170108
[2023-11-29 09:34:07,479][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001779 seconds
[2023-11-29 09:34:07,480][hyperopt.tpe][INFO] - TPE using 339/339 trials with best loss -0.170108
[2023-11-29 09:34:07,885][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001794 seconds
[2023-11-29 09:34:07,885][hyperopt.tpe][INFO] - TPE using 340/340 trials with best loss -0.170108
[2023-11-29 09:34:07,927][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001828 seconds
[2023-11-29 09:34:07,927][hyperopt.tpe][INFO] - TPE using 341/341 trials with best loss -0.170108
[2023-11-29 09:34:08,388][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001684 seconds
[2023-11-29 09:34:08,388][hyperopt.tpe][INFO] - TPE using 342/342 trials with best loss -0.170108
[2023-11-29 09:34:08,457][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001766 seconds
[2023-11-29 09:34:08,458][hyperopt.tpe][INFO] - TPE using 343/343 trials with best loss -0.170108
[2023-11-29 09:34:08,828][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001794 seconds
[2023-11-29 09:34:08,829][hyperopt.tpe][INFO] - TPE using 344/344 trials with best loss -0.170108
[2023-11-29 09:34:08,934][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001711 seconds
[2023-11-29 09:34:08,935][hyperopt.tpe][INFO] - TPE using 345/345 trials with best loss -0.170108
[2023-11-29 09:34:09,078][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001701 seconds
[2023-11-29 09:34:09,078][hyperopt.tpe][INFO] - TPE using 346/346 trials with best loss -0.170108
[2023-11-29 09:34:09,461][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001771 seconds
[2023-11-29 09:34:09,461][hyperopt.tpe][INFO] - TPE using 347/347 trials with best loss -0.170108
[2023-11-29 09:34:09,516][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001724 seconds
[2023-11-29 09:34:09,516][hyperopt.tpe][INFO] - TPE using 348/348 trials with best loss -0.170108
[2023-11-29 09:34:09,913][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001743 seconds
[2023-11-29 09:34:09,913][hyperopt.tpe][INFO] - TPE using 349/349 trials with best loss -0.170108
[2023-11-29 09:34:10,317][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001827 seconds
[2023-11-29 09:34:10,317][hyperopt.tpe][INFO] - TPE using 350/350 trials with best loss -0.170108
[2023-11-29 09:34:10,715][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001773 seconds
[2023-11-29 09:34:10,715][hyperopt.tpe][INFO] - TPE using 351/351 trials with best loss -0.170108
[2023-11-29 09:34:10,967][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001710 seconds
[2023-11-29 09:34:10,968][hyperopt.tpe][INFO] - TPE using 352/352 trials with best loss -0.170108
[2023-11-29 09:34:11,009][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001843 seconds
[2023-11-29 09:34:11,010][hyperopt.tpe][INFO] - TPE using 353/353 trials with best loss -0.170108
[2023-11-29 09:34:11,396][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001684 seconds
[2023-11-29 09:34:11,396][hyperopt.tpe][INFO] - TPE using 354/354 trials with best loss -0.170108
[2023-11-29 09:34:11,793][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001767 seconds
[2023-11-29 09:34:11,793][hyperopt.tpe][INFO] - TPE using 355/355 trials with best loss -0.170108
[2023-11-29 09:34:11,953][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001867 seconds
[2023-11-29 09:34:11,953][hyperopt.tpe][INFO] - TPE using 356/356 trials with best loss -0.170108
[2023-11-29 09:34:12,001][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001756 seconds
[2023-11-29 09:34:12,001][hyperopt.tpe][INFO] - TPE using 357/357 trials with best loss -0.170108
[2023-11-29 09:34:12,371][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001737 seconds
[2023-11-29 09:34:12,371][hyperopt.tpe][INFO] - TPE using 358/358 trials with best loss -0.170108
[2023-11-29 09:34:12,934][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001718 seconds
[2023-11-29 09:34:12,935][hyperopt.tpe][INFO] - TPE using 359/359 trials with best loss -0.170108
[2023-11-29 09:34:13,341][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001778 seconds
[2023-11-29 09:34:13,341][hyperopt.tpe][INFO] - TPE using 360/360 trials with best loss -0.170108
[2023-11-29 09:34:13,424][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001853 seconds
[2023-11-29 09:34:13,424][hyperopt.tpe][INFO] - TPE using 361/361 trials with best loss -0.170108
[2023-11-29 09:34:13,829][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001741 seconds
[2023-11-29 09:34:13,830][hyperopt.tpe][INFO] - TPE using 362/362 trials with best loss -0.170108
[2023-11-29 09:34:13,896][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001800 seconds
[2023-11-29 09:34:13,896][hyperopt.tpe][INFO] - TPE using 363/363 trials with best loss -0.170108
[2023-11-29 09:34:14,275][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001899 seconds
[2023-11-29 09:34:14,275][hyperopt.tpe][INFO] - TPE using 364/364 trials with best loss -0.170108
[2023-11-29 09:34:14,323][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001833 seconds
[2023-11-29 09:34:14,324][hyperopt.tpe][INFO] - TPE using 365/365 trials with best loss -0.170108
[2023-11-29 09:34:14,467][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001703 seconds
[2023-11-29 09:34:14,468][hyperopt.tpe][INFO] - TPE using 366/366 trials with best loss -0.170108
[2023-11-29 09:34:14,861][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001709 seconds
[2023-11-29 09:34:14,861][hyperopt.tpe][INFO] - TPE using 367/367 trials with best loss -0.170108
[2023-11-29 09:34:15,400][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001799 seconds
[2023-11-29 09:34:15,400][hyperopt.tpe][INFO] - TPE using 368/368 trials with best loss -0.170108
[2023-11-29 09:34:15,513][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001827 seconds
[2023-11-29 09:34:15,513][hyperopt.tpe][INFO] - TPE using 369/369 trials with best loss -0.170108
[2023-11-29 09:34:16,012][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001813 seconds
[2023-11-29 09:34:16,012][hyperopt.tpe][INFO] - TPE using 370/370 trials with best loss -0.170108
[2023-11-29 09:34:16,268][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001778 seconds
[2023-11-29 09:34:16,268][hyperopt.tpe][INFO] - TPE using 371/371 trials with best loss -0.170108
[2023-11-29 09:34:16,686][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001692 seconds
[2023-11-29 09:34:16,686][hyperopt.tpe][INFO] - TPE using 372/372 trials with best loss -0.170108
[2023-11-29 09:34:16,714][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001806 seconds
[2023-11-29 09:34:16,714][hyperopt.tpe][INFO] - TPE using 373/373 trials with best loss -0.170108
[2023-11-29 09:34:17,085][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001876 seconds
[2023-11-29 09:34:17,085][hyperopt.tpe][INFO] - TPE using 374/374 trials with best loss -0.170108
[2023-11-29 09:34:17,492][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001698 seconds
[2023-11-29 09:34:17,493][hyperopt.tpe][INFO] - TPE using 375/375 trials with best loss -0.170108
[2023-11-29 09:34:17,634][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001810 seconds
[2023-11-29 09:34:17,634][hyperopt.tpe][INFO] - TPE using 376/376 trials with best loss -0.170108
[2023-11-29 09:34:17,745][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001681 seconds
[2023-11-29 09:34:17,745][hyperopt.tpe][INFO] - TPE using 377/377 trials with best loss -0.170108
[2023-11-29 09:34:18,111][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001729 seconds
[2023-11-29 09:34:18,111][hyperopt.tpe][INFO] - TPE using 378/378 trials with best loss -0.170108
[2023-11-29 09:34:18,698][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001685 seconds
[2023-11-29 09:34:18,698][hyperopt.tpe][INFO] - TPE using 379/379 trials with best loss -0.170108
[2023-11-29 09:34:19,156][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001869 seconds
[2023-11-29 09:34:19,156][hyperopt.tpe][INFO] - TPE using 380/380 trials with best loss -0.170108
[2023-11-29 09:34:19,198][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001684 seconds
[2023-11-29 09:34:19,198][hyperopt.tpe][INFO] - TPE using 381/381 trials with best loss -0.170108
[2023-11-29 09:34:19,615][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001690 seconds
[2023-11-29 09:34:19,615][hyperopt.tpe][INFO] - TPE using 382/382 trials with best loss -0.170108
[2023-11-29 09:34:19,685][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001712 seconds
[2023-11-29 09:34:19,685][hyperopt.tpe][INFO] - TPE using 383/383 trials with best loss -0.170108
[2023-11-29 09:34:20,073][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001694 seconds
[2023-11-29 09:34:20,073][hyperopt.tpe][INFO] - TPE using 384/384 trials with best loss -0.170108
[2023-11-29 09:34:20,175][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001784 seconds
[2023-11-29 09:34:20,175][hyperopt.tpe][INFO] - TPE using 385/385 trials with best loss -0.170108
[2023-11-29 09:34:20,319][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001819 seconds
[2023-11-29 09:34:20,319][hyperopt.tpe][INFO] - TPE using 386/386 trials with best loss -0.170108
[2023-11-29 09:34:20,712][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001779 seconds
[2023-11-29 09:34:20,712][hyperopt.tpe][INFO] - TPE using 387/387 trials with best loss -0.170108
[2023-11-29 09:34:20,767][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001870 seconds
[2023-11-29 09:34:20,768][hyperopt.tpe][INFO] - TPE using 388/388 trials with best loss -0.170108
[2023-11-29 09:34:21,160][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.001680 seconds
