[2023-12-01 14:53:26,833][root][INFO] - Experiment name: xgb_regression_da_only_hyperopt_tuneS_with_day
[2023-12-01 14:53:44,219][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002425 seconds
[2023-12-01 14:53:44,219][hyperopt.tpe][INFO] - TPE using 133/133 trials with best loss 0.236282
[2023-12-01 14:53:44,311][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:53:44,311][hyperopt.tpe][INFO] - TPE using 134/134 trials with best loss 0.236282
[2023-12-01 14:53:44,384][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002439 seconds
[2023-12-01 14:53:44,384][hyperopt.tpe][INFO] - TPE using 135/135 trials with best loss 0.236282
[2023-12-01 14:53:44,541][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002477 seconds
[2023-12-01 14:53:44,541][hyperopt.tpe][INFO] - TPE using 136/136 trials with best loss 0.236282
[2023-12-01 14:53:44,612][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002448 seconds
[2023-12-01 14:53:44,612][hyperopt.tpe][INFO] - TPE using 137/137 trials with best loss 0.236282
[2023-12-01 14:53:44,676][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002482 seconds
[2023-12-01 14:53:44,676][hyperopt.tpe][INFO] - TPE using 138/138 trials with best loss 0.236282
[2023-12-01 14:53:44,748][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002465 seconds
[2023-12-01 14:53:44,748][hyperopt.tpe][INFO] - TPE using 139/139 trials with best loss 0.236282
[2023-12-01 14:53:44,853][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002449 seconds
[2023-12-01 14:53:44,854][hyperopt.tpe][INFO] - TPE using 140/140 trials with best loss 0.236282
[2023-12-01 14:53:45,000][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002456 seconds
[2023-12-01 14:53:45,000][hyperopt.tpe][INFO] - TPE using 141/141 trials with best loss 0.236282
[2023-12-01 14:53:45,095][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002446 seconds
[2023-12-01 14:53:45,096][hyperopt.tpe][INFO] - TPE using 142/142 trials with best loss 0.236282
[2023-12-01 14:53:45,170][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002454 seconds
[2023-12-01 14:53:45,170][hyperopt.tpe][INFO] - TPE using 143/143 trials with best loss 0.236282
[2023-12-01 14:53:45,266][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002549 seconds
[2023-12-01 14:53:45,266][hyperopt.tpe][INFO] - TPE using 144/144 trials with best loss 0.236282
[2023-12-01 14:53:45,398][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002450 seconds
[2023-12-01 14:53:45,399][hyperopt.tpe][INFO] - TPE using 145/145 trials with best loss 0.236282
[2023-12-01 14:53:45,473][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002481 seconds
[2023-12-01 14:53:45,473][hyperopt.tpe][INFO] - TPE using 146/146 trials with best loss 0.236282
[2023-12-01 14:53:45,547][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002445 seconds
[2023-12-01 14:53:45,547][hyperopt.tpe][INFO] - TPE using 147/147 trials with best loss 0.236282
[2023-12-01 14:53:45,621][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002443 seconds
[2023-12-01 14:53:45,621][hyperopt.tpe][INFO] - TPE using 148/148 trials with best loss 0.236282
[2023-12-01 14:53:45,695][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002434 seconds
[2023-12-01 14:53:45,695][hyperopt.tpe][INFO] - TPE using 149/149 trials with best loss 0.236282
[2023-12-01 14:53:45,769][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002499 seconds
[2023-12-01 14:53:45,769][hyperopt.tpe][INFO] - TPE using 150/150 trials with best loss 0.236282
[2023-12-01 14:53:45,843][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002459 seconds
[2023-12-01 14:53:45,843][hyperopt.tpe][INFO] - TPE using 151/151 trials with best loss 0.236282
[2023-12-01 14:53:45,917][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002477 seconds
[2023-12-01 14:53:45,917][hyperopt.tpe][INFO] - TPE using 152/152 trials with best loss 0.236282
[2023-12-01 14:53:45,991][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002448 seconds
[2023-12-01 14:53:45,991][hyperopt.tpe][INFO] - TPE using 153/153 trials with best loss 0.236282
[2023-12-01 14:53:46,065][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002426 seconds
[2023-12-01 14:53:46,065][hyperopt.tpe][INFO] - TPE using 154/154 trials with best loss 0.236282
[2023-12-01 14:53:46,135][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002431 seconds
[2023-12-01 14:53:46,135][hyperopt.tpe][INFO] - TPE using 155/155 trials with best loss 0.236282
[2023-12-01 14:53:46,203][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002513 seconds
[2023-12-01 14:53:46,203][hyperopt.tpe][INFO] - TPE using 156/156 trials with best loss 0.236282
[2023-12-01 14:53:46,277][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002423 seconds
[2023-12-01 14:53:46,277][hyperopt.tpe][INFO] - TPE using 157/157 trials with best loss 0.236282
[2023-12-01 14:53:46,382][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002448 seconds
[2023-12-01 14:53:46,382][hyperopt.tpe][INFO] - TPE using 158/158 trials with best loss 0.236282
[2023-12-01 14:53:46,431][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002416 seconds
[2023-12-01 14:53:46,431][hyperopt.tpe][INFO] - TPE using 159/159 trials with best loss 0.236282
[2023-12-01 14:53:46,497][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002430 seconds
[2023-12-01 14:53:46,497][hyperopt.tpe][INFO] - TPE using 160/160 trials with best loss 0.236282
[2023-12-01 14:53:46,630][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002446 seconds
[2023-12-01 14:53:46,631][hyperopt.tpe][INFO] - TPE using 161/161 trials with best loss 0.236282
[2023-12-01 14:53:46,774][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:53:46,774][hyperopt.tpe][INFO] - TPE using 162/162 trials with best loss 0.236282
[2023-12-01 14:53:46,862][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002421 seconds
[2023-12-01 14:53:46,863][hyperopt.tpe][INFO] - TPE using 163/163 trials with best loss 0.236282
[2023-12-01 14:53:46,955][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002453 seconds
[2023-12-01 14:53:46,955][hyperopt.tpe][INFO] - TPE using 164/164 trials with best loss 0.236282
[2023-12-01 14:53:47,033][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002466 seconds
[2023-12-01 14:53:47,033][hyperopt.tpe][INFO] - TPE using 165/165 trials with best loss 0.236282
[2023-12-01 14:53:47,165][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002499 seconds
[2023-12-01 14:53:47,165][hyperopt.tpe][INFO] - TPE using 166/166 trials with best loss 0.236282
[2023-12-01 14:53:47,237][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002446 seconds
[2023-12-01 14:53:47,237][hyperopt.tpe][INFO] - TPE using 167/167 trials with best loss 0.236282
[2023-12-01 14:53:47,307][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002403 seconds
[2023-12-01 14:53:47,307][hyperopt.tpe][INFO] - TPE using 168/168 trials with best loss 0.236282
[2023-12-01 14:53:47,432][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002417 seconds
[2023-12-01 14:53:47,432][hyperopt.tpe][INFO] - TPE using 169/169 trials with best loss 0.236282
[2023-12-01 14:53:47,553][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002418 seconds
[2023-12-01 14:53:47,554][hyperopt.tpe][INFO] - TPE using 170/170 trials with best loss 0.231128
[2023-12-01 14:53:47,685][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002439 seconds
[2023-12-01 14:53:47,686][hyperopt.tpe][INFO] - TPE using 171/171 trials with best loss 0.231128
[2023-12-01 14:53:47,806][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002433 seconds
[2023-12-01 14:53:47,807][hyperopt.tpe][INFO] - TPE using 172/172 trials with best loss 0.231128
[2023-12-01 14:53:47,926][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002412 seconds
[2023-12-01 14:53:47,926][hyperopt.tpe][INFO] - TPE using 173/173 trials with best loss 0.231128
[2023-12-01 14:53:48,061][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002399 seconds
[2023-12-01 14:53:48,062][hyperopt.tpe][INFO] - TPE using 174/174 trials with best loss 0.231128
[2023-12-01 14:53:48,182][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002445 seconds
[2023-12-01 14:53:48,183][hyperopt.tpe][INFO] - TPE using 175/175 trials with best loss 0.231128
[2023-12-01 14:53:48,307][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002457 seconds
[2023-12-01 14:53:48,308][hyperopt.tpe][INFO] - TPE using 176/176 trials with best loss 0.231128
[2023-12-01 14:53:48,432][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002530 seconds
[2023-12-01 14:53:48,432][hyperopt.tpe][INFO] - TPE using 177/177 trials with best loss 0.231128
[2023-12-01 14:53:48,537][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002437 seconds
[2023-12-01 14:53:48,538][hyperopt.tpe][INFO] - TPE using 178/178 trials with best loss 0.231128
[2023-12-01 14:53:48,662][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:53:48,662][hyperopt.tpe][INFO] - TPE using 179/179 trials with best loss 0.231128
[2023-12-01 14:53:48,790][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002420 seconds
[2023-12-01 14:53:48,790][hyperopt.tpe][INFO] - TPE using 180/180 trials with best loss 0.231128
[2023-12-01 14:53:48,901][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002435 seconds
[2023-12-01 14:53:48,901][hyperopt.tpe][INFO] - TPE using 181/181 trials with best loss 0.231128
[2023-12-01 14:53:49,033][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002544 seconds
[2023-12-01 14:53:49,033][hyperopt.tpe][INFO] - TPE using 182/182 trials with best loss 0.228079
[2023-12-01 14:53:49,164][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002446 seconds
[2023-12-01 14:53:49,164][hyperopt.tpe][INFO] - TPE using 183/183 trials with best loss 0.228079
[2023-12-01 14:53:49,295][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002439 seconds
[2023-12-01 14:53:49,296][hyperopt.tpe][INFO] - TPE using 184/184 trials with best loss 0.228079
[2023-12-01 14:53:49,427][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002450 seconds
[2023-12-01 14:53:49,428][hyperopt.tpe][INFO] - TPE using 185/185 trials with best loss 0.228079
[2023-12-01 14:53:49,558][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002454 seconds
[2023-12-01 14:53:49,558][hyperopt.tpe][INFO] - TPE using 186/186 trials with best loss 0.228079
[2023-12-01 14:53:49,696][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002493 seconds
[2023-12-01 14:53:49,696][hyperopt.tpe][INFO] - TPE using 187/187 trials with best loss 0.228079
[2023-12-01 14:53:49,828][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002450 seconds
[2023-12-01 14:53:49,828][hyperopt.tpe][INFO] - TPE using 188/188 trials with best loss 0.228079
[2023-12-01 14:53:49,993][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002483 seconds
[2023-12-01 14:53:49,994][hyperopt.tpe][INFO] - TPE using 189/189 trials with best loss 0.228079
[2023-12-01 14:53:50,177][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002651 seconds
[2023-12-01 14:53:50,177][hyperopt.tpe][INFO] - TPE using 190/190 trials with best loss 0.228079
[2023-12-01 14:53:50,307][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002475 seconds
[2023-12-01 14:53:50,307][hyperopt.tpe][INFO] - TPE using 191/191 trials with best loss 0.228079
[2023-12-01 14:53:50,442][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002454 seconds
[2023-12-01 14:53:50,443][hyperopt.tpe][INFO] - TPE using 192/192 trials with best loss 0.228079
[2023-12-01 14:53:50,570][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002436 seconds
[2023-12-01 14:53:50,571][hyperopt.tpe][INFO] - TPE using 193/193 trials with best loss 0.228079
[2023-12-01 14:53:50,743][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:53:50,743][hyperopt.tpe][INFO] - TPE using 194/194 trials with best loss 0.228079
[2023-12-01 14:53:50,881][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002428 seconds
[2023-12-01 14:53:50,881][hyperopt.tpe][INFO] - TPE using 195/195 trials with best loss 0.228079
[2023-12-01 14:53:51,012][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002430 seconds
[2023-12-01 14:53:51,012][hyperopt.tpe][INFO] - TPE using 196/196 trials with best loss 0.228079
[2023-12-01 14:53:51,176][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002477 seconds
[2023-12-01 14:53:51,176][hyperopt.tpe][INFO] - TPE using 197/197 trials with best loss 0.228079
[2023-12-01 14:53:51,318][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002442 seconds
[2023-12-01 14:53:51,319][hyperopt.tpe][INFO] - TPE using 198/198 trials with best loss 0.228079
[2023-12-01 14:53:51,454][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002496 seconds
[2023-12-01 14:53:51,455][hyperopt.tpe][INFO] - TPE using 199/199 trials with best loss 0.228079
[2023-12-01 14:53:51,586][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002472 seconds
[2023-12-01 14:53:51,587][hyperopt.tpe][INFO] - TPE using 200/200 trials with best loss 0.228079
[2023-12-01 14:53:51,715][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002553 seconds
[2023-12-01 14:53:51,715][hyperopt.tpe][INFO] - TPE using 201/201 trials with best loss 0.228079
[2023-12-01 14:53:51,844][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002449 seconds
[2023-12-01 14:53:51,844][hyperopt.tpe][INFO] - TPE using 202/202 trials with best loss 0.228079
[2023-12-01 14:53:51,987][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002463 seconds
[2023-12-01 14:53:51,988][hyperopt.tpe][INFO] - TPE using 203/203 trials with best loss 0.228079
[2023-12-01 14:53:52,113][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002467 seconds
[2023-12-01 14:53:52,114][hyperopt.tpe][INFO] - TPE using 204/204 trials with best loss 0.228079
[2023-12-01 14:53:52,243][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002457 seconds
[2023-12-01 14:53:52,243][hyperopt.tpe][INFO] - TPE using 205/205 trials with best loss 0.228079
[2023-12-01 14:53:52,386][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002506 seconds
[2023-12-01 14:53:52,386][hyperopt.tpe][INFO] - TPE using 206/206 trials with best loss 0.228079
[2023-12-01 14:53:52,514][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002436 seconds
[2023-12-01 14:53:52,514][hyperopt.tpe][INFO] - TPE using 207/207 trials with best loss 0.228079
[2023-12-01 14:53:52,642][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002435 seconds
[2023-12-01 14:53:52,642][hyperopt.tpe][INFO] - TPE using 208/208 trials with best loss 0.228079
[2023-12-01 14:53:52,768][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002441 seconds
[2023-12-01 14:53:52,769][hyperopt.tpe][INFO] - TPE using 209/209 trials with best loss 0.228079
[2023-12-01 14:53:52,897][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002467 seconds
[2023-12-01 14:53:52,897][hyperopt.tpe][INFO] - TPE using 210/210 trials with best loss 0.228079
[2023-12-01 14:53:53,002][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002449 seconds
[2023-12-01 14:53:53,003][hyperopt.tpe][INFO] - TPE using 211/211 trials with best loss 0.228079
[2023-12-01 14:53:53,136][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002461 seconds
[2023-12-01 14:53:53,136][hyperopt.tpe][INFO] - TPE using 212/212 trials with best loss 0.228079
[2023-12-01 14:53:53,265][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002448 seconds
[2023-12-01 14:53:53,265][hyperopt.tpe][INFO] - TPE using 213/213 trials with best loss 0.228079
[2023-12-01 14:53:53,319][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002438 seconds
[2023-12-01 14:53:53,319][hyperopt.tpe][INFO] - TPE using 214/214 trials with best loss 0.228079
[2023-12-01 14:53:53,464][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002462 seconds
[2023-12-01 14:53:53,464][hyperopt.tpe][INFO] - TPE using 215/215 trials with best loss 0.228079
[2023-12-01 14:53:53,594][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002456 seconds
[2023-12-01 14:53:53,594][hyperopt.tpe][INFO] - TPE using 216/216 trials with best loss 0.228079
[2023-12-01 14:53:53,709][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002458 seconds
[2023-12-01 14:53:53,710][hyperopt.tpe][INFO] - TPE using 217/217 trials with best loss 0.228079
[2023-12-01 14:53:53,846][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:53:53,847][hyperopt.tpe][INFO] - TPE using 218/218 trials with best loss 0.228079
[2023-12-01 14:53:53,977][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002472 seconds
[2023-12-01 14:53:53,978][hyperopt.tpe][INFO] - TPE using 219/219 trials with best loss 0.228079
[2023-12-01 14:53:54,111][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002509 seconds
[2023-12-01 14:53:54,111][hyperopt.tpe][INFO] - TPE using 220/220 trials with best loss 0.228079
[2023-12-01 14:53:54,168][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002484 seconds
[2023-12-01 14:53:54,168][hyperopt.tpe][INFO] - TPE using 221/221 trials with best loss 0.228079
[2023-12-01 14:53:54,311][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002478 seconds
[2023-12-01 14:53:54,311][hyperopt.tpe][INFO] - TPE using 222/222 trials with best loss 0.228079
[2023-12-01 14:53:54,438][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002454 seconds
[2023-12-01 14:53:54,438][hyperopt.tpe][INFO] - TPE using 223/223 trials with best loss 0.228079
[2023-12-01 14:53:54,567][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002459 seconds
[2023-12-01 14:53:54,568][hyperopt.tpe][INFO] - TPE using 224/224 trials with best loss 0.228079
[2023-12-01 14:53:54,698][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002506 seconds
[2023-12-01 14:53:54,698][hyperopt.tpe][INFO] - TPE using 225/225 trials with best loss 0.228079
[2023-12-01 14:53:54,835][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002440 seconds
[2023-12-01 14:53:54,835][hyperopt.tpe][INFO] - TPE using 226/226 trials with best loss 0.228079
[2023-12-01 14:53:54,888][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002450 seconds
[2023-12-01 14:53:54,889][hyperopt.tpe][INFO] - TPE using 227/227 trials with best loss 0.228079
[2023-12-01 14:53:54,994][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002431 seconds
[2023-12-01 14:53:54,995][hyperopt.tpe][INFO] - TPE using 228/228 trials with best loss 0.228079
[2023-12-01 14:53:55,176][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002488 seconds
[2023-12-01 14:53:55,176][hyperopt.tpe][INFO] - TPE using 229/229 trials with best loss 0.228079
[2023-12-01 14:53:55,296][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002433 seconds
[2023-12-01 14:53:55,296][hyperopt.tpe][INFO] - TPE using 230/230 trials with best loss 0.228079
[2023-12-01 14:53:55,446][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002486 seconds
[2023-12-01 14:53:55,446][hyperopt.tpe][INFO] - TPE using 231/231 trials with best loss 0.228079
[2023-12-01 14:53:55,576][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002446 seconds
[2023-12-01 14:53:55,576][hyperopt.tpe][INFO] - TPE using 232/232 trials with best loss 0.228079
[2023-12-01 14:53:55,709][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002424 seconds
[2023-12-01 14:53:55,710][hyperopt.tpe][INFO] - TPE using 233/233 trials with best loss 0.228079
[2023-12-01 14:53:55,774][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002449 seconds
[2023-12-01 14:53:55,774][hyperopt.tpe][INFO] - TPE using 234/234 trials with best loss 0.228079
[2023-12-01 14:53:55,883][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002504 seconds
[2023-12-01 14:53:55,883][hyperopt.tpe][INFO] - TPE using 235/235 trials with best loss 0.228079
[2023-12-01 14:53:56,014][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002452 seconds
[2023-12-01 14:53:56,014][hyperopt.tpe][INFO] - TPE using 236/236 trials with best loss 0.228079
[2023-12-01 14:53:56,147][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002484 seconds
[2023-12-01 14:53:56,147][hyperopt.tpe][INFO] - TPE using 237/237 trials with best loss 0.228079
[2023-12-01 14:53:56,259][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002423 seconds
[2023-12-01 14:53:56,259][hyperopt.tpe][INFO] - TPE using 238/238 trials with best loss 0.228079
[2023-12-01 14:53:56,412][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002456 seconds
[2023-12-01 14:53:56,412][hyperopt.tpe][INFO] - TPE using 239/239 trials with best loss 0.228079
[2023-12-01 14:53:56,582][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002525 seconds
[2023-12-01 14:53:56,583][hyperopt.tpe][INFO] - TPE using 240/240 trials with best loss 0.228079
[2023-12-01 14:53:56,636][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002435 seconds
[2023-12-01 14:53:56,636][hyperopt.tpe][INFO] - TPE using 241/241 trials with best loss 0.228079
[2023-12-01 14:53:56,772][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:53:56,772][hyperopt.tpe][INFO] - TPE using 242/242 trials with best loss 0.228079
[2023-12-01 14:53:56,879][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002439 seconds
[2023-12-01 14:53:56,879][hyperopt.tpe][INFO] - TPE using 243/243 trials with best loss 0.228079
[2023-12-01 14:53:57,056][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:53:57,056][hyperopt.tpe][INFO] - TPE using 244/244 trials with best loss 0.228079
[2023-12-01 14:53:57,223][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.050759 seconds
[2023-12-01 14:53:57,223][hyperopt.tpe][INFO] - TPE using 245/245 trials with best loss 0.228079
[2023-12-01 14:53:57,352][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002512 seconds
[2023-12-01 14:53:57,352][hyperopt.tpe][INFO] - TPE using 246/246 trials with best loss 0.228079
[2023-12-01 14:53:57,487][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002475 seconds
[2023-12-01 14:53:57,488][hyperopt.tpe][INFO] - TPE using 247/247 trials with best loss 0.228079
[2023-12-01 14:53:57,543][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002464 seconds
[2023-12-01 14:53:57,543][hyperopt.tpe][INFO] - TPE using 248/248 trials with best loss 0.228079
[2023-12-01 14:53:57,682][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:53:57,682][hyperopt.tpe][INFO] - TPE using 249/249 trials with best loss 0.228079
[2023-12-01 14:53:57,813][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002563 seconds
[2023-12-01 14:53:57,813][hyperopt.tpe][INFO] - TPE using 250/250 trials with best loss 0.228079
[2023-12-01 14:53:57,919][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002491 seconds
[2023-12-01 14:53:57,919][hyperopt.tpe][INFO] - TPE using 251/251 trials with best loss 0.228079
[2023-12-01 14:53:58,033][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002491 seconds
[2023-12-01 14:53:58,033][hyperopt.tpe][INFO] - TPE using 252/252 trials with best loss 0.228079
[2023-12-01 14:53:58,184][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002487 seconds
[2023-12-01 14:53:58,184][hyperopt.tpe][INFO] - TPE using 253/253 trials with best loss 0.228079
[2023-12-01 14:53:58,313][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002473 seconds
[2023-12-01 14:53:58,314][hyperopt.tpe][INFO] - TPE using 254/254 trials with best loss 0.228079
[2023-12-01 14:53:58,451][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002502 seconds
[2023-12-01 14:53:58,452][hyperopt.tpe][INFO] - TPE using 255/255 trials with best loss 0.228079
[2023-12-01 14:53:58,519][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002517 seconds
[2023-12-01 14:53:58,520][hyperopt.tpe][INFO] - TPE using 256/256 trials with best loss 0.228079
[2023-12-01 14:53:58,704][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002493 seconds
[2023-12-01 14:53:58,704][hyperopt.tpe][INFO] - TPE using 257/257 trials with best loss 0.228079
[2023-12-01 14:53:58,850][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002508 seconds
[2023-12-01 14:53:58,850][hyperopt.tpe][INFO] - TPE using 258/258 trials with best loss 0.228079
[2023-12-01 14:53:58,956][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002467 seconds
[2023-12-01 14:53:58,957][hyperopt.tpe][INFO] - TPE using 259/259 trials with best loss 0.228079
[2023-12-01 14:53:59,089][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002491 seconds
[2023-12-01 14:53:59,089][hyperopt.tpe][INFO] - TPE using 260/260 trials with best loss 0.228079
[2023-12-01 14:53:59,232][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002497 seconds
[2023-12-01 14:53:59,232][hyperopt.tpe][INFO] - TPE using 261/261 trials with best loss 0.228079
[2023-12-01 14:53:59,378][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002500 seconds
[2023-12-01 14:53:59,378][hyperopt.tpe][INFO] - TPE using 262/262 trials with best loss 0.228079
[2023-12-01 14:53:59,521][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002554 seconds
[2023-12-01 14:53:59,522][hyperopt.tpe][INFO] - TPE using 263/263 trials with best loss 0.228079
[2023-12-01 14:53:59,658][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002484 seconds
[2023-12-01 14:53:59,659][hyperopt.tpe][INFO] - TPE using 264/264 trials with best loss 0.228079
[2023-12-01 14:53:59,799][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002477 seconds
[2023-12-01 14:53:59,800][hyperopt.tpe][INFO] - TPE using 265/265 trials with best loss 0.228079
[2023-12-01 14:53:59,929][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002521 seconds
[2023-12-01 14:53:59,930][hyperopt.tpe][INFO] - TPE using 266/266 trials with best loss 0.228079
