[2023-12-01 14:46:44,176][root][INFO] - Experiment name: xgb_regression_da_and_d1_hyperopt_tune
[2023-12-01 14:47:06,509][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002501 seconds
[2023-12-01 14:47:06,509][hyperopt.tpe][INFO] - TPE using 133/133 trials with best loss 0.225537
[2023-12-01 14:47:06,628][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002459 seconds
[2023-12-01 14:47:06,628][hyperopt.tpe][INFO] - TPE using 134/134 trials with best loss 0.225537
[2023-12-01 14:47:06,734][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002484 seconds
[2023-12-01 14:47:06,734][hyperopt.tpe][INFO] - TPE using 135/135 trials with best loss 0.225537
[2023-12-01 14:47:06,888][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002777 seconds
[2023-12-01 14:47:06,888][hyperopt.tpe][INFO] - TPE using 136/136 trials with best loss 0.225537
[2023-12-01 14:47:06,942][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002478 seconds
[2023-12-01 14:47:06,942][hyperopt.tpe][INFO] - TPE using 137/137 trials with best loss 0.225537
[2023-12-01 14:47:07,079][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002491 seconds
[2023-12-01 14:47:07,079][hyperopt.tpe][INFO] - TPE using 138/138 trials with best loss 0.225537
[2023-12-01 14:47:07,254][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002505 seconds
[2023-12-01 14:47:07,254][hyperopt.tpe][INFO] - TPE using 139/139 trials with best loss 0.225537
[2023-12-01 14:47:07,388][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002509 seconds
[2023-12-01 14:47:07,388][hyperopt.tpe][INFO] - TPE using 140/140 trials with best loss 0.225537
[2023-12-01 14:47:07,455][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002493 seconds
[2023-12-01 14:47:07,455][hyperopt.tpe][INFO] - TPE using 141/141 trials with best loss 0.225537
[2023-12-01 14:47:07,577][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:47:07,577][hyperopt.tpe][INFO] - TPE using 142/142 trials with best loss 0.225537
[2023-12-01 14:47:07,819][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002491 seconds
[2023-12-01 14:47:07,819][hyperopt.tpe][INFO] - TPE using 143/143 trials with best loss 0.225537
[2023-12-01 14:47:07,926][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002465 seconds
[2023-12-01 14:47:07,926][hyperopt.tpe][INFO] - TPE using 144/144 trials with best loss 0.225537
[2023-12-01 14:47:07,974][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002493 seconds
[2023-12-01 14:47:07,975][hyperopt.tpe][INFO] - TPE using 145/145 trials with best loss 0.225537
[2023-12-01 14:47:08,130][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002479 seconds
[2023-12-01 14:47:08,131][hyperopt.tpe][INFO] - TPE using 146/146 trials with best loss 0.225537
[2023-12-01 14:47:08,286][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002566 seconds
[2023-12-01 14:47:08,287][hyperopt.tpe][INFO] - TPE using 147/147 trials with best loss 0.193455
[2023-12-01 14:47:08,442][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002437 seconds
[2023-12-01 14:47:08,442][hyperopt.tpe][INFO] - TPE using 148/148 trials with best loss 0.193455
[2023-12-01 14:47:08,598][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002479 seconds
[2023-12-01 14:47:08,598][hyperopt.tpe][INFO] - TPE using 149/149 trials with best loss 0.193455
[2023-12-01 14:47:08,753][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002475 seconds
[2023-12-01 14:47:08,754][hyperopt.tpe][INFO] - TPE using 150/150 trials with best loss 0.193455
[2023-12-01 14:47:08,909][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002478 seconds
[2023-12-01 14:47:08,910][hyperopt.tpe][INFO] - TPE using 151/151 trials with best loss 0.193455
[2023-12-01 14:47:09,065][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002477 seconds
[2023-12-01 14:47:09,065][hyperopt.tpe][INFO] - TPE using 152/152 trials with best loss 0.193455
[2023-12-01 14:47:09,221][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002493 seconds
[2023-12-01 14:47:09,221][hyperopt.tpe][INFO] - TPE using 153/153 trials with best loss 0.193455
[2023-12-01 14:47:09,376][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002446 seconds
[2023-12-01 14:47:09,377][hyperopt.tpe][INFO] - TPE using 154/154 trials with best loss 0.193455
[2023-12-01 14:47:09,506][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002464 seconds
[2023-12-01 14:47:09,506][hyperopt.tpe][INFO] - TPE using 155/155 trials with best loss 0.193455
[2023-12-01 14:47:09,656][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002460 seconds
[2023-12-01 14:47:09,656][hyperopt.tpe][INFO] - TPE using 156/156 trials with best loss 0.193455
[2023-12-01 14:47:09,812][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:47:09,813][hyperopt.tpe][INFO] - TPE using 157/157 trials with best loss 0.193455
[2023-12-01 14:47:09,985][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002464 seconds
[2023-12-01 14:47:09,985][hyperopt.tpe][INFO] - TPE using 158/158 trials with best loss 0.193455
[2023-12-01 14:47:10,148][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002465 seconds
[2023-12-01 14:47:10,148][hyperopt.tpe][INFO] - TPE using 159/159 trials with best loss 0.193455
[2023-12-01 14:47:10,304][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002453 seconds
[2023-12-01 14:47:10,305][hyperopt.tpe][INFO] - TPE using 160/160 trials with best loss 0.193455
[2023-12-01 14:47:10,443][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:47:10,444][hyperopt.tpe][INFO] - TPE using 161/161 trials with best loss 0.193455
[2023-12-01 14:47:10,572][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002430 seconds
[2023-12-01 14:47:10,573][hyperopt.tpe][INFO] - TPE using 162/162 trials with best loss 0.193455
[2023-12-01 14:47:10,719][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002429 seconds
[2023-12-01 14:47:10,719][hyperopt.tpe][INFO] - TPE using 163/163 trials with best loss 0.193455
[2023-12-01 14:47:10,885][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002522 seconds
[2023-12-01 14:47:10,885][hyperopt.tpe][INFO] - TPE using 164/164 trials with best loss 0.193455
[2023-12-01 14:47:11,059][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002475 seconds
[2023-12-01 14:47:11,059][hyperopt.tpe][INFO] - TPE using 165/165 trials with best loss 0.193455
[2023-12-01 14:47:11,195][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:47:11,195][hyperopt.tpe][INFO] - TPE using 166/166 trials with best loss 0.193455
[2023-12-01 14:47:11,357][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002444 seconds
[2023-12-01 14:47:11,357][hyperopt.tpe][INFO] - TPE using 167/167 trials with best loss 0.193455
[2023-12-01 14:47:11,512][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002486 seconds
[2023-12-01 14:47:11,512][hyperopt.tpe][INFO] - TPE using 168/168 trials with best loss 0.193455
[2023-12-01 14:47:11,668][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002520 seconds
[2023-12-01 14:47:11,668][hyperopt.tpe][INFO] - TPE using 169/169 trials with best loss 0.193455
[2023-12-01 14:47:11,797][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002458 seconds
[2023-12-01 14:47:11,797][hyperopt.tpe][INFO] - TPE using 170/170 trials with best loss 0.193455
[2023-12-01 14:47:11,938][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002464 seconds
[2023-12-01 14:47:11,939][hyperopt.tpe][INFO] - TPE using 171/171 trials with best loss 0.193455
[2023-12-01 14:47:12,095][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002467 seconds
[2023-12-01 14:47:12,095][hyperopt.tpe][INFO] - TPE using 172/172 trials with best loss 0.193455
[2023-12-01 14:47:12,265][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002477 seconds
[2023-12-01 14:47:12,266][hyperopt.tpe][INFO] - TPE using 173/173 trials with best loss 0.193455
[2023-12-01 14:47:12,422][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002706 seconds
[2023-12-01 14:47:12,422][hyperopt.tpe][INFO] - TPE using 174/174 trials with best loss 0.193455
[2023-12-01 14:47:12,593][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002492 seconds
[2023-12-01 14:47:12,593][hyperopt.tpe][INFO] - TPE using 175/175 trials with best loss 0.193455
[2023-12-01 14:47:12,746][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002465 seconds
[2023-12-01 14:47:12,746][hyperopt.tpe][INFO] - TPE using 176/176 trials with best loss 0.193455
[2023-12-01 14:47:12,892][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002447 seconds
[2023-12-01 14:47:12,892][hyperopt.tpe][INFO] - TPE using 177/177 trials with best loss 0.193455
[2023-12-01 14:47:12,960][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002472 seconds
[2023-12-01 14:47:12,960][hyperopt.tpe][INFO] - TPE using 178/178 trials with best loss 0.193455
[2023-12-01 14:47:13,097][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002454 seconds
[2023-12-01 14:47:13,097][hyperopt.tpe][INFO] - TPE using 179/179 trials with best loss 0.193455
[2023-12-01 14:47:13,240][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002463 seconds
[2023-12-01 14:47:13,240][hyperopt.tpe][INFO] - TPE using 180/180 trials with best loss 0.193455
[2023-12-01 14:47:13,369][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002492 seconds
[2023-12-01 14:47:13,369][hyperopt.tpe][INFO] - TPE using 181/181 trials with best loss 0.193455
[2023-12-01 14:47:13,420][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002623 seconds
[2023-12-01 14:47:13,421][hyperopt.tpe][INFO] - TPE using 182/182 trials with best loss 0.193455
[2023-12-01 14:47:13,585][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002463 seconds
[2023-12-01 14:47:13,586][hyperopt.tpe][INFO] - TPE using 183/183 trials with best loss 0.193455
[2023-12-01 14:47:13,727][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002494 seconds
[2023-12-01 14:47:13,727][hyperopt.tpe][INFO] - TPE using 184/184 trials with best loss 0.193455
[2023-12-01 14:47:13,883][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002479 seconds
[2023-12-01 14:47:13,883][hyperopt.tpe][INFO] - TPE using 185/185 trials with best loss 0.193455
[2023-12-01 14:47:13,950][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002460 seconds
[2023-12-01 14:47:13,950][hyperopt.tpe][INFO] - TPE using 186/186 trials with best loss 0.193455
[2023-12-01 14:47:14,106][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002501 seconds
[2023-12-01 14:47:14,106][hyperopt.tpe][INFO] - TPE using 187/187 trials with best loss 0.193455
[2023-12-01 14:47:14,208][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002462 seconds
[2023-12-01 14:47:14,208][hyperopt.tpe][INFO] - TPE using 188/188 trials with best loss 0.193455
[2023-12-01 14:47:14,257][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002466 seconds
[2023-12-01 14:47:14,257][hyperopt.tpe][INFO] - TPE using 189/189 trials with best loss 0.193455
[2023-12-01 14:47:14,431][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002590 seconds
[2023-12-01 14:47:14,432][hyperopt.tpe][INFO] - TPE using 190/190 trials with best loss 0.193455
[2023-12-01 14:47:14,598][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002475 seconds
[2023-12-01 14:47:14,599][hyperopt.tpe][INFO] - TPE using 191/191 trials with best loss 0.193455
[2023-12-01 14:47:14,736][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002469 seconds
[2023-12-01 14:47:14,736][hyperopt.tpe][INFO] - TPE using 192/192 trials with best loss 0.193455
[2023-12-01 14:47:14,815][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002461 seconds
[2023-12-01 14:47:14,816][hyperopt.tpe][INFO] - TPE using 193/193 trials with best loss 0.193455
[2023-12-01 14:47:14,945][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:47:14,945][hyperopt.tpe][INFO] - TPE using 194/194 trials with best loss 0.193455
[2023-12-01 14:47:15,100][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002473 seconds
[2023-12-01 14:47:15,100][hyperopt.tpe][INFO] - TPE using 195/195 trials with best loss 0.193455
[2023-12-01 14:47:15,200][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002482 seconds
[2023-12-01 14:47:15,200][hyperopt.tpe][INFO] - TPE using 196/196 trials with best loss 0.193455
[2023-12-01 14:47:15,256][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:47:15,256][hyperopt.tpe][INFO] - TPE using 197/197 trials with best loss 0.193455
[2023-12-01 14:47:15,411][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002454 seconds
[2023-12-01 14:47:15,412][hyperopt.tpe][INFO] - TPE using 198/198 trials with best loss 0.193455
[2023-12-01 14:47:15,680][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002478 seconds
[2023-12-01 14:47:15,680][hyperopt.tpe][INFO] - TPE using 199/199 trials with best loss 0.193455
[2023-12-01 14:47:15,819][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002466 seconds
[2023-12-01 14:47:15,819][hyperopt.tpe][INFO] - TPE using 200/200 trials with best loss 0.193455
[2023-12-01 14:47:15,985][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002536 seconds
[2023-12-01 14:47:15,986][hyperopt.tpe][INFO] - TPE using 201/201 trials with best loss 0.193455
[2023-12-01 14:47:16,053][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002483 seconds
[2023-12-01 14:47:16,053][hyperopt.tpe][INFO] - TPE using 202/202 trials with best loss 0.193455
[2023-12-01 14:47:16,206][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002446 seconds
[2023-12-01 14:47:16,206][hyperopt.tpe][INFO] - TPE using 203/203 trials with best loss 0.193455
[2023-12-01 14:47:16,310][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002451 seconds
[2023-12-01 14:47:16,310][hyperopt.tpe][INFO] - TPE using 204/204 trials with best loss 0.193455
[2023-12-01 14:47:16,484][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002479 seconds
[2023-12-01 14:47:16,484][hyperopt.tpe][INFO] - TPE using 205/205 trials with best loss 0.193455
[2023-12-01 14:47:16,536][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002482 seconds
[2023-12-01 14:47:16,537][hyperopt.tpe][INFO] - TPE using 206/206 trials with best loss 0.193455
[2023-12-01 14:47:16,683][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002679 seconds
[2023-12-01 14:47:16,684][hyperopt.tpe][INFO] - TPE using 207/207 trials with best loss 0.193455
[2023-12-01 14:47:16,897][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002496 seconds
[2023-12-01 14:47:16,897][hyperopt.tpe][INFO] - TPE using 208/208 trials with best loss 0.193455
[2023-12-01 14:47:16,975][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002464 seconds
[2023-12-01 14:47:16,975][hyperopt.tpe][INFO] - TPE using 209/209 trials with best loss 0.193455
[2023-12-01 14:47:17,125][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002463 seconds
[2023-12-01 14:47:17,125][hyperopt.tpe][INFO] - TPE using 210/210 trials with best loss 0.193455
[2023-12-01 14:47:17,255][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:47:17,255][hyperopt.tpe][INFO] - TPE using 211/211 trials with best loss 0.193455
[2023-12-01 14:47:17,359][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002516 seconds
[2023-12-01 14:47:17,359][hyperopt.tpe][INFO] - TPE using 212/212 trials with best loss 0.193455
[2023-12-01 14:47:17,414][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002454 seconds
[2023-12-01 14:47:17,414][hyperopt.tpe][INFO] - TPE using 213/213 trials with best loss 0.193455
[2023-12-01 14:47:17,584][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002477 seconds
[2023-12-01 14:47:17,585][hyperopt.tpe][INFO] - TPE using 214/214 trials with best loss 0.193455
[2023-12-01 14:47:17,753][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002494 seconds
[2023-12-01 14:47:17,753][hyperopt.tpe][INFO] - TPE using 215/215 trials with best loss 0.193455
[2023-12-01 14:47:17,905][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002462 seconds
[2023-12-01 14:47:17,906][hyperopt.tpe][INFO] - TPE using 216/216 trials with best loss 0.193455
[2023-12-01 14:47:17,985][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002474 seconds
[2023-12-01 14:47:17,985][hyperopt.tpe][INFO] - TPE using 217/217 trials with best loss 0.193455
[2023-12-01 14:47:18,132][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002469 seconds
[2023-12-01 14:47:18,133][hyperopt.tpe][INFO] - TPE using 218/218 trials with best loss 0.193455
[2023-12-01 14:47:18,262][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002465 seconds
[2023-12-01 14:47:18,262][hyperopt.tpe][INFO] - TPE using 219/219 trials with best loss 0.193455
[2023-12-01 14:47:18,359][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002499 seconds
[2023-12-01 14:47:18,359][hyperopt.tpe][INFO] - TPE using 220/220 trials with best loss 0.193455
[2023-12-01 14:47:18,420][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002658 seconds
[2023-12-01 14:47:18,420][hyperopt.tpe][INFO] - TPE using 221/221 trials with best loss 0.193455
[2023-12-01 14:47:18,576][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002553 seconds
[2023-12-01 14:47:18,577][hyperopt.tpe][INFO] - TPE using 222/222 trials with best loss 0.193455
[2023-12-01 14:47:18,772][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002475 seconds
[2023-12-01 14:47:18,774][hyperopt.tpe][INFO] - TPE using 223/223 trials with best loss 0.193455
[2023-12-01 14:47:18,924][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002449 seconds
[2023-12-01 14:47:18,928][hyperopt.tpe][INFO] - TPE using 224/224 trials with best loss 0.193455
[2023-12-01 14:47:19,006][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002458 seconds
[2023-12-01 14:47:19,007][hyperopt.tpe][INFO] - TPE using 225/225 trials with best loss 0.193455
[2023-12-01 14:47:19,174][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002474 seconds
[2023-12-01 14:47:19,175][hyperopt.tpe][INFO] - TPE using 226/226 trials with best loss 0.193455
[2023-12-01 14:47:19,305][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002518 seconds
[2023-12-01 14:47:19,306][hyperopt.tpe][INFO] - TPE using 227/227 trials with best loss 0.193455
[2023-12-01 14:47:19,407][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002440 seconds
[2023-12-01 14:47:19,408][hyperopt.tpe][INFO] - TPE using 228/228 trials with best loss 0.193455
[2023-12-01 14:47:19,463][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002470 seconds
[2023-12-01 14:47:19,463][hyperopt.tpe][INFO] - TPE using 229/229 trials with best loss 0.193455
[2023-12-01 14:47:19,623][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002441 seconds
[2023-12-01 14:47:19,623][hyperopt.tpe][INFO] - TPE using 230/230 trials with best loss 0.193455
[2023-12-01 14:47:19,779][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:47:19,781][hyperopt.tpe][INFO] - TPE using 231/231 trials with best loss 0.193455
[2023-12-01 14:47:19,956][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002462 seconds
[2023-12-01 14:47:19,956][hyperopt.tpe][INFO] - TPE using 232/232 trials with best loss 0.193455
[2023-12-01 14:47:20,113][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002474 seconds
[2023-12-01 14:47:20,113][hyperopt.tpe][INFO] - TPE using 233/233 trials with best loss 0.193455
[2023-12-01 14:47:20,184][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002459 seconds
[2023-12-01 14:47:20,186][hyperopt.tpe][INFO] - TPE using 234/234 trials with best loss 0.193455
[2023-12-01 14:47:20,316][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:47:20,316][hyperopt.tpe][INFO] - TPE using 235/235 trials with best loss 0.193455
[2023-12-01 14:47:20,420][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002632 seconds
[2023-12-01 14:47:20,421][hyperopt.tpe][INFO] - TPE using 236/236 trials with best loss 0.193455
[2023-12-01 14:47:20,562][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002472 seconds
[2023-12-01 14:47:20,564][hyperopt.tpe][INFO] - TPE using 237/237 trials with best loss 0.193455
[2023-12-01 14:47:20,626][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002554 seconds
[2023-12-01 14:47:20,626][hyperopt.tpe][INFO] - TPE using 238/238 trials with best loss 0.193455
[2023-12-01 14:47:20,804][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002506 seconds
[2023-12-01 14:47:20,804][hyperopt.tpe][INFO] - TPE using 239/239 trials with best loss 0.193455
[2023-12-01 14:47:20,944][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002476 seconds
[2023-12-01 14:47:20,944][hyperopt.tpe][INFO] - TPE using 240/240 trials with best loss 0.193455
[2023-12-01 14:47:21,113][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:47:21,113][hyperopt.tpe][INFO] - TPE using 241/241 trials with best loss 0.193455
[2023-12-01 14:47:21,190][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002468 seconds
[2023-12-01 14:47:21,192][hyperopt.tpe][INFO] - TPE using 242/242 trials with best loss 0.193455
[2023-12-01 14:47:21,322][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002513 seconds
[2023-12-01 14:47:21,324][hyperopt.tpe][INFO] - TPE using 243/243 trials with best loss 0.193455
[2023-12-01 14:47:21,428][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002445 seconds
[2023-12-01 14:47:21,428][hyperopt.tpe][INFO] - TPE using 244/244 trials with best loss 0.193455
[2023-12-01 14:47:21,566][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002444 seconds
[2023-12-01 14:47:21,568][hyperopt.tpe][INFO] - TPE using 245/245 trials with best loss 0.193455
[2023-12-01 14:47:21,739][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002481 seconds
[2023-12-01 14:47:21,740][hyperopt.tpe][INFO] - TPE using 246/246 trials with best loss 0.193455
[2023-12-01 14:47:21,797][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002448 seconds
[2023-12-01 14:47:21,797][hyperopt.tpe][INFO] - TPE using 247/247 trials with best loss 0.193455
[2023-12-01 14:47:21,948][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002445 seconds
[2023-12-01 14:47:21,949][hyperopt.tpe][INFO] - TPE using 248/248 trials with best loss 0.193455
[2023-12-01 14:47:22,105][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002538 seconds
[2023-12-01 14:47:22,105][hyperopt.tpe][INFO] - TPE using 249/249 trials with best loss 0.193455
[2023-12-01 14:47:22,261][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002452 seconds
[2023-12-01 14:47:22,261][hyperopt.tpe][INFO] - TPE using 250/250 trials with best loss 0.193455
[2023-12-01 14:47:22,329][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002444 seconds
[2023-12-01 14:47:22,330][hyperopt.tpe][INFO] - TPE using 251/251 trials with best loss 0.193455
[2023-12-01 14:47:22,424][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002441 seconds
[2023-12-01 14:47:22,425][hyperopt.tpe][INFO] - TPE using 252/252 trials with best loss 0.193455
[2023-12-01 14:47:22,594][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002442 seconds
[2023-12-01 14:47:22,595][hyperopt.tpe][INFO] - TPE using 253/253 trials with best loss 0.193455
[2023-12-01 14:47:22,705][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.050296 seconds
[2023-12-01 14:47:22,706][hyperopt.tpe][INFO] - TPE using 254/254 trials with best loss 0.193455
[2023-12-01 14:47:22,870][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002496 seconds
[2023-12-01 14:47:22,870][hyperopt.tpe][INFO] - TPE using 255/255 trials with best loss 0.193455
[2023-12-01 14:47:23,048][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002454 seconds
[2023-12-01 14:47:23,048][hyperopt.tpe][INFO] - TPE using 256/256 trials with best loss 0.193455
[2023-12-01 14:47:23,205][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002421 seconds
[2023-12-01 14:47:23,205][hyperopt.tpe][INFO] - TPE using 257/257 trials with best loss 0.193455
[2023-12-01 14:47:23,362][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002453 seconds
[2023-12-01 14:47:23,362][hyperopt.tpe][INFO] - TPE using 258/258 trials with best loss 0.193455
[2023-12-01 14:47:23,519][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002460 seconds
[2023-12-01 14:47:23,520][hyperopt.tpe][INFO] - TPE using 259/259 trials with best loss 0.193455
[2023-12-01 14:47:23,676][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002451 seconds
[2023-12-01 14:47:23,677][hyperopt.tpe][INFO] - TPE using 260/260 trials with best loss 0.193455
[2023-12-01 14:47:23,834][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002440 seconds
[2023-12-01 14:47:23,834][hyperopt.tpe][INFO] - TPE using 261/261 trials with best loss 0.193455
[2023-12-01 14:47:23,991][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002439 seconds
[2023-12-01 14:47:23,991][hyperopt.tpe][INFO] - TPE using 262/262 trials with best loss 0.193455
[2023-12-01 14:47:24,148][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002455 seconds
[2023-12-01 14:47:24,148][hyperopt.tpe][INFO] - TPE using 263/263 trials with best loss 0.193455
[2023-12-01 14:47:24,305][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002491 seconds
[2023-12-01 14:47:24,306][hyperopt.tpe][INFO] - TPE using 264/264 trials with best loss 0.193455
[2023-12-01 14:47:24,462][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002534 seconds
[2023-12-01 14:47:24,463][hyperopt.tpe][INFO] - TPE using 265/265 trials with best loss 0.193455
[2023-12-01 14:47:24,619][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002470 seconds
[2023-12-01 14:47:24,620][hyperopt.tpe][INFO] - TPE using 266/266 trials with best loss 0.193455
